id_festival_wikidata,nom_festival_wikidata,site_internet_festival_wikidata,nombre_de_followers,id_follower_festival_wikidata
http://www.wikidata.org/entity/Q3070653,Festival international du cinéma au féminin,http://www.cinemafeminin.com/,,846
http://www.wikidata.org/entity/Q3070665,Festival international du cirque de Massy,http://www.cirque-massy.com/,,847
http://www.wikidata.org/entity/Q3070669,Festival international du court-métrage et de la vidéo de Wattrelos,,,848
http://www.wikidata.org/entity/Q3070673,Festival international du court métrage étudiant de Cergy-Pontoise,http://festival-tyo.com/,,849
http://www.wikidata.org/entity/Q3070676,Festival international de cinéma de Marseille,https://fidmarseille.org/,,850
http://www.wikidata.org/entity/Q3070677,Festival international du film animalier,http://www.fifa.com.fr/,,851
http://www.wikidata.org/entity/Q3070679,Festival international du film d'Arras,http://www.arrasfilmfestival.com/,,852
http://www.wikidata.org/entity/Q3070687,Festival international du film d'environnement de Paris,https://lefredd.org,,853
http://www.wikidata.org/entity/Q3070689,Festival international du film d'histoire de Pessac,http://www.cinema-histoire-pessac.com/,,854
http://www.wikidata.org/entity/Q3070703,Festival international du film de La Roche-sur-Yon,http://www.fif-85.com,,855
http://www.wikidata.org/entity/Q3070709,Festival international du film de La Rochelle,http://www.festival-larochelle.org,,856
http://www.wikidata.org/entity/Q3070749,Festival international du film de création super 8 de Metz,,,857
http://www.wikidata.org/entity/Q3070750,Festival international du film de comédie de l'Alpe d'Huez,http://www.festival-alpedhuez.com/,,858
http://www.wikidata.org/entity/Q3070751,Festival international du film de l'internet,,,859
http://www.wikidata.org/entity/Q3070754,Festival international du film des droits de l'homme,,,860
http://www.wikidata.org/entity/Q3070756,Festival international du film documentaire sur la ruralité,,,861
http://www.wikidata.org/entity/Q3070757,Festival international du film documentaire océanien,http://www.fifo-tahiti.com/,,862
http://www.wikidata.org/entity/Q3070796,Festival international du film indépendant de Bordeaux,http://www.fifib.com/,,863
http://www.wikidata.org/entity/Q3070799,Festival international du film indépendant de Lille,http://www.fifilille.fr/,,864
http://www.wikidata.org/entity/Q3070800,Festival international du film insulaire,http://www.filminsulaire.com/,,865
http://www.wikidata.org/entity/Q3070803,"Festival international du film maritime, d'exploration et d'environnement",http://www.fifme.com/,,866
http://www.wikidata.org/entity/Q3070804,Festival international du film ornithologique de Ménigoute,http://www.menigoute-festival.org,,867
http://www.wikidata.org/entity/Q3070806,Festival international du film policier de Beaune,http://www.beaunefestivalpolicier.com,,868
http://www.wikidata.org/entity/Q3070810,Festival international du grand reportage d'actualité et du documentaire de société,http://www.figra.fr/,,869
http://www.wikidata.org/entity/Q3070811,Festival international du film écologique de Bourges,,,870
http://www.wikidata.org/entity/Q3070818,Festival international musique & cinéma,,,871
http://www.wikidata.org/entity/Q3070819,Festival international du premier film d'Annonay,http://www.annonaypremierfilm.org/,,872
http://www.wikidata.org/entity/Q3070820,"Festival littéraire de Savennières - Terres à vins, terres à livres",,,873
http://www.wikidata.org/entity/Q3070822,Festival miroirs et cinémas d'Afriques,,,874
http://www.wikidata.org/entity/Q3070828,Festival mondial des théâtres de marionnettes,http://www.festival-marionnette.com,,875
http://www.wikidata.org/entity/Q3070836,Festival médiéval de Sedan,,,876
http://www.wikidata.org/entity/Q3070841,festival national de théâtre contemporain amateur,https://www.theatrecontemporainendombes.com/,,877
http://www.wikidata.org/entity/Q3070844,Festival national du film d'animation d'Auch,http://www.festival-film-animation.fr/,,878
http://www.wikidata.org/entity/Q30727615,Fête du travailleur alpin,https://fete.travailleur-alpin.fr/,,879
http://www.wikidata.org/entity/Q30728105,War on Screen,https://waronscreen.com/en,,880
http://www.wikidata.org/entity/Q30731241,Festival de cinéma Indépendance(s) et Création d'Auch,https://www.independancesetcreation.com,,881
http://www.wikidata.org/entity/Q30737544,Festival d'orgues Forbach-Völklingen,http://amofor.fr,,882
http://www.wikidata.org/entity/Q30740836,Kayenn Jazz Festival,,,883
http://www.wikidata.org/entity/Q3074289,Florilèges,,,884
http://www.wikidata.org/entity/Q3074653,Flâneries musicales de Reims,http://www.flaneriesreims.com/,,885
http://www.wikidata.org/entity/Q3074832,Foire aux vins d'Alsace,http://www.foire-colmar.com,,886
http://www.wikidata.org/entity/Q3074983,Foliklores,,,887
http://www.wikidata.org/entity/Q3077204,Foreztival,https://www.foreztival.com/,,888
http://www.wikidata.org/entity/Q3077681,Forom des langues du monde,,,889
http://www.wikidata.org/entity/Q3078381,Fort en Jazz,http://www.fortenjazz.fr,,890
http://www.wikidata.org/entity/Q3087296,Free music festival,,,891
http://www.wikidata.org/entity/Q3091263,"Futura, festival international d'art acousmatique et des arts de support",http://festivalfutura.fr,,892
http://www.wikidata.org/entity/Q3092269,Félibrée du Périgord,,,893
http://www.wikidata.org/entity/Q3092816,Fête de l'Animation,https://www.fete-anim.com/,,894
http://www.wikidata.org/entity/Q3092817,Fête de l'Internet,http://www.netpublic.fr/2014/03/fete-de-l-internet-2014/,,895
http://www.wikidata.org/entity/Q3092829,Fête de la Brière,,,896
http://www.wikidata.org/entity/Q3092873,Fête des remparts,https://www.fete-remparts-dinan.com/,,897
http://www.wikidata.org/entity/Q3092877,Fête des vendanges de Montmartre,,,898
http://www.wikidata.org/entity/Q3092880,Fête du Roi de l'Oiseau,https://www.roideloiseau.com/,,899
http://www.wikidata.org/entity/Q3092881,Fête du Citron,,,900
http://www.wikidata.org/entity/Q3092888,Fête du bruit,https://festival-fetedubruit.com/,4955,901
http://www.wikidata.org/entity/Q3092905,fêtes d'Arvor,http://www.fetes-arvor.org/,,902
http://www.wikidata.org/entity/Q3092911,Fêtes de la Madeleine,,,903
http://www.wikidata.org/entity/Q3092917,fêtes de Bayonne,https://fetes.bayonne.fr/,,904
http://www.wikidata.org/entity/Q3092939,Fêtes johanniques d'Orléans,,,905
http://www.wikidata.org/entity/Q3095427,Garden Nef Party,,,906
http://www.wikidata.org/entity/Q3095572,Gare aux Tympans,http://gare-aux-tympans.fr,,907
http://www.wikidata.org/entity/Q3098433,Garorock,http://www.garorock.com,,908
http://www.wikidata.org/entity/Q3100068,Geek Faëries,https://www.geekfaeries.fr/,,909
http://www.wikidata.org/entity/Q3114642,Le Grand Bivouac,https://www.grandbivouac.com/,,910
http://www.wikidata.org/entity/Q3122714,Gypsy Swing Festival,,,911
http://www.wikidata.org/entity/Q3126177,Hallucinations collectives,https://www.hallucinations-collectives.com/,,912
http://www.wikidata.org/entity/Q3129563,Heiva,,,913
http://www.wikidata.org/entity/Q3138700,Hivernales d'Avignon,http://www.hivernales-avignon.com/,,914
http://www.wikidata.org/entity/Q3149579,In&Out,http://www.lesouvreurs.fr,,915
http://www.wikidata.org/entity/Q3163343,Jazz dans le parc,http://www.jazzdansleparc.com,,916
http://www.wikidata.org/entity/Q3163347,Jazz en Franche-Comté,https://www.aspro-impro.fr/,,917
http://www.wikidata.org/entity/Q3163354,Jazz sous les pommiers,http://www.jazzsouslespommiers.com/,,918
http://www.wikidata.org/entity/Q3163360,Jazz à Saint-Germain-des-Prés Paris,http://www.festivaljazzsaintgermainparis.com,,919
http://www.wikidata.org/entity/Q3163363,Jazz à Vannes,http://www.jazzavannes.fr,,920
http://www.wikidata.org/entity/Q3187087,Journées internationales du film de court-métrage,,,921
http://www.wikidata.org/entity/Q3188957,Jules Verne Aventures,https://julesverne.org/festival-events/,,922
http://www.wikidata.org/entity/Q3192546,Kan ar Bobl,https://kan-ar-bobl.bzh/,,923
http://www.wikidata.org/entity/Q3204766,L'Ouvre-boîte,,,924
http://www.wikidata.org/entity/Q3205516,L'Étrange Festival,http://www.etrangefestival.com/index.php,,925
http://www.wikidata.org/entity/Q3209169,La Forêt des livres,https://lesecrivainschezgonzaguesaintbris.com/,,926
http://www.wikidata.org/entity/Q3211855,La Poule des Champs,http://www.lapouledeschamps.com,,927
http://www.wikidata.org/entity/Q3212491,La Route du Rock,https://www.laroutedurock.com/,117143,928
http://www.wikidata.org/entity/Q3220702,Le Cabaret Vert,http://www.cabaretvert.com,16775,929
http://www.wikidata.org/entity/Q3221295,Le Chien à Plumes,http://www.chienaplumes.fr/,1880,930
http://www.wikidata.org/entity/Q3223297,Le Grand Pruneau Show,,,931
http://www.wikidata.org/entity/Q3223344,Le Grand Unisson,,,932
http://www.wikidata.org/entity/Q3223561,Le Jardin du Michel,http://www.jardin-du-michel.fr/,2293,933
http://www.wikidata.org/entity/Q3224636,Le Mois Molière,http://www.moismoliere.com,,934
http://www.wikidata.org/entity/Q3225831,Le Potager du Rock,,,935
http://www.wikidata.org/entity/Q3226129,Le Père Noël est-il un Rocker ?,https://www.leperenoelestilunrocker.com/,,936
http://www.wikidata.org/entity/Q3230313,LudOuest,https://ludouest.fr/,,937
http://www.wikidata.org/entity/Q3230337,Les 3 Éléphants,https://www.les3elephants.com/,4561,938
http://www.wikidata.org/entity/Q3230438,Les Aires Libres,http://www.aires-libres.com,,939
http://www.wikidata.org/entity/Q3230598,Les Années Joué,http://www.anneesjoue.fr/,,940
http://www.wikidata.org/entity/Q3232218,Les Déferlantes Sud de France,https://www.festival-lesdeferlantes.com/fr,,941
http://www.wikidata.org/entity/Q3232461,Les Escales,http://www.les-escales.com/festival-les-escales/festival_accueil.asp,,942
http://www.wikidata.org/entity/Q3232517,Les Fanfarons,,,943
http://www.wikidata.org/entity/Q3233087,Les Gras de Douarnenez,,,944
http://www.wikidata.org/entity/Q3233294,Les Imaginales,https://www.imaginales.fr/,6459,945
http://www.wikidata.org/entity/Q3233488,Les Laquais de Tauves,,,946
http://www.wikidata.org/entity/Q3233746,Les Massiliades,http://www.massiliades.fr/,,947
http://www.wikidata.org/entity/Q3234287,Les Nuits de Nacre,,,948
http://www.wikidata.org/entity/Q3234298,Les Nuits pianistiques,https://www.lesnuitspianistiques.info,,949
http://www.wikidata.org/entity/Q3234379,Les Orientales,,,950
http://www.wikidata.org/entity/Q3234761,Les Plages électroniques,http://www.plages-electroniques.com/,,951
http://www.wikidata.org/entity/Q3235109,Les Reflets du cinéma ibérique et latino-américain,https://www.lesreflets-cinema.com/,,952
http://www.wikidata.org/entity/Q3235127,Les Rencontres des cinémas d'Europe,,,953
http://www.wikidata.org/entity/Q3235138,Les Rendez-vous de l'histoire,http://www.rdv-histoire.com/,,954
http://www.wikidata.org/entity/Q3235641,Les Suds,http://www.suds-arles.com,,955
http://www.wikidata.org/entity/Q3235726,Les Terrasses du jeudi,https://www.terrassesdujeudi.fr,,956
http://www.wikidata.org/entity/Q3235765,Les Tombées de la Nuit,https://www.lestombeesdelanuit.com/,4387,957
http://www.wikidata.org/entity/Q3236146,Les Volcaniques de mars,,,958
http://www.wikidata.org/entity/Q3236250,Les Z'éclectiques,http://www.leszeclectiques.com/,,959
http://www.wikidata.org/entity/Q3237067,Leu Tempo Festival,https://www.lesechoir.com/,,960
http://www.wikidata.org/entity/Q3243280,Festival de danse de Châteauvallon,,,961
http://www.wikidata.org/entity/Q3267372,Lumières d'Afrique,http://www.lumieresdafrique.com/,,962
http://www.wikidata.org/entity/Q3285236,Manapany Surf Festival,,,963
http://www.wikidata.org/entity/Q3294985,Marsatac,https://marsatac.com,,964
http://www.wikidata.org/entity/Q33113928,Sunsète Festival,http://sunsete-festival.fr/,,965
http://www.wikidata.org/entity/Q3314634,Mimos,http://www.mimos.fr/,,966
http://www.wikidata.org/entity/Q3317586,Mobile Film Festival,,,967
http://www.wikidata.org/entity/Q3319274,Mois de la Photo,http://www.moisdelaphoto-off.org,,968
http://www.wikidata.org/entity/Q3325250,Motocultor Festival,https://www.motocultor-festival.com/,,969
http://www.wikidata.org/entity/Q3328557,Musik à Pile,http://www.musikapile.fr/,,970
http://www.wikidata.org/entity/Q3328644,Musique de chambre à Giverny,http://www.musicagiverny.com,,971
http://www.wikidata.org/entity/Q3328662,Musique des Lumières,,,972
http://www.wikidata.org/entity/Q3328795,Musiques métisses,http://www.musiques-metisses.com,,973
http://www.wikidata.org/entity/Q3328818,Musiques de Rues : Nouveau Territoire des Arts Sonores,,,974
http://www.wikidata.org/entity/Q3331889,Mythos,https://www.festival-mythos.com/,3709,975
http://www.wikidata.org/entity/Q3335579,Nancy Jazz Pulsations,http://www.nancyjazzpulsations.com,,976
http://www.wikidata.org/entity/Q3335617,Nancyphonies,https://www.nancyphonies.com,,977
http://www.wikidata.org/entity/Q3339619,Nice Jazz Festival,http://www.nicejazzfestival.fr,,978
http://www.wikidata.org/entity/Q3343596,Nordik Impakt,https://nordik.org/,5260,979
http://www.wikidata.org/entity/Q3345262,Nouvelles du conte,http://www.nouvellesduconte.org/,,980
http://www.wikidata.org/entity/Q3346171,Nuits sonores,https://nuits-sonores.com/,32391,981
http://www.wikidata.org/entity/Q3346183,Nuits de Champagne,http://www.nuitsdechampagne.com/,,982
http://www.wikidata.org/entity/Q3346191,Nuits de la Bâtie d'Urfé,,,983
http://www.wikidata.org/entity/Q3346192,Nuits de la Citadelle,http://www.nuitsdelacitadelle.fr,,984
http://www.wikidata.org/entity/Q3346202,Nuits musicales du Suquet,,,985
http://www.wikidata.org/entity/Q3349500,Off-Courts,http://www.off-courts.com/,,986
http://www.wikidata.org/entity/Q3354544,opéra d'Automne,,,987
http://www.wikidata.org/entity/Q3355247,Orchestrades universelles,,,988
http://www.wikidata.org/entity/Q3365260,Paris Hip Hop,http://www.paris-hiphop.com,,989
http://www.wikidata.org/entity/Q3365268,Paris International Fantastic Film Festival,http://www.pifff.fr/,,990
http://www.wikidata.org/entity/Q3365360,Pariscience,,,991
http://www.wikidata.org/entity/Q3365985,Paroles et Musiques,https://www.festivalpm.com/,,992
http://www.wikidata.org/entity/Q3373710,Paysages nocturnes,,,993
http://www.wikidata.org/entity/Q3377895,Peñas y Salsa,,,994
http://www.wikidata.org/entity/Q3382187,Piano aux Jacobins,http://www.pianojacobins.com,,995
http://www.wikidata.org/entity/Q3392232,Plein la bobine,,,996
http://www.wikidata.org/entity/Q3399825,Rencontres Trans Musicales,https://www.lestrans.com/,50441,997
http://www.wikidata.org/entity/Q3403700,Printemps de Pérouges,https://www.festival-perouges.org/,,998
http://www.wikidata.org/entity/Q3403706,Printemps des Comédiens,http://www.printempsdescomediens.com,1127,999
http://www.wikidata.org/entity/Q3405169,Festival Polar de Cognac,https://festival-polar-cognac.fr/,,1000
http://www.wikidata.org/entity/Q3406908,Prog'Sud,http://www.progsudfestival.fr/,,1001
http://www.wikidata.org/entity/Q3412744,Quais du polar,https://www.quaisdupolar.com/,4269,1002
http://www.wikidata.org/entity/Q3425138,Rencontre cinéma de Marcigny,http://www.marcynema.org,,1003
http://www.wikidata.org/entity/Q3425157,Rencontres Henri-Langlois,,,1004
http://www.wikidata.org/entity/Q3425158,Rencontres Lyriques de Luchon,http://www.rencontreslyriquesluchon.fr/,,1005
http://www.wikidata.org/entity/Q3425164,Rencontres artistiques de Bel-Air,http://www.rencontresbelair.com,,1006
http://www.wikidata.org/entity/Q3425167,Rencontres baroques rémoises,,,1007
http://www.wikidata.org/entity/Q3425169,Rencontres cinématographiques de Digne-les-Bains,https://rencontrescinedigne.com/,,1008
http://www.wikidata.org/entity/Q3425171,Festival international de violoncelle de Beauvais,,,1009
http://www.wikidata.org/entity/Q3425178,Rencontres du cinéma de montagne,http://www.grenoble-montagne.com/,,1010
http://www.wikidata.org/entity/Q3425179,Rencontres du film documentaire,http://www.tyfilms.fr,,1011
http://www.wikidata.org/entity/Q3425182,Rencontres européennes de l'Adami à Cabourg,,,1012
http://www.wikidata.org/entity/Q3425189,Rencontres internationales de cinéma de Pontarlier,,,1013
http://www.wikidata.org/entity/Q3425196,Rencontres internationales du cinéma de patrimoine de Vincennes,,,1014
http://www.wikidata.org/entity/Q3425268,Rendez-vous du carnet de voyage de Clermont-Ferrand,http://www.rendezvous-carnetdevoyage.com,,1015
http://www.wikidata.org/entity/Q3432514,Rio Loco,https://rio-loco.org/,,1016
http://www.wikidata.org/entity/Q3437694,Rock'n Poche,https://www.rocknpoche.com/,,1017
http://www.wikidata.org/entity/Q3437697,Rock'n Solex,http://www.rocknsolex.fr/,3591,1018
http://www.wikidata.org/entity/Q3437751,Rock Fellah Rock,http://rockfellahrock.org/,,1019
http://www.wikidata.org/entity/Q3440503,Rolling Saône,http://www.rolling-saone.com,,1020
http://www.wikidata.org/entity/Q3445721,Roxy Jam,http://roxy.fr/surf/events/pro-france.html,,1021
http://www.wikidata.org/entity/Q3445729,Roxy Trophy,,,1022
http://www.wikidata.org/entity/Q3470146,Salon du livre d'expression populaire et de critique sociale d'Arras,https://www.coleresdupresent.com,,1023
http://www.wikidata.org/entity/Q3470172,Salon international du dessin de presse et d'humour de Saint-Just-le-Martel,https://centredessinpresse-stjust.com/,,1024
http://www.wikidata.org/entity/Q3478315,Festival des solidarités,https://www.festivaldessolidarites.org,,1025
http://www.wikidata.org/entity/Q3478329,Semaine des cordes pincées,,,1026
http://www.wikidata.org/entity/Q3478332,Semaine du cinéma britannique d'Abbeville,,,1027
http://www.wikidata.org/entity/Q3483814,"Silence, on court !",http://www.silenceoncourt.fr/,,1028
http://www.wikidata.org/entity/Q3488971,Soirées Onslow,http://primavista.free.fr/Quatuor_Prima_Vista/Soirees_Onslow.html,,1029
http://www.wikidata.org/entity/Q3488978,Soirées du cinéma ukrainien,,,1030
http://www.wikidata.org/entity/Q3488979,Soirées lyriques de Gigondas,http://www.soireeslyriquesgigondas.com/,,1031
http://www.wikidata.org/entity/Q3489334,Soleils Bleus,http://www.theatreonyx.com,,1032
http://www.wikidata.org/entity/Q3489464,Solidays,https://www.solidays.org,14100,1033
http://www.wikidata.org/entity/Q3490707,Sons d'hiver,http://www.sonsdhiver.org/,,1034
http://www.wikidata.org/entity/Q3500067,Strasbulles,,,1035
http://www.wikidata.org/entity/Q3501126,Stunfest,http://stunfest.3hitcombo.fr/,6917,1036
http://www.wikidata.org/entity/Q3506617,Swing in Deauville,,,1037
http://www.wikidata.org/entity/Q3506623,Swing sous les étoiles,http://www.swingsouslesetoilesmiribel.com,,1038
http://www.wikidata.org/entity/Q3516911,Techno Parade,http://www.technoparade.fr/,,1039
http://www.wikidata.org/entity/Q3517742,Tempo latino,,,1040
http://www.wikidata.org/entity/Q3518531,Terra di cinema,http://terradicinema.org/,,1041
http://www.wikidata.org/entity/Q35253,carnaval de Nice,http://en.nicecarnaval.com/,,1042
http://www.wikidata.org/entity/Q35312,carnaval de Dunkerque,,,1043
http://www.wikidata.org/entity/Q3533618,Tour de scènes,,,1044
http://www.wikidata.org/entity/Q3536169,Traces de Vies,https://tracesdevies.org/,,1045
http://www.wikidata.org/entity/Q3537761,Transphotographiques,http://www.transphotographiques.com/,,1046
http://www.wikidata.org/entity/Q35383,Carnaval de Paris,,,1047
http://www.wikidata.org/entity/Q35469,carnaval de Limoux,,,1048
http://www.wikidata.org/entity/Q3549120,Un violon sur le sable,http://www.violonsurlesable.com/,,1049
http://www.wikidata.org/entity/Q3552178,Festival Urbaka,,,1050
http://www.wikidata.org/entity/Q3563755,Vues d'en face,http://www.vuesdenface.com,,1051
http://www.wikidata.org/entity/Q3569846,Woodstower,http://woodstower.com,,1052
http://www.wikidata.org/entity/Q3571199,Y Salsa festival,,,1053
http://www.wikidata.org/entity/Q3577526,Éclats de voix,https://www.eclatsdevoix.com/,,1054
http://www.wikidata.org/entity/Q3578993,Écrans de l'aventure,http://la-guilde.org/aventure/festival/,,1055
http://www.wikidata.org/entity/Q3578996,Écrans documentaires,,,1056
http://www.wikidata.org/entity/Q3588172,Émergence,http://www.emergence-cinema.fr/,,1057
http://www.wikidata.org/entity/Q3592537,Étonnants voyageurs,http://www.etonnants-voyageurs.com/,,1058
http://www.wikidata.org/entity/Q3592671,Été musical de Saint-Robert,https://www.festival-saint-robert.com,,1059
http://www.wikidata.org/entity/Q3593427,Île de découvertes,,,1060
http://www.wikidata.org/entity/Q3744025,Messiaen au pays de la Meije,http://www.festival-messiaen.com,,1061
http://www.wikidata.org/entity/Q374895,Semaine de la critique,http://www.semainedelacritique.com/,5690,1062
http://www.wikidata.org/entity/Q386016,Festival du cinéma nordique de Rouen,http://www.festival-cinema-nordique.asso.fr,,1063
http://www.wikidata.org/entity/Q4121415,Carnaval caribéen,,,1064
http://www.wikidata.org/entity/Q4167,Fête des Lumières,https://www.fetedeslumieres.lyon.fr,,1065
http://www.wikidata.org/entity/Q42369,Festival de Cannes,https://www.festival-cannes.com,164000,1066
http://www.wikidata.org/entity/Q43050383,Les fondus du macadam,,,1067
http://www.wikidata.org/entity/Q43056169,Festival Le Grand Bain,,,1068
http://www.wikidata.org/entity/Q4654424,Q4654424,https://www.ashadedviewonfashionfilm.com,,1069
http://www.wikidata.org/entity/Q465682,Festival du court métrage de Clermont-Ferrand,https://clermont-filmfest.org/,13368,1070
http://www.wikidata.org/entity/Q473423,Festival d'Avignon,https://www.festival-avignon.com/,37446,1071
http://www.wikidata.org/entity/Q47484247,Journées nationales du livre et du vin,https://livreetvin.com/,,1072
http://www.wikidata.org/entity/Q47536679,Fête des vendanges de 1909,,,1073
http://www.wikidata.org/entity/Q48010628,Saint-Émilion Jazz Festival,http://www.saint-emilion-jazz-festival.com/,,1074
http://www.wikidata.org/entity/Q48753441,Fête du lac,,,1075
http://www.wikidata.org/entity/Q48754414,Festival des Arcs,https://www.festivaldesarcs.com/,,1076
http://www.wikidata.org/entity/Q48756510,Festival d'humour de Paris,,,1077
http://www.wikidata.org/entity/Q48758377,Les Intergalactiques,http://www.intergalactiques.net/,,1078
http://www.wikidata.org/entity/Q48759415,Hadra Trance Festival,http://www.hadra.net,,1079
http://www.wikidata.org/entity/Q48760073,Africajarc,http://www.africajarc.com,,1080
http://www.wikidata.org/entity/Q509656,Rencontres chorégraphiques internationales de Seine-Saint-Denis,http://www.rencontres-choregraphiques.com/,,1081
http://www.wikidata.org/entity/Q51074342,Festival Canneséries,http://canneseries.com/,,1082
http://www.wikidata.org/entity/Q5221690,Q5221690,,,1083
http://www.wikidata.org/entity/Q530330,Festival Pablo Casals,http://www.prades-festival-casals.com/,,1084
http://www.wikidata.org/entity/Q53905971,Q53905971,https://www.festival-musique-menton.fr/,,1085
http://www.wikidata.org/entity/Q5445762,Q5445762,,,1086
http://www.wikidata.org/entity/Q5445763,Q5445763,,,1087
http://www.wikidata.org/entity/Q5445821,Q5445821,http://www.festivalandco.com,,1088
http://www.wikidata.org/entity/Q5461905,Florissimo,,,1089
http://www.wikidata.org/entity/Q5511683,Fête de la Concorde,,,1090
http://www.wikidata.org/entity/Q55171303,Un Été au Havre,https://www.uneteauhavre.fr/,,1091
http://www.wikidata.org/entity/Q55185385,Anjou Vélo Vintage,https://www.anjou-velo-vintage.com/en/,2559,1092
http://www.wikidata.org/entity/Q55596561,Crussol Festival,https://www.crussolfestival.com/,,1093
http://www.wikidata.org/entity/Q56314215,Festival de Saint-Denis,http://festival-saint-denis.com/fr/home/,,1094
http://www.wikidata.org/entity/Q568219,Festival international du film fantastique de Gérardmer,http://www.gerardmer-fantasticart.com,,1095
http://www.wikidata.org/entity/Q57147893,Q57147893,,,1096
http://www.wikidata.org/entity/Q57400707,Rock Insane,,,1097
http://www.wikidata.org/entity/Q57400776,Nouvelles Scènes,,,1098
http://www.wikidata.org/entity/Q57400790,Festival Relache,,,1099
http://www.wikidata.org/entity/Q57400939,Les Hivernautes,,,1100
http://www.wikidata.org/entity/Q57401215,Festival Invisible,,,1101
http://www.wikidata.org/entity/Q57401370,Rocktambule de Grenoble,http://www.rocktambule.com/,,1102
http://www.wikidata.org/entity/Q57401674,Les Bains Numériques,,,1103
http://www.wikidata.org/entity/Q57401769,Hello Birds Festival,,,1104
http://www.wikidata.org/entity/Q57401902,Demi-Festival,http://demi-festival.fr/,,1105
http://www.wikidata.org/entity/Q57402058,Jazz En Ouche,https://www.jazzenouche.com/,,1106
http://www.wikidata.org/entity/Q57402113,No Logo Festival,https://nologofestival.fr/,,1107
http://www.wikidata.org/entity/Q57402157,Nomade Reggae Festival,,,1108
http://www.wikidata.org/entity/Q57402211,Bagnols Reggae Festival,,,1109
http://www.wikidata.org/entity/Q57403001,RDV de l'Erdre,,5122,1110
http://www.wikidata.org/entity/Q5744011,Herri Urrats,http://www.herriurrats.com,,1111
http://www.wikidata.org/entity/Q57834132,fête-Dieu à Armendarits,,,1112
http://www.wikidata.org/entity/Q58006678,Festival De Danse De Cannes,http://www.festivaldedanse-cannes.com,,1113
http://www.wikidata.org/entity/Q58485719,Festival de Robion,,,1114
http://www.wikidata.org/entity/Q58485729,Grain de sel,https://festivalgraindesel.com/,,1115
http://www.wikidata.org/entity/Q58485737,Radiomeuh Circus Festival,,,1116
http://www.wikidata.org/entity/Q5860920,Q5860920,,,1117
http://www.wikidata.org/entity/Q58898049,festival d'astronomie de Fleurance,https://www.festival-astronomie.fr/,,1118
http://www.wikidata.org/entity/Q591736,Biennale de Paris,http://www.biennaledeparis.org,,1119
http://www.wikidata.org/entity/Q59338346,Q59338346,,,1120
http://www.wikidata.org/entity/Q59785153,Festival Furies,http://www.furies.fr,,1121
http://www.wikidata.org/entity/Q59814090,Super Demain,https://www.superdemain.fr/,,1122
http://www.wikidata.org/entity/Q6036724,Q6036724,http://www.inox-festival.com/,,1123
http://www.wikidata.org/entity/Q61115958,Q61115958,,,1124
http://www.wikidata.org/entity/Q62018228,Festival Ecrans Mixtes,http://festival-em.org/,,1125
http://www.wikidata.org/entity/Q62036162,Francofolies de La Réunion,https://www.francofolies.re/,,1126
http://www.wikidata.org/entity/Q62036188,Rock à La Buse,,,1127
http://www.wikidata.org/entity/Q621422,Festival international de la publicité de Cannes,http://www.canneslions.com/,224357,1128
http://www.wikidata.org/entity/Q62663512,festival du court métrage et du film documentaire,,,1129
http://www.wikidata.org/entity/Q62830847,Museum Week,http://museum-week.org/,231258,1130
http://www.wikidata.org/entity/Q63484859,Festival international du film lesbien et féministe de Paris,https://www.cineffable.fr/,,1131
http://www.wikidata.org/entity/Q6435571,Festival Synthèse de Bourges,,,1132
http://www.wikidata.org/entity/Q64589517,Fête de la Courtoisie,,,1133
http://www.wikidata.org/entity/Q6464317,La Paulée de Meursault,,,1134
http://www.wikidata.org/entity/Q64676651,fête du livre de Renaissance catholique,,,1135
http://www.wikidata.org/entity/Q6506932,Q6506932,https://www.frenchmay.com/,,1136
http://www.wikidata.org/entity/Q65150416,Carnaval Biarnés,https://www.carnaval-biarnes.org/,,1137
http://www.wikidata.org/entity/Q65156880,Festival Même pas peur,https://www.festivalmemepaspeur.com/,,1138
http://www.wikidata.org/entity/Q65163962,Frames Festival,https://framesfestival.fr/,,1139
http://www.wikidata.org/entity/Q65241526,Q65241526,,,1140
http://www.wikidata.org/entity/Q653038,Foire internationale d'art contemporain,https://www.fiac.com/,32398,1141
http://www.wikidata.org/entity/Q66499338,Sylak Open Air,https://www.sylakopenair.com/,,1142
http://www.wikidata.org/entity/Q66686369,Festival international de musique Saint-Georges,http://saintgeorgesfestival.com/,,1143
http://www.wikidata.org/entity/Q67083508,Festival international du dessin de presse de la caricature et de la satire,,,1144
http://www.wikidata.org/entity/Q67205363,Les Z'EXpressives,,,1145
http://www.wikidata.org/entity/Q67303429,Festival de Culture Urbaine à la Castellane,,,1146
http://www.wikidata.org/entity/Q6942694,Q6942694,http://www.musique-cordiale.com/,,1147
http://www.wikidata.org/entity/Q69948511,Réunion Métis,,,1148
http://www.wikidata.org/entity/Q7096573,Q7096573,https://www.azurialopera.com,,1149
http://www.wikidata.org/entity/Q7099146,Opéra de Baugé,http://www.operadebauge.fr,,1150
http://www.wikidata.org/entity/Q71724715,Festival des Vieilles Charrues 2016,,,1151
http://www.wikidata.org/entity/Q72044197,rencontres du cinéma latino-américain,http://www.lesrencontreslatino.org/,,1152
http://www.wikidata.org/entity/Q739451,Groezrock,http://www.groezrock.fr,,1153
http://www.wikidata.org/entity/Q7426825,Saturne Party,,,1154
