precision_sur_statut_edifice,statut_juridique_edifice,id_monument_historique
,propriété de la commune,34263
,propriété privée,34285
,propriété de la commune,34264
,propriété de la commune,34265
,propriété de la commune,36115
,propriété d'une association,34266
,propriété du département,34267
,propriété privée,34268
,propriété de la commune,34269
,propriété de la commune,38444
,propriété de la commune,34270
,propriété privée,34271
,propriété privée,34272
,propriété de la commune,34273
,propriété de la commune,34274
,propriété de l'Etat,34275
,,38453
,,34278
propriété de la commune : temple; portail ; propriété du département : bâtiment abbatial,propriété de la commune ; propriété du département,34279
,propriété de la commune,34276
,propriété privée,38452
,propriété de la commune,34277
,propriété de la commune,38455
,propriété de l'Etat,38425
propriété d'une société privée : villa des Cigales ; propriété d'une personne privée : villa Margot,propriété privée,38426
,propriété de la commune,38449
SCF de Valensolles,propriété d'une société privée,38439
,propriété privée,38445
,propriété de la commune,34280
,propriété privée,34286
,propriété privée,18993
,propriété privée,38477
,propriété de la commune,38480
,propriété privée,18998
,propriété privée,38520
,propriété privée,18997
propriété de la commune : église,propriété de la commune ; propriété privée,18996
,propriété de la commune,18994
,propriété privée ; propriété de la commune,18995
,propriété de la commune,18999
,propriété privée,38483
,propriété de la commune,19000
,propriété privée,35535
,propriété privée,35534
,propriété de la commune,19001
,propriété de la commune,38484
,propriété de la commune,19003
,propriété privée,19004
,propriété de la commune,19005
propriété d'une société civile immobilière : cad. AH 103; cellier ; propriété d'une personne privée : cad. AH 20,propriété d'une société privée ; propriété privée,38472
,propriété privée,19008
,propriété de la commune,19007
,propriété d'une société privée,19006
,propriété privée,36677
,propriété de l'Etat ; propriété de la commune ; propriété d'une société privée ; propriété privée,19009
,propriété privée,19012
,propriété privée,19015
,propriété de la commune,19010
,propriété de la commune,19011
,propriété de la commune,19013
,propriété privée,19014
,propriété de la commune,19016
,propriété privée,19017
,propriété de la commune,19018
,propriété de la commune,19020
,propriété privée,19019
,propriété privée,38530
,propriété de la commune,19021
,propriété d'une société privée,19022
,propriété privée,19023
,propriété privée,19025
,propriété privée,19026
,propriété privée,38478
,propriété de la commune,19027
,propriété de la commune,38540
propriété de la Fondation Furstenberg-Beaumesnil,propriété privée,19028
,propriété privée,38536
,propriété de la commune,19030
,propriété privée,19329
,propriété de la commune,19029
propriété de la commune : cad. AB 33; 34 ; AC 16; 29,propriété de l'Etat ; propriété de la commune,19031
,propriété de la commune,19032
,propriété de la commune,19034
,propriété de la commune,19035
,propriété privée,19037
,propriété privée,19038
,propriété privée,19036
,propriété privée,19039
,propriété privée,19040
,propriété privée,19041
,propriété privée,19042
,propriété de la commune,38543
,propriété de la commune,19033
,propriété de la commune,19043
,propriété de la commune,19045
,propriété privée,19046
,propriété privée,19047
,propriété de la commune,38479
,propriété de la commune,19048
,propriété de la commune,19049
,propriété de la commune,19050
,propriété privée,19051
,propriété de la commune,19053
,propriété privée,38525
,propriété privée,19055
,propriété de la commune,19054
,propriété de la commune,19056
SCI du Plessis-Bouquelon,propriété d'une société privée,38514
,propriété privée,38517
,propriété de la commune,19057
,propriété de la commune,19058
,propriété privée,19060
,propriété de la commune,19059
,propriété privée,38457
propriété de la commune de Breteuil : cad. B 107 ; propriété de la commune de Verneuil : cad. B 108; 110 ; propriété des deux communes : l'ouvrage,propriété de la commune,38501
,propriété privée,19061
,propriété de la commune,19062
,propriété de la commune,19063
,propriété de la commune,38494
,propriété de la commune,38458
,propriété privée,19064
,propriété privée,38539
,propriété de la commune,19065
,propriété privée,19066
,propriété de la commune,19067
,propriété privée,38459
,propriété privée,38509
,propriété de la commune,19070
,propriété privée,38473
,propriété de la commune,19071
,propriété privée,19072
,propriété privée,19073
,propriété privée,19074
,propriété de la commune,38460
,propriété de la commune,38531
,propriété privée,19075
,propriété privée,19076
,propriété privée,36070
,propriété de la commune,19077
,propriété de la commune,19079
,propriété de la commune,19080
,propriété de la commune,19081
propriété de l'hôpital local de Conches-en-Ouche,propriété d'un établissement public communal,38496
,propriété privée ; propriété de la commune,19342
,propriété de la commune,38521
propriété d'une SARL,propriété d'une société privée,38505
,propriété de la commune,38485
,propriété privée,19082
,propriété privée,38461
,propriété privée,19083
,propriété privée,38513
,propriété privée,19084
,propriété privée,38462
,propriété de la commune,19085
,propriété de la commune,19086
,propriété de la commune,19089
,propriété de la commune,19090
SCI du château de Dangu,propriété d'une société privée,38512
,propriété privée,19091
,propriété d'une société privée,19092
,propriété de la commune,19093
,propriété privée,19094
,propriété de la commune,19095
,propriété de la commune,19096
,propriété de la commune,19097
,propriété de la commune,19126
,propriété de la commune,19098
,propriété d'une société privée,38463
,propriété de l'Etat,19099
,propriété de la commune,19100
,propriété privée,38519
,propriété de la commune,19101
,propriété de la commune,38528
,propriété de la commune,19102
,propriété de l'Etat,19103
,propriété de la commune,19110
,propriété de la commune,19108
,propriété privée,38547
,propriété privée,35994
,propriété de la commune,38504
propriété de la commune : église ; propriété de la congrégation des Soeurs de la Providence d'Evreux : cad. BT 50; 51; 335; 338 ; propriété de la Caisse primaire d'assurance maladie de l'Eure : cad. BT 67 à 71,propriété de la commune ; propriété privée,19106
,propriété de la commune,38544
propriété du conseil général : cad. XH 41 ; propriété de la commune : cad. XH 35; 36; 38; XM 14; 71 à 73; 76,propriété privée ; propriété du département ; propriété de la commune,19109
,propriété de l'Etat,19105
,propriété de la commune,19104
,propriété de la commune,19107
,propriété de la commune,38511
,propriété privée,19111
,propriété de la commune,19112
,propriété privée,38529
,propriété de la commune,19113
,propriété de la commune,19117
,propriété de la commune,19115
,propriété privée,19116
,propriété de la commune,19114
,propriété de la commune,19118
,propriété de la commune,19341
,propriété privée,19337
,propriété privée,19119
,propriété de la commune,19121
,propriété privée,19120
,propriété de la commune,19123
,propriété de la commune,19125
,propriété de la commune,19127
,propriété de la commune,19128
propriété de l'Etat : château; cad. Gaillon A 270 à 272; 277; 437; 467 ; 2024 AD 13; 14; 16; 17; 31; 83; 84; 276,propriété de l'Etat ; propriété privée ; propriété de la commune,19129
,propriété privée,19130
propriété de l'établissement public régional de la Basse-Seine : cad. J 758,propriété privée ; propriété d'un établissement public régional,19338
,propriété privée,38523
,propriété de la commune,19132
,propriété de la commune,19134
,propriété de la commune,19336
,propriété de la commune,19133
,propriété privée,38495
,propriété d'une société privée,19135
,propriété de la commune,19136
propriété de l'Institut de France (Académie des Beaux-Arts),propriété privée,19137
,propriété privée,38486
,propriété de la commune,19138
,propriété de la commune,19140
propriété d'une société civile immobilière,propriété d'une société privée,38464
,propriété de la commune,36678
,propriété de la commune,19141
,propriété de la commune,19142
,propriété d'une société privée,19144
,propriété de la commune,19143
,propriété de la commune,19146
propriété du Conseil général de l'Eure,propriété du département,19145
,propriété privée,19147
,propriété de la commune,19149
,propriété privée,19148
,propriété privée,38474
,propriété de la commune,19150
,propriété privée,19152
,propriété de la commune,38493
,propriété privée,19153
,propriété privée,19154
,propriété de la commune,19155
,propriété privée,19156
,propriété de la commune,19157
,propriété de la commune,19158
,propriété de la commune,19159
,propriété de la commune,19160
,propriété privée,19161
,propriété de la commune,19162
,propriété de la commune,19163
,propriété privée,19164
,propriété de la commune,19166
,propriété de la commune,38481
,propriété privée,19168
propriété d'une société civile immobilière,propriété d'une société privée,38497
,propriété de la commune,19169
,propriété de la commune,19170
,propriété privée,19171
,propriété privée,38468
,propriété de la commune,19172
,propriété privée,19175
,propriété de la commune,19173
propriété d'une société civile immobilière,propriété d'une société privée,38502
,propriété privée,19174
,propriété de la commune,38541
,propriété de la commune,35995
,propriété de la commune,19176
,propriété privée,38489
,propriété privée,38503
,propriété privée,19177
,propriété de la commune,19179
,propriété de la commune,19178
,propriété de la commune,38545
,propriété privée,38467
,propriété de la commune,38465
,propriété de la commune,38466
,propriété privée,19180
,propriété de la commune,19181
,propriété privée,38550
,propriété de la commune,19182
,propriété d'une société privée,19340
,propriété de la commune,19183
,propriété de la commune,19184
,propriété de la commune,19185
,propriété de la commune,19186
,propriété de la commune,19187
,propriété privée,19189
,propriété de la commune,19188
,propriété privée,38542
,propriété de la commune,38532
,propriété privée,19190
,propriété privée,38487
,propriété de la commune,38469
propriété de la commune : cad. A 584,propriété de la commune ; propriété privée,38475
,propriété de la commune,19191
,propriété privée,19333
,propriété privée,19192
,propriété privée,19193
,propriété privée,19331
,propriété privée,19194
,propriété de la commune,19068
,propriété de la commune,19195
,propriété de la commune,38526
,propriété privée,36679
,propriété de la commune,38515
,propriété privée,19197
,propriété privée,19198
,propriété privée,19196
,propriété de la commune,19199
,propriété de la commune ; propriété d'un établissement public,38498
,propriété privée,19200
,propriété privée,38499
,propriété de la commune,19201
,propriété de la commune,19202
,propriété de la commune,19203
,propriété de la commune,19204
,propriété de la commune,19205
,propriété de la commune,19206
,propriété de la commune,19207
,propriété privée,19208
,propriété de la commune,38492
,propriété de la commune,38491
,propriété privée,19209
,propriété de la commune,19210
,propriété privée,38537
,propriété de la commune,19211
,propriété de la commune,19212
,propriété privée,38470
,propriété privée,38506
,propriété d'une société privée,19213
,propriété de la commune,19215
,propriété de la commune,19214
,propriété de la commune,19216
,propriété privée,19217
propriété de l'établissement public de la Basse-Seine : cad. AK 231; 232; 423 ; propriété de la commune : cad. AK 421; 422; 439,propriété d'un établissement public régional ; propriété de la commune,38482
,propriété privée,19218
propriété d'une personne privée : tour de Crosne et tour semi-circulaire,propriété de la commune ; propriété privée,19221
,propriété de la commune,19220
,propriété privée,19219
propriété de l'établissement public de la Basse-Seine,propriété d'un établissement public,38507
propriété de la commune : cad. B 1695; 1696 ; propriété privée : cad. B 1697,propriété de la commune ; propriété privée,38508
,propriété privée,19222
,propriété de la commune,19223
propriété d'une société civile immobilière,propriété d'une société privée,38500
,propriété de la commune,19224
,propriété de la commune,19225
,propriété de la commune,19226
,propriété de la commune,19227
,propriété d'un établissement public de l'Etat,38533
,propriété privée,19228
,propriété privée,19229
,propriété privée,19231
,propriété privée,19230
,propriété privée,19232
propriété de la société civile immobilière du château de Bonnemare,propriété d'une société privée,19233
,propriété de la commune,19234
,propriété de la commune,19235
,propriété privée,19236
,propriété privée,19237
,propriété de la commune,19238
,propriété d'une association,19334
,propriété de la commune,19239
,propriété de la commune,19240
,propriété de la commune,19241
,propriété privée,19332
,propriété de la commune,19243
,propriété privée,19242
Propriété d'une société. Société de Fontquernie.,propriété privée,38538
,propriété de la commune,19244
,propriété privée,19343
,propriété de la commune,23486
,propriété de la commune,19245
,propriété de la commune,19296
,propriété de la commune,38527
,propriété privée,19246
,propriété de la commune,19247
,propriété de la commune,19248
,propriété d'un établissement public,19249
,propriété du département,19250
,propriété privée,35996
,propriété de la commune,38471
propriété d'une société privée : Château et communs,propriété d'une société privée ; propriété privée,19252
,propriété d'une société privée,19251
,propriété privée,19253
,propriété privée,38549
,propriété de la commune,19254
,propriété de la commune,38524
,propriété privée,36680
,propriété de la commune,35537
,propriété de la commune,35536
propriété de la SCI Catherine II,propriété d'une société privée,19255
,propriété de la commune,19257
,propriété de la commune,19256
,propriété privée,19258
,propriété privée,19259
,propriété privée,38510
,propriété de la commune,19260
,propriété privée,35539
,propriété privée,35997
,propriété privée,19261
,propriété privée ; propriété d'une association,19262
,propriété privée,19264
,propriété de la commune,19263
,propriété de la commune,19265
,propriété de la commune,38546
,propriété de la commune,19266
,propriété de la commune,19267
,propriété de la commune,19268
,propriété privée,19270
,propriété privée,38516
,propriété de la commune,19269
,,19272
,propriété du département,38534
,propriété de la commune,35538
,propriété de la commune,19273
,propriété de la commune,19274
,propriété de la commune,19275
,propriété de la commune,19276
,propriété privée,19277
,propriété privée,19339
,propriété de la commune,19278
,propriété de la commune,38548
,propriété de la commune,19279
,propriété privée,19280
,propriété privée,38488
,propriété de la commune,19283
,propriété de la commune,19284
,propriété de la commune,19285
,propriété de la commune,19286
propriété de la commune : cad. AB 259,propriété de la commune ; propriété privée,38535
,propriété de la commune,19287
,propriété privée,19288
,propriété privée,38490
,propriété privée,19289
,propriété privée,19291
,propriété de la commune,19292
,propriété de la commune,19293
,propriété d'une société privée,38476
,propriété de la commune,19294
,propriété privée,19295
,propriété de la commune,19297
,propriété privée,19299
,propriété de la commune,19298
,propriété de la commune,19313
,propriété de la commune,19300
,propriété de la commune,19301
,propriété de la commune,19335
,propriété privée,19305
,propriété privée,19306
,propriété privée,19303
,propriété privée,19307
,propriété d'une société privée,19308
,propriété privée,19309
,propriété privée,19310
,propriété privée,19311
,propriété privée,19312
,propriété de la commune,19304
,,19302
,propriété de la commune,19314
,propriété privée,19315
,propriété de la commune,19316
,propriété de la commune,19318
,propriété de la commune,19324
,propriété de la commune,19320
,propriété de la commune,19319
,propriété privée,19317
,propriété du département,19321
,propriété privée,19322
,propriété privée,19323
,propriété de la commune,38522
,,19325
,propriété privée,19326
,propriété de la commune,19327
,propriété de la commune,19328
,propriété d'une société privée,16694
,propriété de l'Etat,16696
,propriété de l'Etat,16695
,propriété privée,16697
,propriété d'une association,16698
,propriété de la commune,35863
,propriété de la commune,16700
,propriété de la commune,16701
,propriété privée,16699
,propriété privée,16702
,propriété d'une société privée,16990
propriété de la commune (XA 18; 20; 21; 23; 25) ; propriété privée (XA 22; 26),propriété privée ; propriété de la commune,16703
,propriété de la commune,16704
,propriété privée,16706
,propriété de la commune,16705
,propriété de la commune,38571
,propriété de la commune,16707
,propriété privée,16709
,propriété de la commune,16708
,propriété privée,35864
,propriété de la commune,16711
,propriété privée,16710
,propriété privée,38569
,propriété de la commune,16712
,propriété privée,16713
,propriété de la commune,35458
,propriété privée,16715
,propriété privée,16714
,propriété de la commune,38576
,propriété privée,16716
,propriété d'une société privée,16993
,propriété de la commune,16717
,propriété de la commune,16718
,propriété privée,16722
,propriété privée,38592
,propriété de la commune,16725
,propriété de la commune,16721
,propriété de la commune,38591
,propriété privée,16723
,propriété privée,16724
,propriété privée,38590
,propriété du département,16719
,propriété de la commune,16720
,propriété privée,38573
propriété de la commune : cad. AA 80 ; AB 84,propriété privée ; propriété de la commune,38578
,propriété de la commune,38579
,propriété privée,16726
,propriété de la commune,16727
,propriété d'une société privée,16729
,propriété privée,16728
,propriété de la commune,38608
,propriété privée,17004
,propriété privée,16731
,propriété de la commune,16730
,propriété privée,16732
,propriété privée,16733
,propriété privée,16734
,propriété de l'Etat,16737
,propriété de la commune,16762
,propriété du département,16736
,propriété de la commune,16738
propriété de la SCI Vinicole : cad. AI 18 (lots 5; 6; 9 et 11) ; propriété privée : cad. AI 18 (lot 4) et 420 (porche) ; propriété de la commune : cad. AI 18 (lots 7 et 10),propriété privée ; propriété de la commune,16748
,propriété privée,16750
,propriété privée,16749
,propriété de la commune,38596
,propriété de la commune,16763
SCI de l'Ancienne Poste,propriété d'une société privée,38568
propriété de l'association diocésaine de Chartres,propriété d'une association diocésaine,38570
,propriété privée,16752
,propriété privée,16755
propriété du centre hospitalier de Chartres,propriété d'un établissement public communal,38584
,propriété de la commune,38595
propriété de l'association diocésaine de Chartres,propriété d'une association diocésaine,38560
,propriété d'une société privée,16742
,propriété de la commune,16745
,propriété privée,16759
,propriété de la commune,38593
,propriété de la commune,38594
,propriété de l'Etat,35865
,propriété privée,16753
,propriété de la commune,16754
,propriété de la commune,16760
,propriété privée,16756
,propriété de la commune,16761
,propriété de la commune,16740
,propriété de la commune,16741
,propriété privée,38552
,propriété de la commune,16743
,propriété privée,38574
,propriété privée,38556
,propriété privée,16758
,propriété d'un établissement public ; propriété du département,16751
propriété d'une personne privée : portail,propriété de la commune ; propriété privée,16739
,propriété de la commune,16747
,propriété de la commune,16746
,propriété de la commune,16735
propriété de la commune : Ancien évêché ; propriété du département : Jardins,propriété de la commune ; propriété du département,16744
,propriété de la commune,16757
,propriété de la commune,16764
,propriété de l'Etat,16765
,propriété d'une société privée,16766
,propriété de l'Etat,16767
,propriété de la commune,16773
,propriété de la commune,16818
,propriété de la commune,16772
,propriété de la commune,16768
,propriété privée,16770
,propriété privée,16771
,propriété de la commune,16769
,propriété de la commune,16810
,propriété de la commune,16775
,propriété privée,16784
,propriété privée,16785
,propriété privée,16786
,propriété privée,16787
,propriété privée,16788
,propriété privée,16789
,propriété privée,16790
,propriété privée,16791
,propriété privée,16792
,propriété privée,16793
,propriété de la commune,16774
,propriété privée,16794
,propriété d'une société privée,16795
,propriété d'une société privée,16796
,propriété d'un établissement public,16797
,propriété d'une société privée,16798
,propriété d'une société privée,16799
,propriété privée,16776
,propriété d'une société privée,16800
,propriété privée,16801
,propriété privée,16802
,propriété privée,16803
,propriété privée,16804
,propriété privée,16805
,propriété d'une société privée,16806
,propriété privée,16807
,propriété privée,16808
,propriété privée,16809
,propriété privée,16777
,propriété privée,16778
,propriété privée,16779
,propriété privée,16780
,propriété privée,16781
,propriété privée,16782
,propriété privée,16783
,propriété d'une société privée,16811
,propriété privée,16812
,propriété privée,16813
,propriété privée,16814
,propriété privée,16815
,propriété privée,16816
,propriété privée,16817
,propriété d'un organisme professionnel,16819
,propriété privée,16820
,propriété privée,16821
,propriété de la commune,16996
,propriété privée,38563
,propriété de la commune,16822
,propriété de la commune,16824
propriété de la commune : cad. AE 62; 63 ; propriété d'une personne privée : cad. AE 65; 66,propriété de la commune ; propriété privée,16823
,propriété d'une association,16825
,propriété privée,16827
,propriété de la commune,16826
,propriété de la commune,38581
,propriété de la commune,38582
,propriété de l'Etat,36458
,propriété privée,16828
,propriété privée,16829
,propriété d'une société privée,16831
propriété d'une société civile immobilière,propriété d'une société privée,16830
,propriété de la commune,16832
,propriété d'un établissement public départemental,35459
,propriété de la commune,16833
,propriété du département,35460
,propriété privée,17000
,propriété privée,17002
,propriété de la commune,16998
,propriété privée,16999
,propriété privée,17001
,propriété privée,17003
,propriété de la commune,16997
,propriété de la commune,16834
,propriété de la commune,16835
,propriété de la commune,16836
,propriété de la commune,16838
,propriété privée,16837
,propriété privée,16839
,propriété privée,16840
propriété d'une société civile immobilière,propriété d'une société privée,36459
,propriété de la commune,16842
,propriété de la commune,38603
,propriété d'une association,16841
,propriété privée,38553
,propriété de la commune,16843
,propriété de la commune,38604
,propriété d'un organisme professionnel,38557
,propriété privée,38558
,propriété privée,38575
,propriété de la commune,38551
,propriété de la commune,16844
,propriété de la commune,16846
,propriété de la commune,16847
,propriété de la commune,16845
,propriété privée,38561
,propriété de la commune,38564
,propriété privée,16848
,propriété de la commune,16852
propriété du conseil général d'Eure-et-Loir,propriété du département,16850
,propriété de la commune,16851
,propriété de la commune,16853
,propriété de la commune,16854
,propriété de la commune,16855
,propriété privée,16858
,propriété d'une société privée,16856
,propriété de la commune,16857
,propriété privée,36460
,propriété privée,16859
,propriété privée,16862
,propriété de la commune,16863
,propriété de la commune,16861
,propriété de la commune,16864
,propriété privée,38585
,propriété privée,38586
,propriété de la commune,38600
,propriété privée,38597
,propriété de la commune,16865
,propriété privée,16866
,propriété privée,16867
,propriété de la commune,16868
,propriété privée,16870
,propriété privée,16869
cédé par bail emphytéotique au conseil général de l'Eure-et-Loir,propriété de la commune,38554
,propriété de la commune,16871
,propriété de la commune,16872
,propriété privée,16874
,propriété privée,16873
,propriété de la commune,38562
,propriété de la commune,16875
,propriété de la commune,16876
,propriété privée,16877
,propriété privée,16878
,propriété de la commune,16879
,propriété du département,16880
,propriété de la commune,16881
,propriété de la commune,38598
,propriété de l'Etat,16882
,propriété privée,16883
,propriété de la commune,16884
,propriété privée,36177
,propriété de la commune,16887
,propriété de la commune,16886
,propriété privée,16885
,propriété privée,38583
,propriété privée,16888
,propriété privée,38601
,propriété privée,16889
,propriété privée,16890
,propriété privée,38599
,propriété de la commune,16893
,propriété privée,16892
,propriété privée,36461
,propriété privée,38559
,propriété de la commune,16894
,propriété de la commune,16895
,propriété de la commune,16896
,propriété de la commune,16897
,propriété de la commune,38580
,propriété de la commune,38606
,propriété de la commune,16898
,propriété de la commune,16899
,propriété de la commune,38607
propriété d'une société civile immobilière,propriété d'une société privée,16991
,propriété privée,38609
,propriété de la commune,16903
,propriété privée,16904
,propriété privée,16902
,propriété privée,16901
,propriété privée,16900
,propriété de la commune,16905
,propriété de la commune,16906
,propriété privée,16907
,propriété privée,16908
,propriété de la commune,16909
,propriété privée,38605
,propriété de la commune,35461
,propriété de la commune,35462
,propriété de la commune,16910
,propriété privée,16913
,propriété privée,16914
,propriété d'une société privée,16911
,propriété privée,16912
,propriété privée,16915
,propriété de la commune,16917
,propriété de la commune,16918
,propriété de la commune,16920
,propriété privée,16921
,propriété privée,16922
,propriété de la commune,16919
,propriété de la commune,35463
,propriété privée,16924
,propriété d'un établissement public communal,16987
,propriété de la commune,16923
,propriété de la commune,16916
,propriété privée,16925
,propriété privée,16988
,propriété privée,16926
,propriété de la commune,38602
,propriété privée,16927
,propriété privée,16928
,propriété privée,16930
,propriété de la commune,16929
,propriété d'une société privée,16992
,propriété de la commune,16931
,propriété de la commune,16932
,propriété privée,16934
,propriété d'une société privée,16933
,propriété de la commune,17005
,propriété privée,16994
,propriété privée,16937
,propriété privée,16936
,propriété de la commune,36462
,propriété de la commune,16860
,propriété de la commune,16938
,propriété de la commune,16939
,propriété de la commune,16940
,propriété de la commune,16941
,propriété privée,16942
,propriété de la commune,16943
,propriété privée,16944
,propriété privée,16945
,propriété de la commune,16946
,propriété d'une société privée,16947
,propriété privée,16891
,propriété privée,38555
,propriété privée,16948
,propriété privée,16950
,propriété de la commune,16949
,propriété de la commune,16951
,propriété de la commune,16989
,propriété de la commune,16952
,propriété de la commune,16953
,,35464
,propriété de la commune,16954
,propriété de la commune,16957
,propriété de la commune,38565
,propriété de la commune,16955
,propriété de la commune,16956
,propriété de la commune,38587
,,16959
,propriété privée,16960
,propriété de l'Etat,16961
,propriété de l'Etat,16962
,propriété de la commune,16958
,propriété privée,16963
,propriété privée,16964
,propriété de la commune,16965
,propriété de la commune,16966
propriété de la commune : cad. AB 17 à 24; 63; 66 ; propriété d'une association : cad. AB 62 ; propriété d'une personne privée : cad. AB 26 à 34; 67 à 70; 336,propriété de la commune ; propriété d'une association ; propriété privée,16967
,propriété privée,16968
,propriété privée,16970
,propriété privée,16971
,propriété privée,16969
,propriété de la commune,16972
,propriété privée,16973
,propriété de la commune,38588
,propriété privée,16974
,propriété de la commune,16975
,propriété de la commune,16976
,propriété privée,38589
,propriété privée,16979
,propriété de la commune,16978
,propriété de la commune,16980
,propriété privée,16981
,propriété de la commune,16982
propriété de la commune : cad. YZ 362 ; propriété du département : cad. YZ 226 ; propriété d'une personne privée : cad. YZ 230; 231 ; SCI Les Peupliers : cad. YZ 227 à 229,propriété de la commune ; propriété du département ; propriété privée,38566
,propriété de la commune,16983
,propriété privée,16985
,propriété de la commune,16984
,propriété d'une association,16986
,propriété de la commune,10507
SCI du Laz,propriété d'une société privée,38658
,propriété de la commune,36524
,propriété de la commune,38716
,propriété de la commune,10508
,propriété d’une association diocésaine,38714
,propriété de la commune,10509
,propriété privée,10510
,propriété privée,10511
,propriété de la commune,10512
,propriété privée,10513
,propriété de la commune,10514
,propriété de la commune,10515
,propriété privée,10516
indivision,propriété privée,38619
,propriété privée,36431
,propriété privée,38610
,propriété de la commune,10517
,propriété privée,10518
,propriété privée,10520
,propriété privée,10521
propriété du conservatoire du littoral et des rivages lacustres,propriété d'un établissement public de l'Etat,10522
,propriété de la commune,10519
,propriété de la commune,10523
,propriété de la commune,10524
,propriété de la commune,10525
,propriété du département ; propriété privée,10526
,propriété de la commune,10527
,propriété privée,11156
,propriété privée,10528
,propriété de la commune,10529
,propriété privée,36525
propriété de la Société archéologique du Finistère,propriété d'une association,36432
,propriété de la commune,10530
,propriété de la commune,38711
,propriété de l'Etat,38672
établissement public à caractère industriel et commercial,propriété publique,38710
,propriété de la commune,38712
American Battle Monuments Commission ; Agence fédérale américaine,propriété d'un Etat étranger,38696
propriété du Centre Hospitalier Régional de Brest,propriété d'un établissement public régional,38620
,propriété privée,36433
,propriété privée,38718
,propriété de la commune,38709
,propriété de l'Etat,10531
,propriété privée,10533
,propriété privée,38652
,propriété de la commune,10534
,propriété de la commune,10532
,propriété de la commune,10535
,propriété de l'Etat,38677
,propriété de l'Etat,10536
,propriété de la commune,10538
,propriété de l'Etat,38681
,propriété de la commune,38611
,propriété de la commune,10539
,propriété de la commune,10537
,propriété de la commune ; propriété privée,10540
,propriété de la commune,10541
,propriété de la commune,10542
,propriété privée,10548
,propriété privée,10549
,propriété de la commune,10545
,propriété privée,10544
,propriété de la commune,10546
,propriété privée,10543
,propriété de la commune,10547
,propriété de la commune,10550
,propriété de la commune,10551
,propriété privée,36434
,propriété de la commune,10552
propriété du conservatoire du littoral et des rivages lacustres,propriété d'un établissement public de l'Etat,10554
propriété de la commune : chemin rural,propriété privée ; propriété de la commune,38648
,propriété de la commune,10553
,propriété privée,38675
,propriété de la commune,10555
,propriété privée,10557
,propriété privée,10558
,propriété privée,10562
,propriété privée,10561
,propriété privée,10560
,propriété privée,10559
,propriété de la commune,10556
propriété du Conservatoire de l'espace littoral et des rivages lacustres,propriété d'un établissement public,10563
,propriété d'une association,10564
,propriété privée,10568
,propriété d'une société privée,10565
,propriété du département,10566
,propriété de la commune,10567
,propriété de la commune,10569
,propriété privée,10570
,propriété de la commune,38667
,propriété privée,10571
,propriété de la commune,10572
,propriété privée,10575
,propriété de la commune,38713
,propriété d'une société privée,10574
,propriété de la commune,10577
,propriété de la commune,10576
,propriété privée,10578
,propriété de la commune,10573
,propriété de la commune,10579
propriété du conservatoire du littoral et des rivages lacustres,propriété d'un établissement public de l'Etat,10580
,propriété de la commune,38682
,propriété de la commune,10581
,propriété privée,10583
,propriété de la commune,10582
,propriété de la commune,10584
,propriété privée,10585
propriété du Conservatoire de l'espace littoral et des rivages lacustres,propriété publique,10586
,propriété privée,38650
,propriété du département,10589
,propriété de la commune,10588
,propriété de la commune,10587
,propriété de la commune ; propriété du département,10590
,propriété de la commune,10591
,propriété de la commune,10592
,propriété privée,10598
,propriété de la commune,10594
,propriété privée,38668
,propriété de la commune,10597
,propriété privée,10593
,propriété de la commune,36435
,propriété de la commune,10595
,propriété de la commune,10596
,propriété de la commune,10599
,propriété de la commune,10600
,propriété privée,10601
,propriété privée,10603
,propriété de la commune,10602
,propriété d'une société privée,10605
,propriété de la commune,10604
,propriété de la commune,10606
,propriété de la commune,10611
,propriété de la commune,10610
,propriété privée,10619
,propriété privée,10616
,propriété privée,10615
,propriété privée,10618
,propriété privée,10613
,propriété privée,10617
,propriété privée,10614
,propriété de la commune,10609
,propriété privée,10612
,propriété privée,10620
,propriété privée,10621
,propriété privée,10623
,propriété d'une société privée,10624
,propriété d'une société privée,10625
,propriété d'une société privée,10633
,propriété d'une société privée,10632
,propriété privée,10626
,propriété privée,10627
,propriété privée,10628
,propriété privée,10631
,propriété privée,10630
,propriété privée,10629
,propriété privée,10622
,propriété privée,10634
,propriété privée,10635
,propriété privée,38612
,propriété privée,38613
,propriété de la commune,10636
,propriété de la commune,10637
,propriété de la commune,10638
,propriété privée,10645
,propriété privée,38685
,propriété privée,10639
,propriété privée,10641
,propriété de la commune,10643
,propriété d'une société privée,10644
,propriété de la commune,10640
,propriété privée,10642
,propriété privée,10647
,propriété d'une société privée,10649
,propriété privée,10650
,propriété privée,10651
,propriété de la commune,10648
,propriété de la commune,10646
,propriété de l'Etat,38674
Ministère de l'écologie; du développement durable et de l'énergie,propriété de l'Etat,38697
,propriété privée,11154
,propriété privée ; propriété de la commune,10652
,propriété de la commune,10653
,propriété privée,10654
,propriété de la commune,10655
,propriété d'une société privée,10656
,propriété de la commune,10657
,propriété de la commune,10659
,propriété de la commune,10658
,propriété de la commune,10660
,propriété de la commune,10661
,propriété de la commune,10662
,propriété de la commune,10663
,propriété privée,10665
,propriété de la commune,10664
,propriété de la commune,10666
,propriété privée,10668
,propriété de la commune,10667
,propriété de la commune,10669
,propriété privée,10671
,propriété de la commune,10670
,propriété d'une société privée,10672
