precision_sur_statut_edifice,statut_juridique_edifice,id_monument_historique
,propriété de la commune,35692
,propriété privée,15755
,propriété privée,15784
,propriété de la commune,15600
,propriété de la commune,15601
SCI du château de La Treyne,propriété d'une société privée,15766
,propriété de la commune,15602
,propriété privée,35693
,propriété de la commune,15603
,propriété de la commune,15604
,propriété privée,15605
,propriété privée,15606
propriété de la commune : Ancien prieuré ; propriété d'une personne privée : Bâtiments constituant l'aile Sud,propriété de la commune ; propriété privée,15607
,propriété privée,15608
,propriété de la commune,40252
,propriété de la commune,15610
,propriété privée,15611
,propriété de la commune,15612
,propriété privée,15785
,propriété privée,40290
,propriété privée,15614
,propriété de la commune,15613
,propriété privée,15615
,propriété privée ; propriété de la commune,15616
,propriété privée,15618
,propriété de la commune,15617
,propriété privée,15623
,propriété privée,15619
,propriété privée,15620
,propriété privée,15622
,propriété privée,15621
,propriété d'une société privée,15767
,propriété privée,15625
,propriété privée,15624
,propriété privée,15627
,propriété privée,15628
,propriété de la commune,15626
,propriété du département,15630
,propriété de la commune,15629
,propriété de la commune,15631
,propriété privée,15786
,propriété de la commune,15776
,propriété de la commune,15632
,propriété de la commune,36620
Propriété de la commune : AY 108; 112; 120; 121; 122 ; propriété privée : AY 123; 125,propriété de la commune ; propriété privée,15633
,propriété de la commune,15635
,propriété de la commune ; propriété privée,15636
,propriété de la commune,35694
,propriété de la commune,15634
,propriété d'une personne privée,15637
,propriété privée,15638
,propriété privée,40242
,propriété privée,40283
,propriété privée,36621
,propriété privée,15639
,propriété de la commune,40262
,propriété privée,15777
,propriété de la commune,15641
,propriété de la commune,15640
,propriété de la commune,15769
,propriété privée,40293
,propriété de la commune,15768
,propriété privée,15643
propriété de la commune : Hôtel de Ville et partie de l'ancien hôtel sur la rue de Senlis ; propriété d'une personne privée : partie de l'ancien hôtel sur la place du Marché et la rue Tournemire,propriété de la commune ; propriété privée,15642
SCI Saint-Hilaire,propriété d'une société privée,40266
,propriété privée,35695
,propriété de la commune,15644
,propriété privée,15647
,propriété d'une société privée,15770
,propriété de la commune,15648
,propriété privée,15649
,propriété privée,40284
,propriété privée,35696
,propriété de la commune,15650
,propriété privée,15651
,propriété privée,15654
,propriété privée,40272
,propriété de la commune,15652
,propriété de la commune,40297
,propriété privée,15653
,propriété privée,15655
,propriété privée,15656
,propriété privée,35700
,propriété privée,40237
,propriété de la commune,15658
,propriété de la commune,15657
,propriété de la commune,15659
,propriété privée,35697
,propriété de la commune,15660
,propriété privée,40247
,propriété de la commune,15661
,propriété de la commune,40308
,propriété privée,15662
,propriété de la commune,15663
,propriété privée,35698
,propriété privée,15664
,propriété privée,15665
,propriété privée,15669
,propriété de la commune,15668
,propriété de la commune,15667
,propriété de l'Etat,15666
,propriété de la commune,15671
,propriété de la commune,15672
,propriété de la commune,40258
,propriété de la commune,15670
,propriété de la commune,15673
,propriété de la commune,15674
,propriété de la commune,40309
,propriété de la commune,15675
,propriété privée,15676
,propriété privée,15677
,propriété privée,15679
,propriété de la commune,15682
,propriété privée,40243
,propriété de la commune,15685
,propriété de la commune,15684
,propriété de la commune,15687
,propriété de la commune,15683
,propriété privée,35980
,propriété de la commune,15678
,propriété de la commune,40256
,propriété privée,15681
,propriété de la commune,15680
,propriété de la commune,15686
,propriété de la commune,15688
commune : cad. AS 105 ; association diocésaine de Cahors : palais abbatial,propriété de la commune ; propriété d'une association diocésaine,40250
,propriété de la commune,15689
,propriété privée,40255
,,15690
,,15692
,,15691
,propriété privée,40294
,propriété privée,15693
,propriété de la commune,15694
,propriété de la commune,15696
,propriété de la commune,15695
,propriété privée,15698
,propriété privée,15697
,propriété de la commune,15699
,propriété privée,15701
,propriété privée,15700
,propriété de la commune,15724
,propriété privée,15704
,propriété privée,15702
,propriété privée,15705
,propriété privée,15703
,propriété privée,15715
,propriété privée,15709
,propriété privée,15714
,propriété privée,15708
,propriété privée,15716
,propriété de la commune,40273
,propriété privée,35699
,propriété de la commune,15706
,propriété privée,15707
,propriété privée,15710
,propriété privée,15711
,propriété privée,15713
,propriété privée,15712
,propriété de la commune,15717
,propriété privée,15718
propriété de la commune : cad. AH 171; 173,propriété privée ; propriété de la commune,40274
,propriété privée,15719
,propriété de la commune,35981
,propriété de la commune,15759
SARL Domaine de Gayfié,propriété d'une société privée,40269
,propriété de l'Etat,15720
,propriété de la commune,15721
,propriété de la commune,15722
,propriété du département,15723
,propriété privée,36832
,propriété privée,15725
,propriété de la commune,15726
,propriété de la commune,15727
,propriété de la commune,15728
,propriété de la commune,15729
,propriété privée,15730
,propriété privée,40277
,propriété privée,15731
,propriété privée,15732
,propriété de la commune,40295
,propriété privée,15733
,propriété privée,15734
,propriété de la commune,15735
,propriété privée,15771
,propriété privée,40248
,propriété de la commune,15736
,propriété privée,36622
,propriété privée,40285
,propriété de la commune,15737
,propriété privée,40306
,propriété de la commune,15738
,propriété de la commune,35702
,propriété privée,15739
,propriété privée,40289
,propriété privée,15740
,propriété privée,15743
,propriété de la commune,15741
,propriété de la commune ; propriété d'une association ; propriété privée,15778
,propriété de la commune,40263
,propriété d'un établissement public,15744
,propriété de la commune,15742
,propriété de la commune,40303
,propriété de la commune,15745
,propriété privée,15772
,propriété privée,40307
,propriété de la commune,15746
,propriété privée,15747
,propriété de la commune,15748
,propriété de la commune,15787
,propriété de la commune,15749
,propriété privée,15750
,propriété de la commune,15751
,propriété privée,15752
,propriété privée,15753
,propriété de la commune,15754
,propriété privée,15756
,propriété de la commune,15757
,propriété privée,15758
,propriété de la commune,15760
,propriété privée,15761
,propriété privée,40261
,propriété de la commune,15762
,propriété privée,15646
,propriété privée,15645
,propriété de l'Etat,5088
,propriété de la commune,5089
,propriété de la commune,5090
,propriété de la commune,5092
,propriété de l'Etat,40369
,propriété privée,5343
,propriété de la commune,40398
,propriété du département,5107
,propriété privée,40365
,propriété de l'Etat,35364
,propriété privée,40354
,propriété privée,5101
,propriété privée,5109
,propriété privée,40366
SCI Molinie,propriété d'une société privée,40367
,propriété privée,5102
,propriété de la commune,5108
,propriété privée,5353
,propriété privée,5099
,propriété de la commune,5091
,propriété privée,5105
,propriété privée,5103
,propriété privée,5096
,propriété de la commune,5104
,propriété privée,40374
,propriété de la commune,5094
,propriété privée,5093
,propriété de la commune,40353
,propriété de l'Etat,5106
,propriété de la commune,5100
,propriété de la commune,5097
,propriété de la commune,5098
,propriété du département,5095
propriété de l'association diocésaine d'Agen,propriété d'une association cultuelle,36359
,propriété privée,5110
,,5111
,propriété privée,5114
,propriété privée ; propriété de la commune,5349
,propriété de la commune,5115
,propriété de la commune,5113
,propriété de la commune,40406
propriété de la commune : Bâtiment principal ; propriété d'une personne privée : Deux pavillons flanquant la cour d'honneur,propriété de la commune ; propriété privée,5112
,propriété privée,5117
,propriété de la commune,5116
SCI du Château de Tombebouc,propriété d'une société privée,40389
,propriété privée,40345
,propriété privée,35366
propriété de la commune : église et cimetière ; propriété d'une personne privée : fontaines,propriété de la commune ; propriété privée,35365
,propriété privée,5118
,propriété de la commune,5119
,propriété de la commune,5120
,propriété de la commune,40420
,propriété de la commune,5121
,,5123
,propriété de la commune,5124
,propriété de la commune,5122
,propriété de la commune,5125
,propriété privée,40379
,propriété privée,5128
,propriété de la commune,5127
,propriété de la commune,5126
,propriété privée,5129
,propriété de la commune,40394
,propriété privée,35367
,propriété privée,5130
,propriété privée,40412
,propriété de la commune,5131
,propriété de la commune,5132
,propriété de la commune,40344
,propriété privée,5133
,propriété de la commune,5134
,propriété de la commune,40312
,propriété de la commune,40395
,propriété de la commune,5135
,propriété de l'Etat,35368
,propriété privée,40349
,propriété de la commune,5136
,propriété de la commune,40375
,propriété privée,5137
,propriété de la commune,40392
,propriété privée,40390
,propriété privée,5138
,propriété de la commune,40313
,propriété de la commune,5139
,propriété de la commune,5140
,propriété de la commune,5141
propriété privée : portique et sol d'assiette,propriété de la commune ; propriété d'une société privée,40347
,propriété privée,5142
propriété de l'Hôpital rural de Casteljaloux,propriété d'un établissement public communal,40346
,propriété de la commune,40399
,propriété d'une société privée,5334
,propriété privée,40314
,propriété privée,40335
,propriété privée,36360
,propriété de la commune,40356
,propriété de la commune,40355
,propriété privée ; propriété de la commune,5344
,propriété de la commune,5143
,propriété de la commune,40415
,propriété de la commune,5144
,propriété de la commune,40400
propriété de l'association diocésaine d'Agen,propriété d'une association cultuelle,40316
propriété de la commune : église ; propriété privée : cad. AB 417; 418,propriété de la commune ; propriété privée,40317
,propriété de la commune,40318
société civile immobilière,propriété d'une société privée,40315
,propriété de la commune,5145
,propriété de la commune,5147
,propriété privée,40396
,propriété de la commune,5146
,propriété privée,5148
,propriété de la commune,5149
,propriété de la commune,5150
,propriété de la commune,40401
,propriété privée,5151
,propriété d'une association,5152
,propriété de la commune,5153
SCI Bazignan,propriété d'une société privée,40386
,propriété privée,5154
,propriété privée,5155
,propriété de la commune,5157
,propriété de la commune,5158
,propriété de la commune,5156
,propriété privée,5159
,propriété de la commune,5161
propriété de la commune : cad. AB 1; 2; 4 à 8; 12 à 17 ; propriété privée : cad. AB 3; 9 à 11; 19 à 21,propriété de la commune ; propriété privée,5160
,propriété privée,5162
,propriété de la commune,5163
,propriété de la commune,5164
,propriété de la commune,5165
,propriété privée,5166
,propriété privée,5167
,propriété privée,5168
,propriété privée,5170
,propriété de la commune,5169
Propriété de la SCI du château de Trenquelleon constituée le 27 décembre 1967.,propriété privée,5171
,propriété de la commune,5172
,propriété privée,5173
,propriété privée,36227
,propriété privée,36228
,propriété de l'Etat,40370
propriété de la commune : cad. D 404; 834,propriété de la commune ; propriété privée,40321
,propriété de la commune,40320
,propriété de la commune,40319
,propriété de la commune,5174
,propriété de la commune,5175
,propriété privée,40322
,propriété privée,5176
,propriété de la commune,5179
,propriété de la commune,5178
,propriété de la commune,5177
,propriété de la commune,5180
,propriété de la commune,5181
,propriété privée,5182
,propriété privée,40423
,propriété de la commune,40417
,propriété privée,5183
propriété de la communauté de communes Fumelois-Lémance,propriété d'un établissement public communal,40350
,propriété de la commune,5184
,propriété privée,35369
,propriété de la commune,5185
,propriété privée,5186
,propriété de la commune,5188
,propriété de la commune,5187
,propriété privée,40341
SCI De Lagarde,propriété d'une société privée,40323
,propriété de la commune,40324
société civile immobilière,propriété d'une société privée,36361
,propriété de la commune,36229
,propriété de la commune,5190
,propriété de la commune,40325
,propriété de la commune,5189
,propriété de la commune,40326
,propriété de la commune,5191
,propriété privée,40384
,propriété de la commune,5192
,propriété privée,40360
,propriété privée,40357
,propriété privée,5193
,propriété privée,5194
,propriété de la commune,40413
,propriété de la commune,5195
,propriété privée,40351
,propriété de la commune,5196
,propriété privée,5197
,propriété de la commune,5198
,propriété de la commune,5199
,propriété de la commune,5319
,propriété de la commune,5200
,propriété de la commune,5201
,propriété de la commune,5202
,propriété de la commune,40421
,propriété privée,5203
,propriété de la commune,5205
,propriété de la commune,5204
,propriété de la commune,36363
,propriété privée,36362
,propriété de la commune,36052
,propriété privée,5206
,propriété de la commune,40397
,propriété de la commune,40393
,propriété privée,5207
,propriété de la commune,5210
,propriété de la commune,5209
,propriété privée,5211
,propriété privée,5208
,propriété privée,5212
,propriété de la commune,40376
,propriété privée,5213
,propriété privée,5214
,propriété de la commune,5216
,propriété de la commune,5221
,propriété de la commune,40402
,propriété de la commune,5215
,propriété de la commune,40419
,propriété de la commune,5217
,propriété d'une société privée,5218
,propriété d'un établissement public,5219
,propriété de la commune,5220
propriété de la commune : église ; propriété privée : chapelle,propriété de la commune ; propriété privée,35841
,propriété privée,40342
,propriété privée,5345
,propriété de la commune,40327
,propriété privée,5350
,propriété de la commune,5222
,propriété de la commune,40352
,propriété de la commune,40403
,propriété de la commune,5223
,propriété de la commune,5224
,propriété privée,40380
,propriété de la commune,5225
,propriété privée,5228
,propriété de la commune,35842
,propriété privée,5227
,propriété d'une association,5226
,propriété privée,5229
,propriété privée,5233
,propriété de la commune,36366
,propriété de la commune,5230
,propriété privée,5232
,propriété privée,5231
,propriété privée,5234
propriété d'une personne privée : cad. AI 577; 324,propriété de la commune ; propriété privée,5236
,propriété de la commune,5235
,propriété de la commune,5237
,propriété de la commune,5238
,propriété privée,5346
,propriété de la commune,40337
,propriété de la commune,40336
,propriété de la commune,5239
,propriété privée,5240
,propriété privée,5241
SCI 5 SUR TOI,propriété d'une société privée,40383
,propriété de la commune,5242
,propriété de la commune,5243
,propriété de la commune,40338
,propriété privée,5244
,propriété privée,35370
,propriété privée,5246
propriété d'une personne privée : cad. V 161p,propriété de la commune ; propriété privée,40378
,propriété de la commune,5252
,propriété de la commune,5253
,propriété de la commune ; propriété privée,5249
,propriété de la commune,40416
,propriété privée,5251
,propriété privée,5335
,propriété de la commune,5247
propriété d'un syndicat intercommunal à vocation unique,propriété de la commune,5250
,propriété de la commune,40387
,propriété de la commune,5337
,propriété privée,5336
,propriété de la commune,5245
propriété de la commune : cad AC 997; 1000,propriété de la commune ; propriété privée,5248
,,40371
,propriété de la commune,40361
,propriété de la commune,5254
,propriété de la commune,35843
,propriété privée,5342
,propriété de la commune,5255
,propriété privée,5256
,propriété privée,5257
,propriété privée,5258
,propriété privée,40362
,propriété de la commune,5259
,propriété de la commune,5260
,propriété de la commune,5261
,propriété privée,5262
,propriété de la commune,5263
,propriété de la commune,5264
,propriété de la commune,5265
,propriété privée,40385
,propriété privée,40373
,propriété de la commune,5266
,propriété de la commune,5267
propriété de l'Académie des Sciences; Lettres et Arts d'Agen : église ; propriété de la commune : cimetière,propriété d'une association ; propriété de la commune,36053
,propriété de la commune,5268
,propriété privée,5352
,propriété privée,5269
,propriété de la commune,40329
société civile immobilière - SCI du château du Sendat,propriété d'une société privée,40328
,propriété privée,5347
,propriété de la commune,5330
,propriété de la commune,5270
,propriété privée,40363
,propriété de la commune,5271
,propriété privée,5272
,propriété publique,40410
,propriété de la commune,5273
,propriété de la commune,5274
,propriété de la commune,5275
,propriété de la commune,5276
,propriété de la commune,5277
,propriété de la commune,5278
,propriété de la commune,5279
,propriété de la commune,5280
,propriété de la commune,5281
,propriété privée,5282
,propriété de la commune,5284
,propriété de la commune,5283
,propriété privée,40407
,propriété de la commune,40391
,propriété de la commune ; propriété privée,40411
,propriété de la commune,5286
,propriété de la commune,5285
,propriété privée,5287
,propriété de la commune,40358
propriété de la commune : Restes de l'abbaye ; propriété d'une personne privée : Cloître,propriété de la commune ; propriété privée,5288
,propriété privée,5351
,propriété de la commune,5289
,propriété de la commune,40343
,propriété de la commune,40404
,propriété de la commune,5290
,propriété privée,5338
,propriété de la commune,5291
,propriété de la commune,5340
,propriété privée,5339
,propriété privée,5341
,propriété de la commune,5292
,propriété privée,5294
,propriété de la commune,5293
Groupement foncier agricole,propriété d'une société privée,35844
,propriété de la commune,5295
,propriété de la commune,5296
,propriété privée,5297
,propriété de la commune,40408
,propriété privée,40381
,propriété privée,40368
,propriété de la commune,5298
,propriété de la commune,5299
,propriété privée,40382
propriété d'une personne privée : château ; propriété de la société civile de la ville : fossé,propriété privée ; propriété d'une société privée,5300
,propriété de la commune,5303
,propriété de la commune,5302
,propriété de la commune,5301
,propriété de la commune,40405
,propriété privée,40418
,propriété de la commune,5304
,propriété privée,5348
,propriété de la commune,5305
,propriété de la commune,40348
,propriété de la commune,5306
,propriété privée,5307
,propriété de la commune,5308
,propriété de la commune,40340
,propriété privée,5309
,propriété privée,40422
,propriété privée,40331
,propriété privée,40330
,propriété privée,40364
,propriété de la commune,35845
,propriété de la commune,5310
,propriété de la commune,5311
,propriété privée,5312
,propriété privée,5314
,propriété d'une société privée,5313
,propriété privée,5315
,propriété privée,40332
société privée : cad. AH 74 ; personne privée : cad. AH 73,propriété d'une société privée ; propriété privée,40333
,propriété d'une société privée,40339
,propriété de la commune,5317
,,40372
,propriété de la commune,5316
,,5318
,propriété de la commune,5320
,propriété privée,5322
,propriété privée,5321
,propriété privée,40359
,propriété de la commune,40409
,propriété de la commune,5326
,propriété de l'Etat,40334
propriété du ministère chargé de la culture (direction du patrimoine) : tour romaine ; propriété de la commune : cad. HP 61; 266 ; IK 559 ; propriété d'une personne privée : cad. HP 304,propriété de l'Etat ; propriété de la commune ; propriété privée,5328
,propriété de la commune,5327
,propriété de la commune,5323
,propriété de la commune,36230
,propriété privée,5324
,propriété privée,5325
,propriété de la commune,40388
,propriété d'un établissement public,40377
,propriété de la commune,40414
,propriété de la commune,5329
,propriété de la commune,5331
,propriété d'une association,5332
SC Domaine du château de Xaintrailles,propriété d'une société privée,5333
,propriété d'une société privée,23165
,propriété de la commune,23166
,propriété privée,23167
,propriété de la commune,23168
,propriété de la commune,23169
,propriété privée,23268
,propriété de la commune,23269
,propriété privée,23170
,propriété de la commune,23171
,propriété de la commune ; propriété privée,40445
,propriété de la commune,23172
,propriété de la commune,23173
,propriété de la commune,23320
,propriété privée,23317
,propriété privée,40426
,propriété de la commune,23176
,propriété de la commune,23319
,propriété de la commune,23321
,propriété de la commune,23177
,propriété de la commune,23178
,propriété de la commune,23179
,propriété privée,23180
,propriété privée,23181
,propriété de la commune,23182
,propriété de la commune,23183
,propriété de la commune,35597
,propriété privée,40451
,propriété privée,23184
,propriété privée,23185
,propriété privée,23186
,propriété privée,23187
,propriété de la commune,35598
,propriété de la commune,23188
,propriété de la commune,40448
,propriété de la commune,23189
,propriété de la commune,23190
,propriété de la commune,23191
,propriété de la commune,40449
,propriété privée,23193
,propriété de la commune,23194
,propriété privée,40433
,propriété d'une association,23195
,propriété de la commune,23196
,propriété privée,23197
,propriété privée,23199
,propriété de la commune,23200
,propriété de la commune,40432
,propriété privée,36256
,propriété de la commune,23201
,propriété d'une association,23202
,propriété privée,40453
propriété de la commune : vestiges de la cité de Gabalium ; propriété d'une société privée : vestiges de la ville antique de Javols,propriété de la commune ; propriété d'une société privée,23203
,propriété de la commune,23205
,propriété de la commune,23204
,propriété de la commune,35920
,propriété de la commune,40446
,propriété d'une association,23207
,propriété de la commune,23206
,propriété de l'Etat,23209
,propriété de la commune,23208
,propriété privée,23210
,propriété de la commune,23211
,propriété de la commune,23212
,propriété privée,40428
propriété privée : propriété des habitants de la commune,propriété privée ; propriété privée,23314
,propriété privée,23213
,propriété de la commune,23214
,propriété de la commune,23215
,propriété de la commune,23216
,propriété privée,23221
,propriété de la commune ; propriété privée,23224
,propriété privée,23220
,propriété de la commune,23223
,propriété privée,23222
,propriété privée,23217
,propriété privée,23219
,propriété privée,23218
,propriété privée,40437
,propriété de la commune,23225
,propriété privée,23228
,propriété privée,23229
,propriété privée,23230
,propriété privée,23313
,propriété de la commune,23226
,propriété de la commune,40434
,propriété privée,23227
,propriété privée,40424
,propriété de la commune,40450
,propriété privée,36562
,propriété de la commune,23253
,propriété de la commune,23257
,propriété de l'Etat,23232
,propriété de la commune,40441
,propriété de la commune,23238
,propriété de la commune,40440
,propriété de la commune,23240
,propriété de la commune ; propriété privée,23242
,propriété de la commune,40442
,propriété privée,23241
,propriété privée,23243
,propriété privée,23244
,propriété de la commune,23237
,propriété d'une société privée,23233
,propriété de la commune,23235
,propriété privée,23251
,propriété privée,23245
,propriété privée,23246
,propriété privée,23252
,propriété privée,23247
,propriété privée,23234
,propriété de la commune,23256
propriété de la commune : cad. AS 269; 367p ; propriété d'une société civile immobilière : cad. AS 426; 427,propriété privée ; propriété de la commune ; propriété d'une société privée,40425
,propriété du département,23254
,propriété de la commune,23239
,propriété privée,23248
,propriété privée,23249
,propriété privée,23255
,propriété privée,23250
,propriété de la commune,23236
,propriété d'une société privée,23258
association cultuelle de l'église réformée de Meyrueis,propriété d'une association cultuelle,40436
,propriété de la commune,40438
,propriété privée,40452
,propriété privée,23259
,propriété de la commune,23260
SCI Le Mazel,propriété d'une société privée,40443
bail emphytéotique de 99 ans entre propriétaire et commune par acte du 15 novembre 1987,propriété privée,40439
,propriété de la commune,23262
,propriété de la commune,23261
,propriété de la commune,23263
,propriété d'une société privée,23264
,propriété de la commune,23265
,propriété privée,23266
,propriété de la commune,23267
,propriété du département,23270
,propriété privée,23271
,propriété de la commune,23272
,propriété d'un établissement public ; propriété d'une association,23273
,propriété de la commune,23274
,propriété privée,23275
,propriété privée,23279
,propriété de la commune,23277
,propriété de la commune,23276
,propriété privée,23278
,propriété privée,23280
mis à disposition de la communauté de communes des Terres d'Apcher,propriété de la commune,23282
,propriété de la commune,23281
,propriété de la commune,23284
,propriété de la commune,23283
,propriété privée,40427
,propriété de la commune,23285
,propriété de la commune,23287
,propriété de l'établissement public de santé mentale de la Lozère,23286
,propriété d'une association,40429
,propriété de la commune,23289
,propriété privée,23288
propriété du ministère chargé de l'équipement et du logement,propriété de l'Etat,23290
,propriété de la commune,23291
,propriété de la commune,40447
,propriété privée,23231
,propriété de la commune,23292
,propriété de la commune,23293
SCI Gourraud,propriété d'une société privée,23294
,propriété de la commune,23295
,propriété privée,23299
,propriété privée,23296
,propriété de la commune,23298
,propriété de la commune,23297
,propriété de la commune ; propriété privée,23318
,propriété de la commune,23300
,propriété privée,40435
,propriété de la commune,23301
,propriété de la commune,23302
,propriété privée,40430
,propriété de la commune,23303
,propriété de la commune,23304
,propriété de la commune,23305
,propriété privée,23306
,propriété de la commune,23308
,propriété de la commune,23309
,propriété de la commune,23310
société civile immobilière,propriété d'une société privée,36563
,propriété de la commune,23312
,propriété de la commune,23311
,propriété privée,40431
,propriété privée,23315
propriété d'une personne privée : cad. D 285; 286; 288 ; propriété de la commune : cad. D 289; 418,propriété privée ; propriété de la commune,40444
,propriété privée,35599
,propriété privée,27799
,propriété privée,36683
,propriété privée,27800
,propriété de la commune,27807
,propriété de l'Etat,27810
,propriété d'une société privée,27811
,propriété de la commune,27813
,propriété privée,27816
,propriété du département,27817
,propriété de la commune,27826
,propriété de la commune,27834
,propriété privée,27878
,propriété privée,27881
,propriété de la commune,27883
,propriété de la commune,27823
,propriété d'une association,27879
,propriété de l'Etat,27815
Société d'équipement du département du Maine-et-Loire : cad. AI 93 ; SA Compagnie financière et industrielle des Autoroutes (COFIROUTE) : cad. AI 94,propriété d'une société privée ; propriété de l'Etat,40484
propriété de l'association du Colombier,propriété d'une association,40516
propriété du CHU d'Angers,propriété d'un établissement public,27839
,propriété de la commune,27880
,propriété privée,40466
,propriété de la commune,27825
,propriété de la commune,27854
,propriété privée,27840
,propriété privée,27855
,propriété privée,27856
,propriété privée,27857
,propriété privée,27858
,propriété privée,27859
,,27838
,propriété privée,28307
,propriété de la commune,27833
,propriété privée,27827
,propriété privée,27830
,propriété de la commune,27814
,propriété privée,27861
,propriété privée,27853
,propriété privée,27829
,propriété d'une société privée,27846
,propriété privée,27828
,propriété privée,27818
,propriété privée,27832
,propriété privée,27862
,propriété de la commune,27863
,propriété de la commune,27864
,propriété privée,27865
,propriété privée,27866
,propriété d'une société privée,27847
,propriété d'une société privée,27819
,propriété de la commune,40500
propriété d'une personne privée : cad. BR 140; 141 ; copropriété : cad. BR 142,propriété privée,40481
,propriété privée,27867
,propriété privée,27848
,propriété du département,36007
,propriété privée,27868
,propriété privée,27849
,propriété privée,27877
en bail avec l'association diocésaine d'Angers jusqu'en 2027,propriété de l'Etat,27824
,propriété d'une société privée,27869
,propriété d'une société privée,27870
,propriété privée,27871
,propriété de l'Etat,40460
,propriété privée,27872
,propriété privée,27812
,propriété de la commune,40465
,propriété d'une société privée,35730
,,27873
,propriété privée,27820
,propriété privée,40485
,propriété de la commune,27836
Copropriété de deux associations,propriété d'une association,36005
,propriété privée,27809
,propriété privée,27850
,propriété privée,27851
,propriété privée,27874
,propriété de la commune,28306
,propriété privée,27875
,propriété de la commune,40505
,propriété d'une association,27882
,propriété de la commune,27821
,propriété privée,27876
copropriété : cad. DH 114 ; SCI de l'hôtel de Thévalle : cad. DH 115; 720p ; SCI Carpe Diem : cad. DH 777p; 778 ; personne privée : cad. DH 117; 777p; 779; 720p,propriété privée,27837
,propriété de la commune,27860
,propriété privée,27841
,propriété privée,27842
,propriété privée,27843
,propriété privée,27844
,propriété de la commune,27808
,propriété de la commune,27835
,propriété de la commune,27831
,propriété de la commune,27852
,propriété de la commune,36684
propriété de la commune : église abbatiale ; propriété de l'état : bâtiments abbatiaux,propriété de la commune ; propriété de l'Etat,27804
propriété de la commune : Tour Saint-Aubin ; propriété du département : cad. DH 805 ; propriété privée (copropriété) : cad. DH 806,propriété du département ; propriété de la commune ; propriété privée,27805
,propriété de la commune,27822
,propriété de la commune,27845
propriété d'une association : ancienne abbaye ; propriété du département : tour des cloches et magasin conventuel ; propriété de la maison de retraite Saint-Nicolas d'Angers : logis abbatial,propriété d'une association ; propriété du département ; propriété d'un établissement public,27806
,propriété privée,27885
,propriété privée,27884
,propriété privée,40501
,propriété privée,40511
,propriété privée,27886
,propriété privée,27887
,propriété privée,27888
,propriété privée,28290
,propriété de la commune,27889
,propriété privée ; propriété de la commune,27890
,propriété de la commune,28291
,propriété privée,27891
,,27892
,propriété d'une société privée,27893
,propriété privée,27894
,propriété de la commune,27895
,propriété de la commune,27896
,propriété de la commune,27898
Propriété des Hospices de Baugé,propriété de la commune,28282
,propriété privée,35731
propriété de la commune : cad. AB 81; 354 ; propriété privée : cad. AB 86,propriété de la commune ; propriété privée,40461
,propriété privée,28302
,propriété privée,28308
,propriété privée,27897
,propriété de la commune,27899
,propriété privée,27902
,propriété de la commune,27901
,propriété de la commune ; propriété d'une association,27900
,propriété privée,27904
,propriété de la commune,27903
,propriété privée,27905
,propriété privée,28048
,propriété de la commune,40496
,propriété privée,27907
,propriété privée,40493
,propriété privée,27908
,propriété privée,27909
,propriété privée,27910
,,27912
,propriété de la commune,27911
,propriété de la commune,27913
,propriété de la commune,27914
,propriété de la commune,27917
,propriété privée,28283
,propriété privée,36685
,propriété privée,28292
,propriété privée,27922
,propriété de la commune,40507
,propriété privée,35733
,propriété de la commune,27923
,propriété privée,27928
,propriété privée,27930
,propriété de la commune,27929
,propriété privée,40475
,propriété privée,28303
,propriété privée,27931
,propriété de la commune,27932
,propriété privée,27933
,propriété privée,27934
,propriété privée,40454
,propriété de la commune,27935
,propriété privée,40512
,propriété privée,27936
,propriété de la commune,27937
,propriété privée,27939
,propriété de la commune,27938
,propriété privée,28284
,propriété privée,40536
,propriété privée,27943
propriété de la commune : cad. AB 418; 118; 443 ; D 683 ; E 537,propriété privée ; propriété de la commune,27940
,propriété privée,27941
,propriété de la commune,27942
,propriété privée,27944
,propriété privée,27945
,propriété privée,40502
,propriété privée,27946
,propriété de la commune,27948
,propriété de la commune,27947
,propriété privée,40522
,propriété privée,27950
,propriété privée,27951
,propriété privée,27949
SCI du Château du Pin,propriété d'une société privée,40523
,propriété privée,27952
,propriété privée,28304
,propriété de la commune,27955
propriété de la commune : cad. AB 66 ; AD 25; 26,propriété privée ; propriété de la commune,40517
,propriété privée,27953
,propriété de la commune,27954
,propriété privée,27957
,propriété privée,27958
,propriété privée,27959
,propriété privée,40503
,propriété privée,27960
,propriété de la commune,40476
,propriété de la commune,27963
,propriété privée,27964
,propriété de la commune,40537
,propriété de la commune,40499
,propriété privée,36686
,propriété privée,27966
,propriété de la commune,27967
,propriété de la commune,27968
,,27969
,propriété de la commune,36265
propriété d'une personne privée : cad. AD 140,propriété de la commune ; propriété privée,40524
,propriété privée,40529
,propriété de la commune,40498
,propriété privée,27976
,propriété de la commune,27975
,propriété privée,27977
,propriété privée,27978
,propriété de la commune,40469
,propriété d'une association,28285
,propriété privée,27979
,propriété privée,27980
,propriété privée,27981
,propriété privée,27983
,propriété privée,27984
,propriété de la commune,27982
,propriété privée,27985
,propriété privée,27986
groupement foncier forestier de la Masselère : cad. B 281,propriété privée ; propriété d'une société privée,40506
,propriété privée,27989
,propriété privée,27988
,propriété privée,27990
,propriété privée,28293
,propriété de la commune,27991
,propriété privée,27993
,propriété d'une association,27992
,propriété de la commune,27995
,propriété privée,28294
