auteur_edifice,personne_liee_a_edifice,id_monument_historique
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4426
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4444
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4445
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4446
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4427
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4428
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4429
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4430
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4431
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4432
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4433
,,36346
,,39308
Abadie Paul (architecte),,39273
Chalifour Jean (architecte),,39200
,,39242
Combes (maître de l'oeuvre),,4448
,,4449
,,4450
,,4451
,,4447
Francin (sculpteur);Mitivier (sculpteur);Riot (sculpteur);Lefèvre Laurent (sculpteur),,4257
,,4233
,,39182
,,39275
Francin (sculpteur);Portier (architecte),,4529
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4452
,,35357
,,4252
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4453
,,4454
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4455
,,4456
,,4263
Gabriel Jacques (architecte);Gabriel Ange-Jacques (architecte),,4457
,,39328
Dufart Jean-Baptiste (architecte);Durand Charles (maître de l'oeuvre),,4251
,,36348
,,39276
,,4329
,,4269
Portier Nicolas (maître de l'oeuvre);Burguet Charles (maître de l'oeuvre),,4225
Léglise Pierre (maître de l'oeuvre),,4258
"Etienne Joseph (ingénieur, architecte);Bonfin (architecte);Cabirol Barthélémy (sculpteur);Lacour (peintre)",,4214
Welles Jacques d';(architecte);Garlin (ferronnier);Dupas Jean (peintre);Pillot Marco (maître de l'oeuvre);Buzon Camille de (décorateur);Carverne Jean-André (décorateur);Bégaud Albert (décorateur);Roganeau François-Maurice (décorateur),,4215
,,4255
,,4236
Louis Victor (architecte),,4245
Durand Gabriel-Joseph (maître de l'oeuvre),,4242
Madeline Louis (architecte);Francin Claude (sculpteur),,4224
Louis Victor (architecte);Combes (architecte départemental);Thiac (architecte départemental);Labbé (architecte départemental);Valleton (architecte départemental),,4265
Papon Nicolas (architecte),,4262
Lhote (maître de l'oeuvre),,4247
,,4293
,,4241
,,39131
,,4537
,,4541
,,4542
,,4543
,,4538
,,4540
,,4539
Lhote François (architecte),,4544
Duprat Bertrand-Alfred (architecte);Duprat Cyprien-Alfred (architecte),,39112
,,4545
Courau Pierre-Paul (architecte);Villiet Joseph (maître-verrier);Ricaud (peintre),,39312
,,4547
,,4548
,,4549
,,4550
,,4551
,,39305
,,4552
,,4553
,,4554
,,4928
,,39205
,,4558
,,4557
Labbé (architecte),,4555
,,4556
,,4559
,,4560
,,39113
,,39126
,,4561
,,4562
Monpontet René (architecte),,4958
,,4563
,,4564
,,4565
,,39210
,"Médicis, Catherine de (personnage célèbre);Henri IV (personnage célèbre)",4929
,,4566
,,4568
,,4567
,,39150
,,4569
,,4570
,,4571
,,36349
,,39179
,,4572
,,4573
Baltard Victor (architecte),"Haussmann Georges Eugène, baron (habitant célèbre)",4574
,,4575
,,39132
,,4576
,,4577
,,4578
,,4579
,,4580
,,4581
,,39114
,,4582
,,4584
,,4583
,,4585
,,4586
,,4587
,,4588
,,4589
,,39232
Vauban Sébastien Le Prestre de;marquis (ingénieur militaire),,4590
,,4591
,,4592
,,4593
,,4594
,,4595
Déchin Jules (sculpteur),,39249
,,4596
,,4597
,,39106
,,4598
,,39238
,,39160
Dufour (fabricant),,39185
,,4599
,,4964
,,4600
,,39115
Roux Martial (maître de l'oeuvre),,4601
,,39172
,,4930
,,39310
,,39206
Alaux (architecte);Cabanne (sculpteur);Ricaud (peintre);Villiet (peintre-verrier);Jabouin (décorateur),,39116
Fischer (architecte paysagiste),,39107
Koolhaas Rem (architecte),,39142
,,4602
,,39117
,,4603
,,4604
,,4605
,,4606
,,4607
,,4608
,,4609
,,4610
,,4611
,,4612
,,39258
,,4613
,,4614
,,39207
,,4931
,,39133
,,39118
,,4616
,,4615
,,39119
,,4972
,,4617
,,4618
,,39234
,,39233
Louis Victor (architecte),,4619
,,4620
,,4621
,,4622
,,39078
,,4623
,,4625
,,4624
,,4626
,,4627
,,39186
,,4628
,,4630
Louis Victor (architecte),,4629
,,36350
,,4631
,,4632
Bühler Eugène (architecte paysagiste),,39220
Abadie (architecte),Montesquieu Charles de Secondat (habitant célèbre),4546
Alaux Gustave (architecte),,39091
,,4633
,,4634
,,4636
,,39304
,,39108
,,4638
,,4637
,,39079
,,4639
,,4963
,,4640
,,4641
,,4642
,,39095
Lamire André (architecte),,39139
Duphot Henri (architecte);Courau Léo (architecte),,39165
,,39109
,,4643
,,39144
,,4971
,,4644
,,39187
Lesca Léon (entrepreneur);Ormières J.E. (architecte),,39180
Salier Yves;agence d;architecture,,39281
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Jeanneret Pierre (architecte),Frugès Henry (maître d'ouvrage),4932
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Jeanneret Pierre (architecte),Frugès Henry (maître d'ouvrage),4933
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Jeanneret Pierre (architecte),Frugès Henry (maître d'ouvrage),4934
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Jeanneret Pierre (architecte),Frugès Henry (maître d'ouvrage),4935
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Jeanneret Pierre (architecte),Frugès Henry (maître d'ouvrage),4936
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Jeanneret Pierre (architecte),Frugès Henry (maître d'ouvrage),4937
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Jeanneret Pierre (architecte),Frugès Henry (maître d'ouvrage),4938
,,4645
,,4646
,,39259
,,4647
Lhote François (architecte);Lonsing (peintre);Lacour Pierre (peintre),,4939
,,39201
,,4648
,,4649
,,4650
,,4651
,,39080
,,4653
,,4655
,,39243
Moreau Henri-Jean (sculpteur),,39250
,,4652
Gautier (architecte),,36351
,"Mazarin Jules, cardinal (personnage célèbre)",4654
Jabouin (décorateur),,39085
,,39081
,,4656
,,4657
,,4658
,,4660
,,4959
,,4659
Salier Yves (architecte);Courtois Adrien (architecte);Lajus Pierre (architecte);Sadirac Michel (architecte);Chantiers diocésains de Bordeaux (maître d'ouvrage),,39110
,,4661
,Chollet (personnage célèbre),4954
,,4662
,,35359
,,39221
,,4664
,,4663
,,4665
,,39222
,,39244
,,35835
,,4666
,,4667
,,4668
,,39260
,,4669
Lhote François (architecte),,35360
,,4670
,,4671
,,4672
Combes (maître de l'oeuvre),,4673
Garros M.L. (architecte);Le Breton G. (architecte),,39223
,,4674
,,4675
,"Montesquieu Charles de Secondat, baron de (habitant célèbre)",4940
,,4676
,,4677
,,35361
,,4678
,,4679
,,4680
,,4681
Viollet-le-Duc Eugène Emmanuel (architecte);Duthoit Edmond (architecte),,4682
,,39140
,,4686
,,4687
,,39202
,,4683
Dufart (maître de l'oeuvre);Gonzalez Antonio (peintre),,4684
,,4685
Lafargue Jules (maître de l'oeuvre);Lafargue Paul (maître de l'oeuvre);Le Breton (architecte paysagiste);Boidron (peintre),,4965
,,4688
,,4691
Hosteing (architecte),,4692
,,4693
Faget Marius (architecte);Valleton Jean-Jacques (architecte),,39212
Roy (ferronnier),,39211
,,4969
,,4694
,,4695
,,4697
,,4696
,,4698
,,4699
,,4700
,,39120
,,4701
,,4702
,,4703
,,39121
,,39272
,,4704
,,4705
,,4706
,,4707
,,39154
,,4708
,,4709
,,4710
Garros Louis (architecte),,39099
,,4941
,,36050
,,4711
Bontemps Auguste (architecte),,39261
Ladebat Jacques Alexandre de (auteur commanditaire),,4714
,,39315
,,39318
,,39302
,,39316
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,4713
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39189
Le Corbusier (architecte),,39226
,,39301
,,39293
,,39093
Leroux-Veneuvot Gaston (sculpteur),,39263
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39195
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39193
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39194
Le Corbusier (architecte),,39264
,,39287
,,39288
,,39289
,,39290
,,39322
,,39291
Jeanneret Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39218
,,39292
,,39294
,,39299
,,39300
Jeanneret Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39214
Le Corbusier (architecte),,39262
Jeanneret Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39215
Jeanneret Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39224
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39190
Jeanneret Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39216
Jeanneret Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39217
,,39324
Jeanneret Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39213
,,39295
,,39296
,,39297
,,39320
,,39321
,,39323
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39192
Jeanneret Charles-Edouard;dit Le Corbusier (architecte),,39122
,,39298
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39191
Le Corbusier (architecte),,39227
,,39317
,,4712
,,39319
,,39306
,,39303
Jeanneret Charles-Edouard;dit Le Corbusier (architecte);Jeanneret Pierre (architecte),,39188
,,39168
,,4715
,,4716
,,4717
,,4718
,,4719
,,39127
,,4720
,,4721
,,4722
,,4723
,,39251
Jeanneret Charles-Edouard;dit;Le Corbusier (architecte);Bouhanna (architecte paysagiste);Gazzieri Ernesto (sculpeur);Welonski Pius (sculpteur),,39161
,,39252
,,4724
,,4725
,,4943
,,4945
,,4946
,,4726
,,4944
,,4942
,,39169
,,39245
Louis Victor (architecte),,4727
Wolff Samuel (ingénieur),,39284
Durand Gabriel Joseph (architecte),,4729
,,4728
,,4730
,,4731
,,4732
,,4734
,,4735
,,4736
,,4733
,,4738
,,4737
,,39176
,,4740
,,4739
,,4741
Durand (architecte),,4635
,,4689
,,4743
,,4690
,,4747
,,4746
,,4744
,,4745
,,4748
,,39156
,,35362
,,4749
,,39123
,,4750
,,4752
,,39082
,,4751
,,39134
,,4753
,,39143
,,39235
,,4754
Murcy Maurice (architecte);Charlut Blaise (serrurier),,4755
,,4756
,,4758
,,4757
,,4759
,,9131
,,39086
,,4760
,,39135
,,39083
,,4761
,,4762
,,4763
,,39181
,,4960
,,4765
,,4764
,,4766
,,4768
Louis Victor (architecte);Durand (maître de l'oeuvre),,4767
,,4769
,,4770
,,4771
,,4772
,,4773
,,39277
Labbé Pierre-Auguste (architecte),,4774
,,4775
,,4776
,,4871
,,4872
,,4777
,,39314
,,4779
,,4780
,,39267
,,39266
,,39269
,,4784
,,4788
,,4778
,,4790
,,4783
,,39325
,,4782
,,4787
,,4785
,,4792
,,39265
,,4786
Poitevin Alexandre (architecte),,39268
,,4791
,,4789
,,4781
,,39236
Duphot (architecte),,4961
,,39163
,,4793
Mirande Raymond (peintre-verrier),,4794
,,4795
,,4796
,,4947
,,4873
Camus Jean (sculpteur),,39253
,,4874
,,4875
,,4876
,,4877
,,4878
,,4797
,,4799
,,4798
,,4800
,,4948
,,4801
,,4966
,,4802
,,4803
,,4804
,,4805
Blaquière Alphonse (architecte);Laclotte Etienne (architecte);Duphot Henri (architecte),,39166
,,4806
,,4807
,,4808
,,39124
,,4809
,,39237
,,4813
,,4812
,,39225
,,4811
,,4810
,,4814
,,4816
,,4815
,,9132
,,4817
,,4821
,,4819
,,4820
Laclotte Pierre (architecte);Poitevin Pierre-Alexandre (architecte),,39162
,,4818
,,4822
,,4832
,,4823
,,4825
,,4826
,,4827
,,4828
,,4824
,,4829
,,4830
,,4831
,,4949
,,39136
,,4833
,Mauriac François (habitant célèbre),4952
,,4834
,,4835
,,4836
,,4837
,,4838
,,4840
,,4839
,,4841
,,4842
,,4843
,,4844
,,4845
,,4846
,,4848
,,4847
,,4849
,,4850
,,4851
,,4852
,,4853
,,39096
,,4854
,,4855
,,4856
Piis Jean de (auteur commanditaire),Montesquieu (habitant célèbre),39084
,,4880
,,4879
,,4857
,,39157
,,4858
,,4859
,,39270
,,4864
,,4863
,,4865
,,39171
,,4862
,,4860
,,4861
,,4866
,,4950
Lamire André (architecte),,39208
Siclis Charles (architecte),,39170
,,39280
,,39100
,,4881
Bordes Auguste (architecte),,39137
,,4867
,,4868
Bonnore (architecte);Larcher (architecte);Rivière Joseph (sculpteur),,4869
,,4870
,,4962
,Eiffel Gustave (habitant célèbre),35363
,,4883
,,4885
,,4884
,,4886
Raoul (sculpteur),,39254
Mery-Riboulet A. (architecte);Marty Armande (sculpteur),,39158
,,39145
,,4887
,,4888
,,4889
,,4893
,,4890
,,4891
,,4742
,,4892
,,39286
Durand Charles (architecte);D'Welles Jacques (architecte),,39285
,,4894
,,4895
,,4896
,,4897
,,4898
,,4899
,,4951
,,4900
,,39203
,,4902
Louis Victor (architecte),,4903
,,4901
,,4905
,,4904
,,4906
,,4907
,,4908
Jourde (architecte);Chaveron (sculpteur),,39271
Salier Yves (architecte),,39219
,,39149
Expert Roger Henri (architecte),,39125
,,4909
,,39177
,,39178
,,4910
,,4911
Duprat (architecte paysagiste),,4912
,,39184
,,4913
,,39104
Clerc (sculpteur),,39105
Duphot Théodore (architecte),,39101
Duphot Théodore (architecte);Clerc (sculpteur),,39102
Duphot Théodore (architecte),,39103
,,39196
Foix Louis de (architecte),,4914
,,4916
,,39164
,,4915
,,4917
,,4918
Perrier (sculpteur);Roganeau (sculpteur),,39255
,,4919
,,39138
,,4920
Bühler (architecte paysagiste);Duphot Théodore (architecte),,39209
,,22730
,,39329
,,39408
,,22739
,,22737
Riquet Pierre-Paul (ingénieur),,39337
Riquet Pierre-Paul (ingénieur),,39330
Simas Eugène (décorateur);Laumonnerie Théophile (décorateur),,36556
,,22733
,,22732
,,22731
,,36555
Cavelier Jean (maître de l'oeuvre),,22734
,,22736
,,22735
,,22738
,,22740
,,22741
,,39425
,,39346
,,22742
,,22745
,,39353
,,22743
,,22744
,,23148
,,22746
,,22747
Termes Pierre de (maître de l'oeuvre),,22748
,,22750
Giral Jean Antoine (maître de l'oeuvre),,22749
,,22751
,,22752
,,22753
,,22754
,,22755
,,39396
,,22756
,,23149
,,39397
,,22757
,,22758
,,22759
,,39428
,,39439
,,22760
,,22761
,,39377
,,22763
,,22765
,,22766
,,22780
,,22784
,,39420
,,39429
,,22783
,,22767
,,22768
,,22764
Cadas (maître de l'oeuvre),,22772
Maguès Urbain (maître de l'oeuvre),,39331
Riquet Pierre-Paul (ingénieur),,39333
,,39446
,,22775
,,22776
,,39395
,,39430
Carlier Léopold (architecte),,39445
,,22778
,,22777
"Jeanneret Pierre (architecte);Escorza Dominique (architecte);Prouve Jean (architecte, ingénieur);Periand Charlotte (décorateur);Vauthier-Jeanneret Jacqueline (décorateur)",,39354
,Injalbert Jean-Antoine (sculpteur),22779
,,22770
,,22773
,,22774
Bülher Denis (architecte paysagiste);Bülher Eugène (architecte paysagiste);Injalbert Jean-Antoine (sculpteur);Laloux Victor (architecte);Cassagne Antoine (architecte);Magrou Jean (sculpteur);Roustan J.-G. (sculpteur);Villeneuve Jacques (sculpteur),,23161
,,22769
GARROS Louis (architecte);BUHLER Eugène (architecte paysagiste),,36557
,,22781
,,22762
Carlier Léopold (architecte);Carlier Louis (architecte),,22771
Carlier Léopold (architecte);Forestier Jean-Claude-Nicolas (architecte paysagiste);Injalbert Jean-Antoine (sculpteur);Magrou Jean (sculpteur),Guy Jean (propriétaire);Guy Joseph (propriétaire),23152
David-d'Angers Pierre-Jean;(sculpteur),,22782
,,39369
,,39382
,,36558
,,22785
,,22786
,,22788
,,22787
,,22789
,,39407
,,22790
,,39447
,,22791
,,22794
,,22795
,,22793
,,22792
Riquet Pierre-Paul (ingénieur),,39338
,,39367
,,36559
,,22797
,,22796
,,39406
Bülher (architecte paysagiste),,39370
,,22799
,,39416
,,22800
,,22801
Riquet Pierre-Paul (ingénieur),,22798
,,22802
,,22803
,,22804
,,22805
Sabatier Jean (sculpteur sur plâtre),,39465
,,39460
,,22806
Greschny Nicolas (peintre),,39412
,,22807
,,22808
,,22809
,,39456
,,22811
,,22810
,,22813
,,22812
,,22814
,,22815
,,22816
,,22817
,,22819
,,22818
,,22820
,,39347
,,39431
,,22821
,,22822
,,22823
,,22825
,,22826
,,39391
,,22827
,,22824
,,39392
,,22828
,,22829
Dardé Paul (sculpteur),,39360
,,22830
,,39390
,,22831
,,22832
,,22833
,,22834
,,39344
,,39343
,,22835
,,23154
,,22837
,,22836
,,39375
,,35592
,,22838
,,22839
,,39462
,,22841
,,22842
,,22843
,,22840
,,35593
,,39440
,,23150
,,22844
,,39441
,,39398
,,22848
,,39348
,,22845
Garipuy François (maître de l'oeuvre),,22849
Giral Etienne (maître de l'oeuvre),,22847
Meric (maître de l'oeuvre),,22846
,,35916
,,22850
,,39352
,,22851
,,22852
,,39383
,,22853
,,23162
Giral Etienne (maître de l'oeuvre),,22854
,,22855
,,23147
,,22856
,,39365
,,22857
Garros Louis (architecte),,35594
,,22858
,,22860
Daviler Augustin-Charles (architecte);Projet Claude (entrepreneur);Giral Estienne (architecte);Desfour Jacques (architecte),,22859
,,22862
,,22861
,,22863
,,39340
,,39385
,,39384
,,22864
,,22866
,,35917
,,22876
,,22875
,,22871
,,22872
,,22868
,,22867
,,22873
Cusson Benjamin (ferronnier),,22874
Combes Pierre-Fulcran (architecte),,39426
,,22870
Dardé Paul (sculpteur),,39361
Mauvemay (peintre-verrier),,22865
,,22869
,,22880
,,22878
,,22877
,,22879
,,22881
,,39356
,,39355
,,39372
,,39345
,,23153
,,22883
,,22882
,,22884
,,39357
,,22885
,,22886
,,22887
,,35595
,,39358
,,22888
,,22889
Sabatier Jean (sculpteur),,22890
,,39399
,,22891
Abric Charles (architecte),,39393
,,22892
,,36560
,,39409
,,22893
,,22894
,,22895
,,22896
,,22897
Carlier Léopold (architecte),,39394
,,22898
,,22901
,,22899
,,22900
,,39403
,,39433
,,23164
,,22902
,,22905
,,22904
,,22903
,,22906
,,39413
,,23151
,,22908
,,22915
,,22927
,,22993
,,22919
,,22991
,,23157
,,22916
,,22913
,,22922
,,22924
,,22912
,,22910
,,22929
,,39335
Abric Charles (architecte),,35596
Boué Joseph (architecte),,39442
Daviler (maître de l'oeuvre);Giral (maître de l'oeuvre);Pitot Henri (ingénieur),,22994
,,39452
,,39363
,,22962
,,22951
,,22974
,,22981
,,22911
,,22920
,,39422
,,22972
,,22992
,,22966
,,22955
Boudes Julien (architecte);Boudes Pierre (architecte);Boudes François (architecte);Guéry Paul (sculpteur);Parvillée Yvonne (sculpteur);Gaudin Pierre (mosaïste);Bessac Antoine (peintre-verrier),,39362
De Richemond Jean (architecte),,39453
"Armand Antoine (maître maçon, architecte);Cubissolle Jacques (maître maçon, architecte);Giral Jean (architecte);Fovis (architecte);Pelletier Paul (architecte);Teisseire Arthur (architecte);Costa Joachim (sculpteur);Brière Emile (peintre-verrier)",,22930
,,23156
,,22982
,,22932
,,22936
Aviler Augustin Charles d';(architecte),,22945
,,22970
Donnat Jacques (architecte);Dantoine Etienne (sculpteur),,22926
,,22935
,,22950
,,39449
,,22942
,,22940
Giral Jean (architecte),,22921
,,22957
Donnat Jacques (maître de l'oeuvre);Dantoine Etienne (sculpteur),,22928
Cassien Bernard Marie Joseph dit Cassien-Bernard (architecte);Michel Ernest (décorateur);Ubec Arnaud d' (décorateur);Estève Paul (décorateur);Privat Auguste (décorateur);Leenhardt Max (décorateur);Chatinière Antonin Marie (décorateur);Antoine Jean (sculpteur),,39457
Lane Bertrand de (maître maçon);Levesville (architecte),,22973
,,22956
,,39434
Lefèvre Edouard (maître de l'oeuvre),,22983
,,22925
,,22947
,,22933
,,22959
,,22931
,,39402
Abric Charles (architecte),,35918
,,22975
,,22978
,,22989
,,39386
,,22909
,Bazille Frédéric Jean (habitant célèbre),22965
,,22968
,,22949
,,22939
,,22984
Nodet Henri (architecte),,39400
,,22938
CASSAN Jean (architecte);LAZARD O. (entrepreneur),,39350
,,23155
,,39366
,,22960
Guidais Isaac (maître de l'oeuvre),,22952
Giral Jean Antoine (maître de l'oeuvre),,22953
,,39368
,,22990
Leehnardt Edmond (architecte),Geddes Patrick (commanditaire),39421
,,22934
,,22988
Giral Jean (architecte);Adam Nicolas-Sébastien (sculpteur),,22914
,,22985
,,22907
,,39410
,,22948
,,22979
Levesville Simon (architecte),,39464
,,22980
,,22964
,,22943
,,22944
,,22969
,,22941
,,22967
Giral Jean (architecte),,22963
Daviler Charles (architecte);Levesville Simon (architecte),,39418
,,22961
,,22986
,,22987
,,22954
Giral Jean (architecte),,22976
,,22917
,,22958
,,22918
,,39373
,,39459
,,22995
Giral Jean Antoine (maître de l'oeuvre),,22971
,,22937
,,22923
Boudes Julien (architecte);Prévost Charles (maître d'ouvrage);Dussol Raoul (sculpteur);Magrou Jean (sculpteur);Gaudin Félix (peintre-verrier),,39349
,,22946
Troy Jean de (peintre),,22977
,,22996
,,39417
,,39443
,,39387
,,22998
,,22997
,,22999
,,23000
,,23001
,,23002
,,23003
,,23004
,,23005
,,23008
,,23007
,,23006
,,23011
,,23010
,,23009
,,23013
Riquet Pierre-Paul (ingénieur),,39339
,,23012
,,23014
Leenhardt Edmond (architecte),,39435
,,23015
,,23016
,,39374
,,39378
,,39436
,,23020
,,23024
,,39414
,,23044
,,23045
,,23019
,,23017
Franque Jean-Baptiste (architecte),,23018
,,23035
,,23036
,,23040
,,23046
,,23039
,,23028
,,23037
,,23021
,,23031
,,23032
,,23041
,,23042
,,23034
,,39450
,,23026
,,23047
,,23023
,,23030
,,23022
,,23163
,,39389
,,35919
,,39376
,,23029
,,23038
,,23025
,,23027
,,23033
,,23043
,,23048
,,39351
Daviler (architecte),,39419
,,23049
,,23050
,,23051
,,23052
,,23053
,,23054
,,23055
,,23057
,,39388
,,23056
,,23058
,,23059
,,23060
,,23061
,,39341
,,23062
,,39466
,,23063
,,39423
,,39415
,,23064
Bollée Auguste (maître de l'oeuvre),,23065
,,23158
,,23066
,,23067
,,23068
,,23069
,,23070
,,23071
,,23072
,,39404
,,39364
,,23073
,,39454
,,23159
,,39342
,,23074
Pauthe Jacques (peintre),,39444
,,23077
,,23078
,,23079
,,23076
,,23075
,,23080
,,23081
,,39381
,,39427
,,23082
"Giral Jean-Antoine (ingénieur, architecte)",,39424
,,23083
,,23085
,,23084
,,23086
,,39461
,,23087
Gleb Thomas (architecte),,39467
,"Dardé Paul (habitant célèbre, sculpteur)",39359
,,23088
,,23091
,,23094
,,23093
,,23092
,,39437
,,23089
,,23090
,,39379
,,23095
,,23097
,,23096
,,39380
,,23099
,,23098
,,23100
,,23101
,,23103
,,23102
,,23104
,,23105
,,23106
,,23107
,,23108
,,23109
,,39336
,,23111
Daviler Augustin Charles (maître de l'oeuvre),,23110
Rouzaud Jean (architecte),Soulages Pierre;Soulages Colette,39455
,,39451
Carlier (agence d'architecture),,39401
Hermann-Guiche (ingénieur),,39411
"Dervaux, Alphonse (architecte)",,39458
,,39371
,,23112
,,23113
,,23114
,,23115
,,23116
,,23160
,,23117
,,23118
,,23119
,,23123
,,23124
,,23122
,,39405
,,23121
,,23120
,Toulouse-Lautrec (Henri de),39448
,,39438
,,23125
,,23126
,,23127
,,23129
,,23128
,,23130
,,23131
,,36561
,,23132
Maguès Urbain (maître de l'oeuvre),,39332
,,23133
,,23134
,,23139
,,23137
,,23138
,,23135
,,23136
,,23140
,,23141
,,23142
,,23143
,,23144
,,23145
,,23146
,,39463
,,39334
Balladur Jean (architecte),,39432
,,39503
,,11165
,,11166
,,39556
,,11167
,,11168
,,11169
,,36526
,,39482
,,11632
,,11171
,,11170
Crespel (architecte),,11172
,,11173
Hébert-Stevens François (architecte paysagiste);Maymond Paul (architecte paysagiste),,11174
,,11175
,,11176
,,36442
,,11178
,,11179
,,39555
,,11180
,,11181
,,39476
,,11626
Mellet Jacques (architecte),,39494
,,11182
,,11183
,,11184
,,36443
,,11185
,,36444
Garangeau (ingénieur),,11186
Binet (architecte),,11187
,,11190
Ricand (architecte),,11189
,,11188
,,11193
,,39530
,,11192
,,11191
,,11194
,,11195
,,11196
,,39544
,,11197
Mellet Jacques (architecte),,11199
,,39551
,,11202
,,11203
,,11201
,,11205
,,11204
,,11206
,,39490
,,11208
,"Chateaubriand François-René, vicomte de (habitant célèbre)",11207
,,35452
Regnault Arthur (architecte),,39477
Choulot (architecte paysagiste),,11209
,,39491
,,36445
,,11210
,,11211
Angier Alexandre (architecte),,39516
,,11214
,,39549
,,11212
,,11213
Roux-Spitz Michel (architecte);Janniot Alfred (sculpteur),,39517
,,39493
,,11220
,,11215
,,11217
,,11219
,,11218
,,39508
,,11216
,,11221
,,11222
Hautrelot (peintre),,39487
,,11223
,Sébillot Paul (habitant célèbre),39504
,,11224
,,11225
,,11249
,,11226
,,11242
,,11228
,,11227
,,11245
Symon Pierre (verrier),,11231
,,11234
,,11235
,,11236
,,11237
,,11238
,,11239
,,11247
,,11248
,,11230
,,11233
,,11246
Laloy Jean-Marie (maître de l'oeuvre),,11243
,,11241
,,11244
,,11229
,,11240
,,11232
,,39531
,,11251
,,11250
,,11252
,,11253
,,11254
,,11256
,,11255
,,11257
,,11258
,,11262
,,11260
,,11261
,,11259
,,11265
,,11264
,,11266
,,11263
,,11267
,,11268
,,11177
,,11270
,,39542
,,39543
,,11271
,,11272
,"Coligny Gaspard de Châtillon, sire de (habitant célèbre);Du Guesclin Bertrand (personnage célèbre)",11274
,,11273
,,11275
,,11276
,,11277
Mellet Henri;maître d;oeuvre;Mellet Jules;maître d;oeuvre,,39537
,,11280
,,11279
,,11282
,,11281
,,11278
,,11283
,,11284
,,11285
,,11286
,,11287
Regnault Arthru (architecte);Perrin Hyacinthe (architecte),,39518
,,11289
,,11288
,,11290
Babin (architecte);Arthur (architecte);Le Forestier (architecte);Leconte (verrier);Colin de Rennes (verrier),,11291
,,11292
,,11293
,,11294
,,39541
,,11295
,,11296
,,11297
,,11298
,,11299
Forestier Antoine (architecte),"Châteaubriand François-René de, écrivain (habitant célèbre)",39489
,,11300
,,11301
,,11303
,,11302
Lemarchand François (maître de l'oeuvre),,39468
,,11304
Caguin (maître de l'oeuvre),,11305
,,10078
,,11306
,,11307
Langlois Charles (architecte);Mellet Jules (architecte);Mellet Henri (architecte),,39509
,,11308
,,39470
,,39519
,,36446
"Baudry Ambroise (architecte, décorateur)",,39495
Besnard (architecte),,39478
,,11309
,,11310
,,11311
,,39521
,,11312
,,11313
,,39532
,,39553
,,11314
,,11315
Regnault Arthur (architecte),,39522
,,11316
,,11319
,,11317
,,11318
,,11320
,,39486
,,11321
Mellet Jacques (architecte);Mellet Henri (architecte),,39484
,,11323
,,11322
,,11324
,,11325
,,11326
,,11629
,,39498
,,11327
,,11328
,,11329
,,11330
Richelot Louis (architecte),,39496
,,11332
,,11336
,,11338
,,11337
,,11335
Plouvier Robert;frère (maître de l'oeuvre),,11333
Leray (architecte),,11334
,,11339
Mellet Henri (architecte),,39501
,,39547
,,39550
