auteur_edifice,personne_liee_a_edifice,id_monument_historique
,,40887
,,12385
,,12386
,,12387
,,12390
,,12389
,,12388
,,12391
,,12392
,,12393
,,12395
,,12394
,,12396
,,12398
,,12397
,,12399
,,12400
,,12401
,,12402
,,12403
,,12405
,,12404
,,12406
,,12409
,,12408
,,12407
,,40974
,,40973
,,12410
,,12411
,,12414
,,12416
,,12420
,,12412
,,12413
,,40888
,,12446
,,12427
Delourme Olivier (architecte);Ulliac (architecte);Brunet-Debaines (architecte),,12422
Aimé (maître de l'oeuvre);Le Merle (sculpteur);Wallen John (paysagiste);Bompard (peintre),,12445
,,12428
,,12430
,,12431
,,12432
,,12429
,,12423
,,12415
,,12418
Charier Armand (architecte),,12453
,,12425
,,12433
,,12426
,,12434
,,12435
,,12436
,,12437
,,12438
,,12439
,,12440
,,12441
,,12442
,,12421
,,12443
,,12444
Brunet-Debaines (maître de l'oeuvre),,12424
,,12419
,,12417
,,12447
,,40860
,,12448
,,11706
,,11707
,,11708
,,11709
Forget (entrepreneur),,40850
,,40928
,,40918
Deperthes (maître de l'oeuvre),,12301
,,12303
,,11973
,,11974
,,26043
,,40984
,,26307
,,26044
,,40978
,,41019
,,26045
,,26046
,,26047
,,41022
,,26048
,,41015
KL;CKNER WERKE S. A. (constructeur),,36581
,,41021
L'ENFANT Michel;(maître de l'oeuvre),,26049
,,26050
ZOLLINGER Otto (architecte),,40996
,,40979
,,26051
,,26053
,,41002
,,26054
,,26055
,,26056
,,26289
,,26310
,,26311
,,26058
,,26300
,,26057
,,26059
,,26302
,,26060
Pingusson Georges-Henri (architecte);Aynes Paul (architecte);Lambert-Rucki Jean (sculpteur);Martin-Granel Henri (peintre-verrier);Bozzolini Pierre (peintre),,35954
,,26061
,,26312
,,26306
,,26062
CHAIS Dom Sebastien (maître de l'oeuvre),,35631
,,26295
,,36828
COLLIN Adrien (architecte);QUENTIN (ferronnier),"CANNEPIN Henri (industriel, maître d'ouvrage)",26063
,,26065
,,26064
,,26066
,,26067
,,35632
EBHARDT Bodo (architecte),,40985
,,26301
,,26068
,,26069
FRANCFORT Léon (maître de l'oeuvre),,26070
,,26071
,,40986
,,26072
,,26073
,,26074
,,40980
,,26075
,,26076
,,26077
,,41005
,,26078
,,26079
,,26081
,,35633
,,26082
,,26083
,,26313
,,26080
,,26084
Pingusson Georges-Henri (architecte);Rinieri Robert (architecte),,41006
Faille C. (architecte);Murez Jean (architecte);Koehlmann Hans-Paul (architecte),,35634
,,26314
,,26085
CHORET Henri;ou;CHORET Eugène (architecte),,40992
,,26086
,,26087
,,41013
,,26088
,,26315
,,26089
,,26090
,,26091
,,40987
Bourdict Pierre (architecte),,26092
,,26093
,,26094
,,26290
,,26095
,,26096
,,26097
,,26296
,,26098
Robbe Claude (architecte);Jacquemin Rémy (architecte);Champigneulle (peintre-verrier);Demange (entrepreneur),,41008
,,26099
,,26101
,,26100
,,26316
,,26102
,,26103
,,26104
,,26105
,,26106
,,41020
,,41012
,,26107
,,26317
,,26108
,,26109
,,26318
,,26319
,,26052
,,26110
,,26111
,,26282
,,35635
,,26112
,,40988
,,26320
,,36068
,,26113
,,26114
Boudot Ferdinand (architecte),,41010
,,26115
,,26116
,,26117
,,26118
,,26291
,,26119
,,26121
Vauban Sébastien Le Prestre de;marquis (ingénieur militaire),,26122
Vauban Sébastien Le Prestre de;marquis (ingénieur militaire),,26120
,,40993
,,26123
WALTER Martin (peintre-verrier),,40981
,,26128
,,26194
,,26133
,,41016
,,26190
,,26191
,,26145
,,26193
,,26148
,,26143
,,26150
BETTCHER Ludwig (architecte),,26160
BLONDEL (maître de l'oeuvre),,26192
BLONDEL F. (maître de l'oeuvre);TORNOW Paul (architecte);DUJARDIN Louis (maître de l'oeuvre);PERRAT Pierre (maître de l'oeuvre),,26129
PIERRA Pierre (maître de l'oeuvre),,26138
WAHN (architecte),,26142
,,26136
SIERK Thierry (maître de l'oeuvre);RACONVAL Claus de (maître de l'oeuvre),,26141
BLONDEL (maître de l'oeuvre),,26162
Blondel (maître de l'oeuvre),,26163
Blondel (maître de l'oeuvre),,26164
BLONDEL (maître de l'oeuvre),,26127
,,26124
,,26198
,,26165
,,26171
,,26172
,,26158
,,26173
,,26166
MACHKNECHT (maître de l'oeuvre),,26139
,,26130
,,26153
,,26167
,,26126
SCH;NHALS (architecte);STOLTERFORTH (architecte);BOROWSKI (maître d'oeuvre);MUNGENAST (entrepreneur),,26189
WAHN Conrad (architecte),,26196
,,26197
,,26151
,,26168
,,26174
,,26175
,,26176
,,26180
,,26131
,,26157
OBERTHUR Gustave (architecte);PRIEDAT Ernst (architecte),,40999
,,26159
,,26321
,,26283
,,26140
,,26177
J;BACHMANN (architecte);SCHIRMER (sculpteur);KRÖGER Jürgen (architecte);JÜRGENSEN Peter (architecte),,26152
,Verlaine Paul (habitant célèbre),26178
,,26179
,,26304
Wahn Conrad (architecte);Dujardin Auguste (sculpteur);Théria Michel (verrier);Engel Jean (peintre);Maréchal Laurent-Charles (verrier),,26144
,,26169
,,26181
,,26284
,,26182
,,26170
Wahn Conrad (architecte),,41011
,,26135
,,26195
,,26154
Heinrich Rettig (architecte-inspecteur de la garnison de Metz),,41025
,,26185
,,26186
,,26187
,,26155
,,26149
,,26156
,,26183
,,26184
,,41003
,,26161
,,26146
EXPERT Roger Henri (architecte);DEDUN Théophile (architecte);UNTERSTELLER Nicolas (peintre),,26305
,,26188
,,26132
,,26137
,,26147
Girardet P. (maître de l'oeuvre),,26125
,,26200
,,26199
,,26297
,,41023
,,26201
,,35636
,,26286
,,26285
KOENIG;abbé (maître de l'oeuvre);VAUTRIN DE NANCY (maître de l'oeuvre),,26202
,,26322
,,36171
,,40997
,,26203
,,26204
,,41007
Fürstenau Eduard (architecte);Priedat Ernst (architecte),,41009
GUERIN T. (architecte);HANNAUX Emmanuel (sculpteur),,26205
,,26206
,,26207
,,26208
LOUIS J-B (maître de l'oeuvre);GRENIER A. (maître de l'oeuvre),,26209
,,40995
,,26210
,,40983
BOUDOT (architecte),,40982
,,26211
,,26212
,,26213
,,26214
,,26215
,,26216
,,26218
,,26219
,,26217
,,26221
,,26220
,,26309
,,26222
,,26303
,Ferry Paul (pasteur),41000
,,26223
,,26293
,,26224
,,26299
,,26225
,,26226
Hanssen Théo (maître-verrier);Gross (maître-verrier),,41017
,,26227
,,26228
,,26229
,,26230
,,35637
,,26233
,,26323
,,40989
,,26235
,,26232
,,26231
,,26234
,,26236
,,26237
,,26238
,,26239
,,26240
,,41004
,,26241
GUAITA DE;comte (maître de l'oeuvre),,26242
,,26243
,,26244
,,26245
Stoll Freddy (sculpteur),,41018
,,26249
,,26247
,,26248
,,26246
SANDIER Alex (peintre),,40994
GEIGER Paul de (maître de l'oeuvre),,26250
,,41001
,,26251
,,40990
,,26252
"SERE DE RIVIERES Raymond;général;ou;RIVIERES Raymond SERE de;général (ingénieur, architecte militaire)",,26287
,,26254
,,26253
,,41024
,,26255
,,26324
,,26256
,,26257
,,35955
,,26258
,,26267
,,26261
CORMONTAIGNE (maître de l'oeuvre),,26266
,,26265
ROBERT Mathias (entrepreneur),,26288
,,26260
,,26262
,,26259
CORMONTAIGNE (maître de l'oeuvre),,26263
,,26325
,,26308
,,26264
,,26298
,,36582
,,26268
,,26269
PROUVE Jean (architecte);PROUVE Henri (architecte),,40998
LOUVE Nicolas (maître de l'oeuvre),,26270
,,26271
,,26272
,,26273
,,26275
,,26277
,,35638
,,26276
,,26274
,,26278
,,26326
,,26292
,,40991
,,26294
,,26279
,,26280
,,26281
,,31155
,,41036
,,31156
,,31157
,,31158
,,31159
,,31160
,,31161
,,31162
,,31163
,,31164
,,36398
,,31165
,,31166
,,31167
,,31168
,,31169
,,31170
,,31171
,,31172
,,31173
,Millien Achille (habitant célèbre),31174
,,31175
,,31176
,,31177
,,31178
,,31418
,,31179
,JAUCOURT Louis de (habitant célèbre),31180
,,31181
,,41079
,,31182
,,31183
,"Vauban Sébastien Le Prestre de, marquis (ingénieur militaire)",41026
,,31416
,,41063
,,31184
,,31185
,,41074
,,31186
,,31188
,,31187
,,31414
,,36399
,,31189
,,31190
,,31427
,,31204
,,31198
,,41051
,,31191
,,31203
,,31195
,,31196
,,31199
,,31197
,,31193
,,31200
,,31194
,,31201
,,31202
,,31192
,,31205
,,31206
,,31415
,,31207
,,31208
,,31209
,,31210
,,31211
,,31215
,,31214
RENAUD Georges-Théodore (architecte);BOON Nicolas (peintre);POUYAUD Robert (peintre),,41040
,,31217
,,31218
,,31216
,,31219
,,31213
,,31220
Allard René (architecte);Pouyaud Robert (sculpteur);Neveu-Lemaire (peintre);Barrat Rex (peintre),,41067
,,31221
,,31222
,,31212
,,31223
,,31226
,,31225
Caristie Michel (architecte),,31224
,,31228
,,31229
,,41077
,,31227
,,31231
,,31419
,,31230
,,41038
,,31424
,,31420
,,31232
,,31233
,,31235
,,31238
,,31237
,,31234
,,31236
,,31239
,,31240
,,31425
,,31245
,,31242
,,31243
PAILLARD (architecte),,41034
,,31244
,,31246
,"LANNES, maréchal de (personnage célèbre)",31247
,,31248
,,41052
,,31249
LENORMAND Louis (architecte),,31250
Le Cornec Yvon (architecte),,41076
,,31251
,,41029
,"Vauban Sébastien Le Prestre de, marquis (ingénieur militaire)",41060
,,31252
,,41050
Massillon-Rouvet (architecte);André Edouard (architecte paysagiste);Tarlier (architecte);Thomas Albert (architecte);Bouveault (architecte),,36133
,,31253
,,31254
,,31255
,,31256
,,31257
,,31258
,,41058
,,31259
,,31260
,,31261
,,31262
,BABAUD DE LA CHAUSSADE Pierre (commanditaire),41045
,,31263
,,41061
,,31264
,,31265
,,41037
CARISTIE Michel-Ange (architecte),VILLARS maréchal de (habitant célèbre),31266
Baudot Anatole de (architecte),,41073
,,31267
,,41027
,,31268
,,31269
,,31270
PAILLARD (architecte);LUTZ (architecte),,41030
Lavenne de Choulot Paul (paysagiste),,41081
,,41075
,,31417
,,31271
,,31272
,,41059
,,31273
,,35430
,,31274
,,31275
,,31276
,,41068
,,31426
,,35849
LE BLANC Barthélemy (architecte),,31277
,,31278
Bouveault Adolphe (architecte),,41053
,,31279
,,31280
,,31281
,,31282
,,31283
,,31284
,,41080
,,31285
,,41055
,,35431
,,31286
,,31288
,,31287
,,41046
,,31289
,,31290
,,31291
,,31292
,,31293
,,31294
,,31295
,,31298
,,31300
,,35434
,,31332
,,31333
,,31335
,,31329
,,31336
,,31302
,,31303
,,31305
,,31311
,,35433
Lutz fils (architecte),,31325
MASSILON-ROUVET (architecte);PECARD (fondeur);BARATTE Adrien (peintre-verrier),,41039
PAILLARD (architecte),,35432
,,31304
,,31338
PARENT Claude (architecte);VIRILIO Maurice (architecte);LIPSI Morice (sculpteur);DUCARRE Odette (peintre-verrier),,41041
,,31312
,,31318
Renaud Georges-Théodore (architecte);Bigot Alexandre (céramiste),,41064
,,41054
,,31313
,,31314
,,41042
,,41043
,,31337
,,31319
,,31296
,,31324
Favret Pietro (mosaïste),,41069
,,31330
,,31320
,,41044
,,31315
,,31317
,,31331
,,31308
,,31316
,,31299
,,31321
,,31334
,,31322
,,31309
,,31327
,,41031
,,31326
,,31323
,,31310
,,31307
Marquet Alix (sculpteur);Camuzat Claude (architecte),,41070
Muller otto (architecte),,41066
,,31301
,,31328
DENIS Claude (maître de l'oeuvre),,31297
,,31306
,,31339
,,31340
,,31341
,,31342
,,31343
,,31344
,,31345
,,31346
,,31347
,,31348
,,31349
,,31350
Arnaud Charles (architecte),,41065
Piron L. R. (sculpteur),,41071
,,31351
,,31352
,,31353
,,31354
,,31355
,,31356
,,31357
,,31358
,,31359
,,31361
,,31360
,,35435
DELARUE (maître de l'oeuvre),,31421
,,31422
,,31362
,,31363
,,31364
VISCONTI Louis (architecte),,41032
CARISTIE Jean-Baptiste (architecte);DUBAN Jacques Félix (architecte),,36400
,,31365
,,31366
,,36401
,,31367
,,31368
,,31369
,,31370
,,31371
,,41072
,,31372
,,31373
,,41078
,,31374
,,41033
,,31377
,,31376
,,31378
,,31375
,,31379
,,31380
,,31381
,,31382
,,31383
,,31384
,,31385
,,31386
,,31387
,,31388
,,31389
,,41056
,,31390
,,31391
,,31392
,,31393
,Bèze Théodore de (habitant célèbre),31394
,,41048
Bouveault (architecte),,41047
,,31395
,,31396
,,41062
,,31397
,,41049
,,31398
,,31399
,,31401
,,31400
Launay Levy (architecte);Choulot de Lavenne (architecte paysagiste);Fricaud (architecte paysagiste),,41057
,,41035
,,31402
,,31408
,,31405
,,31404
,,31406
,,31407
,,31410
,,31409
,,31403
,,31423
,,31411
,,31412
,,31413
,,41028
,,41237
,,27067
,,27068
,,27070
,,27069
,,27066
Expert Roger-Henri (architecte);Subes Raymond (ferronnier);Sarrabezolles Carlo (sculpteur);Brandt Edgar (ferronnier);Ducos de la Haille Pierre (peintre),,41201
,,27071
LEPERE Philippe (architecte);Communauté carmélite (maître d'ouvrage);MONTALEMBERT Comte de (mécène),,41162
Simounet Roland (architecte);Crépet Benoît (architecte),,41144
,,41223
PINSARD Pierre (architecte);Commune (maître d'ouvrage);CHAMPILLON (sculpteur);CHERET (sculpteur);FAVRE-PINSARD Gisèle (céramiste);BARILLET Jean (peintre-verrier);BERTHOLLE Jean (peintre-verrier),,41146
Vandenbergh Emile (architecte),,41132
Cordonnier Louis-Marie (architecte),,41165
Forest Marcel (architecte),,41131
Philippe Edmond (ingénieur),,41133
,,26558
,,41196
,,26559
,,26560
,,26561
Chemetov Paul (architecte);Devillers Christian (architecte),,41154
,,26562
,,26565
Leplus Victor (architecte),,41216
,,26564
,,26563
,,26566
,,26568
Cordonnier Louis-Marie (architecte);Dupire René (architecte);Dupire Maurice (architecte);Roussel Louis (architecte);Barbotin Jacques (architecte),,26567
,,26569
,,26570
Boulanger L. (peintre-verrier),,41204
,,27108
,,26572
,,26571
,,27109
,,27103
,,26573
,,26574
,,26575
,,26577
,,26576
,,26580
,,26579
,,26581
Gélis Paul (architecte);Gélis Jean (architecte),,41184
,,26578
,,26582
,,26583
,,26584
,,26585
,,26586
,,26587
,,26588
,,26589
,,26590
,,41268
,Coussemaker Charles-Edmond-Henri (habitant célèbre),41185
,,26591
,,26594
,,26592
,,26593
,,27094
Lafitte Henri (architecte);Lafitte Jacques (architecte),,41188
Normant Auguste (architecte);Champigneulle Charles (verrier);Champigneulle Emmanuel (verrier);Fritel Pierre (maître de l'oeuvre),,26595
,,26596
,,26597
,,26598
,,26622
,,26601
,,26603
,,26604
,,26605
,,26617
,,26618
,,26620
,,26619
,,26621
,,26608
,,26600
,,26599
Baudin Arthur (architecte),,41256
,,26612
,,41086
,,26607
,,41087
,,41250
,,26614
,,26610
,,26613
,,26615
,,26616
Leprince-Ringuet Pierre (architecte);Herscher Ernest (architecte);Labouret Auguste (peintre-verrier),,41205
,,26611
Kreis Wilhelm (architecte);Holden Charles Henry (architecte);Von Berg Wilfrid Clement (architecte),,41281
,,26602
De Baralle (architecte),,41186
,,26606
,,26609
,,26623
,,27095
,,26627
,,26630
Bosquillon de Jenlis Edouard (ingénieur),,27110
,,26624
,,26629
,,26628
,,26626
,,26625
,,26632
,,26631
Gaillard Ernest (architecte);Herbin Auguste (peintre);Lhottelier Henri (peintre-verrier),,41164
Matisse Henri (peintre);Gaillard Ernest (architecte);Bony Paul (peintre-verrier),,41163
,,41134
,,26633
Vollery Charles (architecte),,41147
,,26634
,,26636
,,26635
,,26637
Cordonnier Louis-Marie (architecte),,41148
BELLOT Dom Paul (architecte);STOREZ Maurice (architecte),,41155
,,26640
,,26642
,,26643
,,26641
,,27105
,,26639
,,41215
,,26638
,,41213
,,41212
Guillaume Henri (architecte);Lemaire Edmond (architecte);Gauquié Henri (sculpteur),,41214
,,41253
,,26644
,,27096
,,26645
Neutra Richard (architecte),,41135
Mallet-Stevens Robert (architecte);Salomon André (ingénieur);Prouvé Jean (maître de l'oeuvre);Barbe Pierre (architecte),Cavrois Paul (commanditaire),26646
Leroy Charles (architecte),,41189
,,26647
,,41218
,,26648
,,41238
Six Louis (architecte);Trannoy (architecte);Lhonne Victor (peintre);Turpin Pierre (peintre-verrier),,41136
Chalton Bradshaw Harold (architecte);Sargeant Jagger Charles (sculpteur),,41282
,,41137
,,26652
,,26688
,,26687
,,26655
,,26659
,,26653
,,26667
Dropy Jules (maître de l'oeuvre),,26656
,,26657
,,26686
,,26668
,,26669
Denis Charles-Louis-Barthélémy (architecte);Rougerol Maurice (peintre),,41138
,,26658
,,26660
,,26670
,,26661
,,26662
,Calonne Charles-Alexandre de (habitant célèbre),26665
Pepe Albert (architecte),,26671
,,41287
,,26664
,,26673
,,26674
,,26676
,,26675
,,26677
,,26678
,,26679
,,26680
,,26681
,,26682
,,26683
,,26684
,,26672
,,26685
Grigny Alexandre-Charles (architecte),,35712
,,26663
Pugin Augustin (maître de l'oeuvre),,26650
,,26666
Vollery Charles (architecte),,41156
Drument Jean (maître maçon);Picquo François (maître maçon);Delis Dominique (maître maçon),,26649
,,26651
,,26654
,,26689
Bady Pierre (maître de l'oeuvre),,27111
,,26962
,,26690
Bocage Edmond (architecte),,41239
,,26708
Reynaert François (entrepreneur),,26702
Reynaert François (entrepreneur),,26707
,,26693
Cordonnier Louis-Marie (architecte);Cordonnier Louis-Stanislas (architecte);Gaudin Félix (peintre-verrier);Caffieri Philippe (sculpteur);Caffieri Jacques (sculpteur);Turck Georges (sculpteur);Buisine Edgar (sculpteur);Peene Auguste (sculpteur);Boutry Edgar (peintre);Coin Robert (sculpteur);Chapele Robert (peintre);Desrumaux Pierre-Paul (peintre);Buisine Turpin (peintre),,27086
Liagre Achille (architecte);Dufour Auguste (entrepreneur);Gandre (sculpteur),,41093
,,41248
Umbdenstock Gustave (architecte),,41130
,,41129
Gilquin (maître de l'oeuvre),,26691
Reynaert François (entrepreneur),,26703
Reynaert François (entrepreneur),,26704
,,26692
,,26694
Ringot C. (entrepreneur);Ringot Maurice (sculpteur),,26699
Reynaert François (entrepreneur),,26706
Reynaert François (entrepreneur),,26713
,,41269
,,26700
Potier Jules (architecte),,26701
Morel Jean-Marie (architecte);Desruelles Félix Alexandre (sculpteur),,41273
,,26697
,,26695
Gonthier (maître de l'oeuvre),,26698
Maillard Jean-Baptiste (architecte),,41263
,,26696
Gontier (architecte);Ringot Maurice (sculpteur),,41082
,,41128
,,41127
,,26709
,,26710
,,26711
,,26712
,,26705
,,26714
,,26715
,,41139
,,26716
,,26717
,,26718
,,26719
Baralle Henri de (maître de l'oeuvre),,27097
,,26720
,,26721
,,26722
,,26723
,,26724
,,26725
,,26726
,,26729
,,26727
,,26728
,,41166
,,26731
,,26730
,,26732
,,26733
,,26735
,,26734
,,41251
Chalgrin Jean-François (architecte),,41288
,,41240
,,36100
,,26736
Colishaw William Harrison (architecte);Sir Baker Herbert (architecte),,41283
,,26944
,,26737
,,41167
,,26738
,,41190
,,26740
,,26739
,,41241
,,36676
,,26743
,,26741
,,26742
,,27087
,,26745
,,26744
,,26746
,,26747
,,26748
HONEGGER Denis (architecte);Association diocésaine (maître d'ouvrage);Société des Forges de la Providence (mécène);BERETTA Emilio (peintre-verrier);LABOURET Auguste (peintre-verrier),,41191
,,27112
,,26750
,,26749
Baur Hermann (architecte);Leclercq Philippe et Marthe (maître d'ouvrage);Manessier Alfred (peintre-verrier);Rouault Georges (peintre);Dodeigne Eugène (sculpteur);Barillet Louis (peintre-verrier);Plasse-le-Caisne Jacques (tapissier),,36636
,,36635
,,26752
,,26751
,,26753
,,26754
,,26755
Nevejan (maître de l'oeuvre);Demeerseman Désiré (charpentier),,26756
,,41197
,,26757
,,26758
,,41088
,,41173
,,26759
Stevens Alphonse (architecte),,41140
Mollet Victor (architecte),,41141
Baert Albert (architecte),,41157
Boudin Marcel (architecte),,41149
,,26760
,,26761
,,26763
,,26762
,,41198
Umbdenstock Gustave (architecte),,41126
,,36637
,,26764
,,41246
,,26766
,,26765
,,35723
,,26768
,,26914
,,26786
,,26788
,,26913
,,26915
,,26916
,,26920
,,26782
,,26779
,,26777
,,26781
,,26778
Leroy Charles (architecte);Didron Adolphe-Napoléon (peintre-verrier);Saint-Aubert Charles (sculpteur);Papon (sculpteur),,41206
Vauban Sébastien Le Prestre de;marquis (ingénieur militaire),,26773
,,26774
Flamant (ingénieur);Bertin (ingénieur);Rivière (ingénieur);Pelle (ingénieur),,41125
,,26816
,,26815
Coilliot Louis (céramiste);Hainez Léonce (architecte);Giovannoni Albert (architecte),,41225
,,35714
,,35715
,,35716
,,26818
,,26806
,,26809
,,26817
Hannottin (maître de l'oeuvre),,26919
,,35718
,,35717
,,36638
,,26869
,,26775
,,26819
,,27099
,,26820
,,41219
,,26810
,,26870
,,26821
,,26803
,,26871
,,26874
,,26872
,,26875
,,26873
,,26876
,,26811
,,35719
,,26822
,,26823
,,26877
,,26772
Méheut Mathurin (peintre),,41266
,,26824
,,26825
,,26826
Vanderbergh (maître de l'oeuvre),,26796
Alleman François-Jacques (architecte);Chenal (architecte),,41091
,,26878
,,26812
,,26829
Benvignat (architecte);Stalars (peintre);Huidiez (menuisier-ébéniste),,26868
,,26830
,,26827
,,26828
,,26831
Guimard Hector (architecte),,26866
,,26879
,,26801
,,26880
,,36639
,,36640
,,26881
,,26882
,,26832
,,26883
,,26837
,,26885
,,26884
,,26838
,,26839
,,26835
,,26836
,,26834
,,26833
,,26769
,,35720
,,26789
,,26887
,,26804
,,26840
,,26780
,,26886
,,26795
Dubuisson Jean (architecte);Marquis Jacques (architecte paysagiste),,41090
,,26767
,,27101
Roederer Alphonse-Edouard-Otto (architecte),,41247
Cools Marcel (architecte),,41142
,,26888
,,26889
,,26890
Vanderbergh (maître de l'oeuvre),,26797
Contamine Henri (architecte),,41258
Baert Albert (maître de l'oeuvre),,27089
,,26814
,,26891
Batigny Jules (architecte),,41089
,,26892
,,26867
,,41187
,,26893
,,26894
,,27102
,,26799
,,26841
,,26842
,,26895
,,26896
,,26794
,,26808
Boudin Marcel (architecte);Boudin Henri (architecte),,41159
,,26847
,,26787
,,26848
,,26849
,,26844
,,26845
,,26846
,,26802
,,26897
,,26898
,,26843
,,26783
,,26899
,,26900
,,26850
,,26851
,,26852
Leroy Charles (architecte);Chérier Bruno (peintre),,41264
,,41083
,,26901
Pujol (maître de l'oeuvre);Mercier (sculpteur),,26918
David (peintre),,41192
,,26902
Dubuisson Emile (architecte);Pattou Jean (architecte),,41158
,,27088
,,26853
,,26790
,,26903
,,26800
,,26865
,,26904
,,26854
,,26807
,,26784
,,26805
Bérard (maître de l'oeuvre);Delmas (maître de l'oeuvre),,26911
Marteau (maître de l'oeuvre),,26917
,,26906
,,26907
,,35721
,,35722
,,26856
,,26791
,,26857
,,26858
,,26905
,,26855
PINSARD Pierre (architecte);HUTCHINSON Neil (architecte);Communauté des Dominicains (maître d'ouvrage);LAFAILLE Bernard (ingénieur);LARDEUR Gérard (peintre-verrier),,41168
,,26859
Cordonnier Louis-Marie (architecte),,41259
,,26771
,,26793
,,26860
Cordonnier Louis Marie (architecte),,41265
Cordonnier Louis-Marie (architecte);Hennebique (entrepreneur);Cordonnier A.-A. (sculpteur);Lemaire H. (sculpteur);Picard G. (peintre);Vérez Georges-Armand (sculpteur),,41124
,,26862
,Lalo Edouard (habitant célèbre),41084
,,27091
,,26813
,,26908
Leroy Charles (architecte);Béthune (architecte);Batteur (architecte);Vilain Paul (architecte);Vilain Michel (architecte);Carlier Pierre Louis (architecte);Ingrand Max (peintre-verrier),,41224
,,26863
,,26909
Mottez Victor (peintre),,41252
,,26864
,,26770
,,26910
,,26776
,,27098
,,26785
Journet André (sculpteur),Gaulle Charles André Joseph Marie de (habitant célèbre),27090
,,26861
Mourcou (architecte);Contamine (architecte);Cordonnier (sculpteur);Arc Albert d';(sculpteur),Rameau Charles (commanditaire),26912
,,26792
,,26798
,,26921
,,26924
,,26923
Lhermitte Fidèle (architecte);Walare Alexandre (architecte);Gaudin Jean (mâitre-verrier et mosaïste);Mathiot Albert (entrepreneur),,41277
,,26925
Cordonnier Louis-Marie (architecte),,41150
Theunissen Corneille-Henri (sculpteur);Moyaux Constant (architecte),,41226
,,26926
,,26927
Lesaffre Jacques-François-Joseph (maître de l’œuvre);Dewarlez-Lepers Benjamin (maître de l'oeuvre),,27106
,,26928
Vandenheede R. (architecte);Masquillet Augustin (entrepreneur),,36641
,,26930
,,26929
,,26933
,,26931
,,26932
,,27092
,,41193
Vuagnaux (architecte),,41151
Courmont (peintre-verrier),,41227
Boeswillwald Emile (architecte),,41194
,,26934
Vauban Sébastien Le Prestre de;marquis (ingénieur militaire),,26938
,,26936
LURCAT André (architecte);LAFITTE Henri (architecte);Commune (maître d'ouvrage);LURCAT Jean (mosaïste);LURCAT Catherine (mosaïste);ROULIN Félix (sculpteur);PELLETIER Bernard (peintre-verrier),,41169
Lafitte Jean (architecte);Lafitte Henri (architecte),,26937
,,41284
Dutouquet Louis (architecte);Vogel (ingénieur),,41174
,,26939
,,26935
,,26940
,,26941
,,26942
,,26943
,,26945
Chomette Henri (architecte),,41160
,,26946
,,26948
,,26947
Gesse-Gervais Antoine (architecte);Codonnier Louis-marie (architecte),,41260
,,26949
,,26950
,,26952
,,41199
,,26951
,,26953
Bafcop Alexis (peintre),,41270
,,26954
,,41257
,,41242
,,26955
,,26957
,,26956
,,26958
Lejuste Léon (architecte),,41207
,,26959
,,35724
,,26960
,,27100
,,26961
,,41208
Del Marle Félix (peintre),,41175
,,26963
,,26964
,,26966
,,26965
,,26968
Bruand Libéral (architecte),,41271
,,26967
Vallez Théodore Henri (architecte);Grimault Alexandre (architecte);Cambreleng (entrepreneur),,41275
,,26969
,,41243
,,41228
,,26970
,,26971
,,26973
,Commynes Philippe de (habitant célèbre),26972
,,26974
,,26975
,,35725
,,26976
,,26977
,,41229
Neveux Pierre (architecte),,41267
Neveux Pierre (architecte),,41104
,,41249
Barbotin Louis-Joseph (architecte);Aumont Georges (architecte paysagiste),,41094
Dewarlez Achille (architecte),,41097
Bouvy Albert (architecte);Pennel A. (entrepreneur),,41096
Béthune d'Ydewalle Jean-Baptiste;(architecte),,27113
Leroy Charles (architecte);Lusson (peintre-verrier);Lavergne Claudius (peintre-verrier),,41230
Vergnolet Tony (peintre),,41108
Laloux Victor (architecte);Weerts Jean-Joseph (peintre);Schommer François (peintre);Cogghe Rémy (peintre);Laoust André (sculpteur);Lefebvre Hippolyte-Jules (sculpteur);Boutry Edgard (sculpteur);Cordonnier Alphonse-Amédée (sculpteur);Fagel Léon (sculpteur),,41101
Sarfati Alain (architecte),Motte Louis (commanditaire),26980
Achille Edouard Dupire-Rozan (architecte);Auguste Dupire-Deschamps (architecte),,41109
Achille Edouard Dupire-Rozan;Auguste Dupire-Deschamps (architecte),,41110
Achille Edouard Dupiré-Rozan (architecte),,41111
Dupire (architecte),,41112
Achille Edouard Dupire-Rozan (architecte);Auguste Dupire-Deschamps (architecte),,41113
achille Edouard Dupire-Rozan (architecte);Auguste Dupire-Deschamps (architecte),,41114
Achille Edouard Dupire-Rozan (architecte);Auguste Dupire-Deschamps (architecte),,41115
Achille Edouard Dupire-Rozan et Auguste Dupire-Deschamps,,41116
Achille Edouard Dupire-Rozan (architecte);Auguste Dupire-Deschamps (architecte),,41117
Achille Edouard Dupiré-Rozan (architecte);Auguste Dupire-Deschamps (architecte),,41118
Achille Edouard Dupiré-Rozan (architecte);Auguste Dupire-Deschamps (architecte),,41119
,,41099
Binet Auguste (ingénieur);Nourtier (ingénieur),,41095
Lepers Théodore-Joseph (architecte),,41261
Dervaux Elie (architecte),,26979
Destombes-Pennel Paul (architecte);Destombes-Prévost Paul (architecte),,41105
Dutert Ferdinand (maître de l'oeuvre),,27093
Dubois Auguste-Georges (architecte),,41106
,,41123
Dupire-Deschamps Auguste (architecte),,41262
