id_festival,decennie_creation_festival,annee_creation_festival,periode_principale_deroulement_festival
1683,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
3702,2010 et après,2021,Après-saison (6 septembre - 31 décembre)
4938,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
544,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
37,2010 et après,,Saison (21 juin - 5 septembre)
524,Avant 1980,1975,Saison (21 juin - 5 septembre)
3231,,,Saison (21 juin - 5 septembre)
3553,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
6864,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
4072,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
691,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
3808,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
21,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
62,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
94,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
103,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
146,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
198,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
305,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
334,De 1980 à 1989,35 ans,Après-saison (6 septembre - 31 décembre)
401,De 1990 à 1999,,Saison (21 juin - 5 septembre)
438,De 1990 à 1999,1993,Avant-saison (1er janvier - 20 juin)
472,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
504,De 1990 à 1999,,Avant-saison (1er janvier - 20 juin)
695,2010 et après,,Après-saison (6 septembre - 31 décembre)
728,2010 et après,,Après-saison (6 septembre - 31 décembre)
824,2010 et après,2018,Saison (21 juin - 5 septembre)
852,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
875,2010 et après,2021 (?),Avant-saison (1er janvier - 20 juin)
916,2010 et après,,Avant-saison (1er janvier - 20 juin)
963,2010 et après,2014,Saison (21 juin - 5 septembre)
964,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
988,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
1007,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
1101,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
1107,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
1196,De 1980 à 1989,1986,Après-saison (6 septembre - 31 décembre)
1251,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
1277,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
1316,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
1329,De 2000 à 2009,2007,Après-saison (6 septembre - 31 décembre)
1333,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
1363,De 1980 à 1989,1982,Après-saison (6 septembre - 31 décembre)
1365,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
1411,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
1451,De 1990 à 1999,1991,Après-saison (6 septembre - 31 décembre)
1461,2010 et après,,Avant-saison (1er janvier - 20 juin)
1462,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
1480,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
1550,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
1579,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
1580,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
1628,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
1629,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
1640,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
1652,De 1990 à 1999,1991,Avant-saison (1er janvier - 20 juin)
1664,2010 et après,,Après-saison (6 septembre - 31 décembre)
1675,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
1745,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
1763,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
1771,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
1776,De 1990 à 1999,1991,Après-saison (6 septembre - 31 décembre)
1808,De 2000 à 2009,2001,Saison (21 juin - 5 septembre)
1838,2010 et après,2014,Saison (21 juin - 5 septembre)
2148,2010 et après,2019,Avant-saison (1er janvier - 20 juin)
2149,,,Après-saison (6 septembre - 31 décembre)
2150,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
2310,,,Saison (21 juin - 5 septembre)
2470,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
2471,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
2762,2010 et après,2020,Avant-saison (1er janvier - 20 juin)
2763,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
2989,De 2000 à 2009,2008,Avant-saison (1er janvier - 20 juin)
3051,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
3254,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
3424,De 1990 à 1999,1996,Après-saison (6 septembre - 31 décembre)
3730,De 1980 à 1989,1984,Avant-saison (1er janvier - 20 juin)
3731,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
4097,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
4098,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
4099,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
4100,De 1980 à 1989,1980,Après-saison (6 septembre - 31 décembre)
4101,De 2000 à 2009,2008,Après-saison (6 septembre - 31 décembre)
4284,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
4308,De 2000 à 2009,2000,Avant-saison (1er janvier - 20 juin)
4464,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
4858,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
4859,De 2000 à 2009,2000,Après-saison (6 septembre - 31 décembre)
4860,Avant 1980,,Saison (21 juin - 5 septembre)
4861,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
5353,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
5354,De 1990 à 1999,1993,Saison (21 juin - 5 septembre)
5355,De 1990 à 1999,1995,Avant-saison (1er janvier - 20 juin)
5515,2010 et après,,Avant-saison (1er janvier - 20 juin)
5516,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
5517,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
5840,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
5869,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
6340,2010 et après,,Après-saison (6 septembre - 31 décembre)
6341,De 2000 à 2009,2002,Saison (21 juin - 5 septembre)
6491,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
6521,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
6710,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
6711,De 1990 à 1999,,Saison (21 juin - 5 septembre)
1520,De 1990 à 1999,1990,Après-saison (6 septembre - 31 décembre)
2000,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
5934,2010 et après,2013,Saison (21 juin - 5 septembre)
7053,2010 et après,2019,Saison (21 juin - 5 septembre)
670,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
1485,De 1990 à 1999,31ème,Avant-saison (1er janvier - 20 juin)
4990,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
73,2010 et après,3ème,Saison (21 juin - 5 septembre)
6034,2010 et après,2018,Avant-saison (1er janvier - 20 juin)
90,De 2000 à 2009,19ème,Avant-saison (1er janvier - 20 juin)
1230,2010 et après,,Saison (21 juin - 5 septembre)
1393,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
3361,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
7164,De 1980 à 1989,,Après-saison (6 septembre - 31 décembre)
260,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
509,De 1980 à 1989,1987,Après-saison (6 septembre - 31 décembre)
1645,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
1802,De 1990 à 1999,1998,Après-saison (6 septembre - 31 décembre)
3749,De 1990 à 1999,1998,Après-saison (6 septembre - 31 décembre)
4483,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
6907,2010 et après,2008,Avant-saison (1er janvier - 20 juin)
429,2010 et après,2013,Saison (21 juin - 5 septembre)
2347,De 1990 à 1999,1997,Saison (21 juin - 5 septembre)
5044,,,Saison (21 juin - 5 septembre)
336,De 1990 à 1999,1998,Après-saison (6 septembre - 31 décembre)
3307,De 2000 à 2009,,Saison (21 juin - 5 septembre)
5406,2010 et après,2010,Saison (21 juin - 5 septembre)
5574,,,Avant-saison (1er janvier - 20 juin)
6391,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
6579,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
7172,,,Après-saison (6 septembre - 31 décembre)
665,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2514,2010 et après,2017,Saison (21 juin - 5 septembre)
4803,2010 et après,2019,Après-saison (6 septembre - 31 décembre)
3788,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4166,2010 et après,2014,Après-saison (6 septembre - 31 décembre)
4208,,,Avant-saison (1er janvier - 20 juin)
6808,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
1801,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
2371,2010 et après,2011,Saison (21 juin - 5 septembre)
2374,,,Saison (21 juin - 5 septembre)
219,De 1990 à 1999,1990,Saison (21 juin - 5 septembre)
248,Avant 1980,1968,Saison (21 juin - 5 septembre)
2081,2010 et après,2015,Saison (21 juin - 5 septembre)
2548,2010 et après,,Après-saison (6 septembre - 31 décembre)
5092,2010 et après,2015,Saison (21 juin - 5 septembre)
6073,2010 et après,2012,Saison (21 juin - 5 septembre)
186,Avant 1980,1978,Saison (21 juin - 5 septembre)
5278,2010 et après,,Après-saison (6 septembre - 31 décembre)
2391,2010 et après,2015,Saison (21 juin - 5 septembre)
173,2010 et après,2017,Saison (21 juin - 5 septembre)
2093,2010 et après,2014,Saison (21 juin - 5 septembre)
5790,De 1990 à 1999,,Saison (21 juin - 5 septembre)
3829,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
4398,,,Saison (21 juin - 5 septembre)
240,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
329,De 2000 à 2009,2006,Saison (21 juin - 5 septembre)
3846,De 1990 à 1999,1991,Avant-saison (1er janvier - 20 juin)
5641,2010 et après,2017,Saison (21 juin - 5 septembre)
1781,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
5314,De 1990 à 1999,1991,Saison (21 juin - 5 septembre)
5813,2010 et après,,Saison (21 juin - 5 septembre)
5826,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4187,2010 et après,2011,Saison (21 juin - 5 septembre)
2948,2010 et après,,Après-saison (6 septembre - 31 décembre)
797,De 2000 à 2009,,Saison (21 juin - 5 septembre)
4268,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
1537,2010 et après,2016,Saison (21 juin - 5 septembre)
2142,2010 et après,2019,Saison (21 juin - 5 septembre)
2752,2010 et après,2012,Saison (21 juin - 5 septembre)
3727,2010 et après,2017,Saison (21 juin - 5 septembre)
2473,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
2313,Avant 1980,,Avant-saison (1er janvier - 20 juin)
2478,,,Saison (21 juin - 5 septembre)
5526,De 1990 à 1999,1993,Saison (21 juin - 5 septembre)
1953,2010 et après,2010,Saison (21 juin - 5 septembre)
470,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
926,De 1990 à 1999,1994,Saison (21 juin - 5 septembre)
2832,De 2000 à 2009,,Après-saison (6 septembre - 31 décembre)
1368,De 1990 à 1999,1998,Saison (21 juin - 5 septembre)
5800,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
6176,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
5698,Avant 1980,1968,Saison (21 juin - 5 septembre)
6534,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
2790,2010 et après,2014,Saison (21 juin - 5 septembre)
1864,2010 et après,2016,Saison (21 juin - 5 septembre)
5700,De 2000 à 2009,2002,Après-saison (6 septembre - 31 décembre)
5198,De 2000 à 2009,2006,Après-saison (6 septembre - 31 décembre)
5372,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
3752,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
4129,2010 et après,2013,Saison (21 juin - 5 septembre)
5030,2010 et après,2015,Saison (21 juin - 5 septembre)
5713,2010 et après,2014,Saison (21 juin - 5 septembre)
4132,De 1990 à 1999,1990,Après-saison (6 septembre - 31 décembre)
4490,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
5715,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
2023,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
5035,De 1990 à 1999,1992,Avant-saison (1er janvier - 20 juin)
5208,De 2000 à 2009,2007,Avant-saison (1er janvier - 20 juin)
6747,De 2000 à 2009,2004,Saison (21 juin - 5 septembre)
4312,De 1990 à 1999,1993,Après-saison (6 septembre - 31 décembre)
6921,2010 et après,2015,Saison (21 juin - 5 septembre)
2025,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
2026,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
2027,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2182,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
2338,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
2339,2010 et après,2010,Saison (21 juin - 5 septembre)
3288,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
3458,2010 et après,2016,Saison (21 juin - 5 septembre)
3459,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3460,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
3461,De 1990 à 1999,1996,Saison (21 juin - 5 septembre)
3609,De 2000 à 2009,2002,Avant-saison (1er janvier - 20 juin)
3610,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3757,2010 et après,2015,Saison (21 juin - 5 septembre)
3758,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
3896,2010 et après,2010,Après-saison (6 septembre - 31 décembre)
3921,2010 et après,2012,Saison (21 juin - 5 septembre)
3964,2010 et après,2013,Avant-saison (1er janvier - 20 juin)
4134,De 1990 à 1999,1992,Avant-saison (1er janvier - 20 juin)
4313,De 2000 à 2009,2004,Après-saison (6 septembre - 31 décembre)
4314,2010 et après,2017,Saison (21 juin - 5 septembre)
4494,2010 et après,2013,Après-saison (6 septembre - 31 décembre)
4691,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
4692,2010 et après,2017,Après-saison (6 septembre - 31 décembre)
4693,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
4695,2010 et après,2017,Saison (21 juin - 5 septembre)
5381,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
5382,2010 et après,2017,Saison (21 juin - 5 septembre)
5553,2010 et après,2016,Après-saison (6 septembre - 31 décembre)
5554,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
5555,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
5835,2010 et après,2018,Après-saison (6 septembre - 31 décembre)
5933,De 2000 à 2009,2005,Avant-saison (1er janvier - 20 juin)
6188,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
6189,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
6375,2010 et après,2018,Saison (21 juin - 5 septembre)
6376,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
6748,De 1980 à 1989,1986,Après-saison (6 septembre - 31 décembre)
6924,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
6925,De 1990 à 1999,1999,Avant-saison (1er janvier - 20 juin)
2341,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
5255,De 2000 à 2009,2004,Avant-saison (1er janvier - 20 juin)
4318,2010 et après,2015,Après-saison (6 septembre - 31 décembre)
3765,De 2000 à 2009,2001,Avant-saison (1er janvier - 20 juin)
5393,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
5727,De 1990 à 1999,1999,Après-saison (6 septembre - 31 décembre)
319,De 1980 à 1989,1984,Saison (21 juin - 5 septembre)
1229,De 2000 à 2009,2008,Saison (21 juin - 5 septembre)
1599,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
1702,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
3081,2010 et après,,Saison (21 juin - 5 septembre)
3263,2010 et après,,Saison (21 juin - 5 septembre)
6067,Avant 1980,,Saison (21 juin - 5 septembre)
4140,Avant 1980,1978,Saison (21 juin - 5 septembre)
2032,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
2034,2010 et après,2010,Avant-saison (1er janvier - 20 juin)
4970,De 1990 à 1999,1993,Saison (21 juin - 5 septembre)
5732,De 1990 à 1999,1998,Avant-saison (1er janvier - 20 juin)
5733,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
1908,De 2000 à 2009,2005,Saison (21 juin - 5 septembre)
2511,2010 et après,2011,Saison (21 juin - 5 septembre)
5058,2010 et après,2011,Avant-saison (1er janvier - 20 juin)
7064,2010 et après,,Saison (21 juin - 5 septembre)
5067,De 2000 à 2009,2007,Saison (21 juin - 5 septembre)
2361,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
5583,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
2059,De 2000 à 2009,2009,Après-saison (6 septembre - 31 décembre)
4519,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
3320,De 1990 à 1999,1996,Avant-saison (1er janvier - 20 juin)
2520,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
2522,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
2523,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
4734,2010 et après,2014,Avant-saison (1er janvier - 20 juin)
6951,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
7105,2010 et après,2011,Saison (21 juin - 5 septembre)
6231,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
2543,2010 et après,2016,Avant-saison (1er janvier - 20 juin)
4376,2010 et après,2012,Après-saison (6 septembre - 31 décembre)
5883,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
6617,2010 et après,2017,Avant-saison (1er janvier - 20 juin)
2068,De 1990 à 1999,1997,Avant-saison (1er janvier - 20 juin)
4534,2010 et après,2016,Saison (21 juin - 5 septembre)
883,2010 et après,,Après-saison (6 septembre - 31 décembre)
1222,De 2000 à 2009,,Avant-saison (1er janvier - 20 juin)
2160,De 1980 à 1989,1981,Avant-saison (1er janvier - 20 juin)
3797,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
4181,De 2000 à 2009,2003,Saison (21 juin - 5 septembre)
4747,De 1990 à 1999,1999,Saison (21 juin - 5 septembre)
5244,De 2000 à 2009,2005,Après-saison (6 septembre - 31 décembre)
1978,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
4003,De 2000 à 2009,2009,Saison (21 juin - 5 septembre)
2780,2010 et après,2011,Saison (21 juin - 5 septembre)
3810,2010 et après,2012,Saison (21 juin - 5 septembre)
6248,De 1990 à 1999,1995,Après-saison (6 septembre - 31 décembre)
4017,De 1990 à 1999,1992,Saison (21 juin - 5 septembre)
4203,De 2000 à 2009,2009,Avant-saison (1er janvier - 20 juin)
4768,2010 et après,2011,Après-saison (6 septembre - 31 décembre)
2249,De 2000 à 2009,2003,Après-saison (6 septembre - 31 décembre)
5446,2010 et après,2012,Avant-saison (1er janvier - 20 juin)
2251,2010 et après,2012,Saison (21 juin - 5 septembre)
6096,De 1980 à 1989,1989,Saison (21 juin - 5 septembre)
5621,2010 et après,2015,Avant-saison (1er janvier - 20 juin)
