festival,festivalLabel,participants,website,followers
http://www.wikidata.org/entity/Q125610748,Les Mains Gauches,,http://lesmainsgauches.fr/,
http://www.wikidata.org/entity/Q125610749,Q125610749,,https://lespetitsclaps.wordpress.com/,
http://www.wikidata.org/entity/Q125610750,Q125610750,,https://www.regardsdelicart.fr/,
http://www.wikidata.org/entity/Q125610751,Q125610751,,https://fsofrance.org/lets-change-the-world-en/,
http://www.wikidata.org/entity/Q125610752,Q125610752,,http://indefilmfest.fr/,
http://www.wikidata.org/entity/Q125610759,Q125610759,,,
http://www.wikidata.org/entity/Q125610761,Q125610761,,https://magicahouse.com/magica-cin%C3%A9math%C3%A8que-live,
http://www.wikidata.org/entity/Q125610763,Q125610763,,https://www.mamers-en-mars.com/,
http://www.wikidata.org/entity/Q125610765,Q125610765,,https://www.cineversefilmfest.com/marseille,
http://www.wikidata.org/entity/Q125610766,Q125610766,,https://mashup-film-festival.com/,
http://www.wikidata.org/entity/Q125610767,Q125610767,,https://www.mediterraneanfilmfestivalcannesmilanathens.com/,
http://www.wikidata.org/entity/Q125610768,Q125610768,,https://megacities-shortdocs.org/,
http://www.wikidata.org/entity/Q125610771,Q125610771,,https://www.mobilefilmfestival.com/,
http://www.wikidata.org/entity/Q125610775,Q125610775,,https://www.montagne-en-scene.com/,
http://www.wikidata.org/entity/Q125610776,Q125610776,,https://www.montagne-en-scene.com/,
http://www.wikidata.org/entity/Q125610777,Q125610777,,http://www.iberiff.org/,
http://www.wikidata.org/entity/Q125610782,Q125610782,,https://www.ccamulhouse.com/,
http://www.wikidata.org/entity/Q125610787,Q125610787,,http://www.bordeauxrock.com/,
http://www.wikidata.org/entity/Q125610788,Q125610788,,https://www.mutoscope.fr/,
http://www.wikidata.org/entity/Q125610793,Q125610793,,http://www.nyc2paris.com/,
http://www.wikidata.org/entity/Q125610796,Q125610796,,https://www.nextstepfilmfestival.com/,
http://www.wikidata.org/entity/Q125610797,Q125610797,,https://www.filmfestinternational.com/,
http://www.wikidata.org/entity/Q125610798,Q125610798,,https://www.festivalnikon.fr/en,
http://www.wikidata.org/entity/Q125610800,Q125610800,,http://www.nollywoodweek.com/,
http://www.wikidata.org/entity/Q125610804,Q125610804,,https://nosyeuxgrandsouverts.com/,
http://www.wikidata.org/entity/Q125610805,Q125610805,,https://festivalnouveauxreves.fr/,
http://www.wikidata.org/entity/Q125610806,Q125610806,,https://filmfestival.oblikon.net/,
http://www.wikidata.org/entity/Q125610809,Q125610809,,http://onvousment.fr/,
http://www.wikidata.org/entity/Q3070126,Festival de Confolens,,,
http://www.wikidata.org/entity/Q115920062,Q115920062,,https://www.festivaldemontignac.fr/,
http://www.wikidata.org/entity/Q116774999,fête bretonne du Moustoir 2019,,,
http://www.wikidata.org/entity/Q116783265,27e édition de la Fête de la crêpe,,,
http://www.wikidata.org/entity/Q125610810,Q125610810,,http://www.onecountryonefilm.com/,
http://www.wikidata.org/entity/Q125610815,Q125610815,,https://www.openfestivalmarseille.com/,
http://www.wikidata.org/entity/Q125610819,Q125610819,,https://www.ptitsbeurresfestival.fr/,
http://www.wikidata.org/entity/Q125610821,Q125610821,,https://www.rattlesnakeproductions.fr/parachutelightzeroawards,
http://www.wikidata.org/entity/Q125610822,Q125610822,,https://moondance-festival.art/,
http://www.wikidata.org/entity/Q125610824,Q125610824,,https://www.prixroyal.fr/paris-animation-awards,
http://www.wikidata.org/entity/Q125610825,Q125610825,,http://www.courtsdevant.com/,
http://www.wikidata.org/entity/Q125610826,Q125610826,,http://www.courtsdevant.com/,
http://www.wikidata.org/entity/Q125610827,Q125610827,,https://parisfilmart.com/,
http://www.wikidata.org/entity/Q125610829,Q125610829,,https://www.parisfilmweek.com/,
http://www.wikidata.org/entity/Q125610830,Q125610830,,https://devenir-realisateur.com/paris-filmmaker-festival-edition-2024/,
http://www.wikidata.org/entity/Q125610831,Q125610831,,https://parisfilmart.com/,
http://www.wikidata.org/entity/Q125610832,Q125610832,,https://parisinthedarkfest.wixsite.com/paris-in-the-dark,
http://www.wikidata.org/entity/Q125610834,Q125610834,,http://www.filmfestival.paris/,
http://www.wikidata.org/entity/Q125610835,Q125610835,,https://parisnewfilmmakers.com/,
http://www.wikidata.org/entity/Q125610836,Q125610836,,https://madfestival.org/,
http://www.wikidata.org/entity/Q125610837,Q125610837,,http://www.liftoff.network/,
http://www.wikidata.org/entity/Q125610838,Q125610838,,http://parisartandmovieawards.com/,
http://www.wikidata.org/entity/Q125610839,Q125610839,,http://fija-festival.com/,
http://www.wikidata.org/entity/Q125610840,Q125610840,,https://parisplayfilmfestival.wordpress.com/,
http://www.wikidata.org/entity/Q125610841,Q125610841,,http://www.parissharkfest.com/,
http://www.wikidata.org/entity/Q125610842,Q125610842,,http://psff.eu/,
http://www.wikidata.org/entity/Q125610843,Q125610843,,http://www.pssff.fr/,
http://www.wikidata.org/entity/Q125610845,Q125610845,,https://pffflimoges.wixsite.com/pffflimoges,
http://www.wikidata.org/entity/Q125610846,Q125610846,,http://phenicienfilmfestival.xyz/,
http://www.wikidata.org/entity/Q125610847,Q125610847,,https://parisfestivalpiaff.wixsite.com/festival,
http://www.wikidata.org/entity/Q125610848,Q125610848,,https://www.deauvillegreenawards.com/fr/autres/actualites/sessions-de-pitchs-film4change,
http://www.wikidata.org/entity/Q125610853,Q125610853,,https://pfc-festival.com/,
http://www.wikidata.org/entity/Q125610856,Q125610856,,http://festival-prototype.com/,
http://www.wikidata.org/entity/Q125610861,Queer International Film Festival,,https://queeriff.wordpress.com/,
http://www.wikidata.org/entity/Q125610865,Q125610865,,http://www.raksacine.com/,
http://www.wikidata.org/entity/Q125610868,Q125610868,,http://redmovieawards.com/,
http://www.wikidata.org/entity/Q125610872,Q125610872,,https://regardorient-org.webnode.com/,
http://www.wikidata.org/entity/Q125610873,Q125610873,,http://www.regards-au-longs-courts.com/,
http://www.wikidata.org/entity/Q125610875,Q125610875,,http://www.cimalpes.fr/,
http://www.wikidata.org/entity/Q125610876,Q125610876,,https://imageincabestany.org/les-rencontres-du-court-metrage/,
http://www.wikidata.org/entity/Q125610877,Q125610877,,https://art-action.org/,
http://www.wikidata.org/entity/Q125610878,Q125610878,,http://montagnes-sciences.fr/,
http://www.wikidata.org/entity/Q125610881,Q125610881,,http://www.rockthistown-pau.fr/,
http://www.wikidata.org/entity/Q125610883,Q125610883,,http://www.sadique-master.com/sadique-master-festival/,
http://www.wikidata.org/entity/Q125610885,Q125610885,,https://sainteclipfestival.com/,
http://www.wikidata.org/entity/Q125610887,Q125610887,,https://www.regleselementaires.com/,
http://www.wikidata.org/entity/Q125610895,Q125610895,,https://parisfilmart.com/en/paris-film-art-script-award/,
http://www.wikidata.org/entity/Q125610896,Q125610896,,http://www.see-ff.net/,
http://www.wikidata.org/entity/Q125610899,Q125610899,,https://vi2023.sietareu.org/,
http://www.wikidata.org/entity/Q125610902,Q125610902,,http://assolaniac.com/,
http://www.wikidata.org/entity/Q125610906,Q125610906,,http://www.smr13filmfestival.com/,
http://www.wikidata.org/entity/Q125610907,Q125610907,,http://www.creativemaker.fr/film/competition-courts-metrages-emergents/,
http://www.wikidata.org/entity/Q125610908,Q125610908,,http://www.fr.centerfest.ru/,
http://www.wikidata.org/entity/Q125610909,Q125610909,,,
http://www.wikidata.org/entity/Q125610911,Q125610911,,https://www.idadi.org/,
http://www.wikidata.org/entity/Q125610916,Q125610916,,https://cineville.my.canva.site/,
http://www.wikidata.org/entity/Q125610918,Q125610918,,,
http://www.wikidata.org/entity/Q125610920,Q125610920,,http://www.takorama.org/,
http://www.wikidata.org/entity/Q125610929,Q125610929,,http://www.fantasyfilmfestivalofficial.com/,
http://www.wikidata.org/entity/Q125610930,Q125610930,,https://frenchduckfestival.weebly.com/,
http://www.wikidata.org/entity/Q125610932,Q125610932,,http://labeterousse.com/,
http://www.wikidata.org/entity/Q125610934,Q125610934,,http://www.raksacine.com/,
http://www.wikidata.org/entity/Q125610937,Q125610937,,http://www-artweb.univ-paris8.fr/?-Prix-Serge-Daney-,
http://www.wikidata.org/entity/Q125610940,Q125610940,,http://www.thisisengland-festival.com/,
http://www.wikidata.org/entity/Q125610946,Q125610946,,https://www.ffif.fr/festival-entry/,
http://www.wikidata.org/entity/Q125610949,Q125610949,,http://www.trailergrandprix.com/,
http://www.wikidata.org/entity/Q125610952,Q125610952,,https://trescourt.com/,
http://www.wikidata.org/entity/Q125610959,Q125610959,,http://www.uncourttournable.fr/,
http://www.wikidata.org/entity/Q125610965,Q125610965,,https://umaff2023.wixsite.com/umaff,
http://www.wikidata.org/entity/Q125610968,Q125610968,,http://www.champselyseesfilmfestival.com/2019/en/industry-week-2/us-in-progress/,
http://www.wikidata.org/entity/Q125610971,Q125610971,,http://www.vermiose.com/,
http://www.wikidata.org/entity/Q125610974,Q125610974,,http://www.factorie.fr/video-poemes-23-en,
http://www.wikidata.org/entity/Q125610977,Q125610977,,https://voiron-international-short-film-festival.com/,
http://www.wikidata.org/entity/Q125610978,Q125610978,,http://www.we-love-paris-film-festival.com/,
http://www.wikidata.org/entity/Q125610984,Q125610984,,http://www.watmontpellier.fr/,
http://www.wikidata.org/entity/Q125610994,Q125610994,,http://www.xplore-alpes-festival.com/,
http://www.wikidata.org/entity/Q125610995,Q125610995,,https://www.youalityfestivals.com/,
http://www.wikidata.org/entity/Q125610996,Q125610996,,https://deauvillegreenawards.com/en/competition/young-creative-awards/young-creative-awards-2024,
http://www.wikidata.org/entity/Q126285397,foire des Boudaines ed'coin,,,
http://www.wikidata.org/entity/Q3070235,Festival de l'Abbaye de Saint-Michel,,http://www.festival-saint-michel.fr,
http://www.wikidata.org/entity/Q3070252,Festival de la Saint-Loup,,http://www.festival-saint-loup.bzh/,
http://www.wikidata.org/entity/Q3070257,Festival de la Vézère,,http://www.festival-vezere.com,
http://www.wikidata.org/entity/Q3070289,Festival de la paille,,http://www.festivalpaille.fr,1284
http://www.wikidata.org/entity/Q3070308,Festival de musique de Strasbourg,,,
http://www.wikidata.org/entity/Q3070325,Festival des Giboulées,,http://www.lesgiboulees.com/,
http://www.wikidata.org/entity/Q3070332,Festival des musiques démesurées,,http://www.musiquesdemesurees.net,
http://www.wikidata.org/entity/Q3070333,Festival des Musiques à Brac,,,
http://www.wikidata.org/entity/Q3070336,Festival des Traversées Tatihou,,https://traversees-tatihou.manche.fr/,
http://www.wikidata.org/entity/Q3070339,Festival des Terre-Neuvas,,http://www.festival-terre-neuvas.com,
http://www.wikidata.org/entity/Q3070344,Festival des châteaux de Bruniquel,,https://www.bruniqueloff.com,
http://www.wikidata.org/entity/Q3070348,Festival des forêts,,http://www.festivaldesforets.fr,
http://www.wikidata.org/entity/Q3070358,Festival des Vieilles Charrues,,https://www.vieillescharrues.asso.fr/,251926
http://www.wikidata.org/entity/Q3070361,Festival du bout du monde,,https://www.festivalduboutdumonde.com/,6207
http://www.wikidata.org/entity/Q3070363,Festival du Haut-Limousin,,,
http://www.wikidata.org/entity/Q3070375,Festival du Roi Arthur,,http://www.festivalduroiarthur.fr,3232
http://www.wikidata.org/entity/Q3070376,Festival du Thé Vert,,,
http://www.wikidata.org/entity/Q3070380,Festival du chant de marin de Paimpol,,http://www.paimpol-festival.bzh/,
http://www.wikidata.org/entity/Q3070537,Festival en Othe,,http://www.festivalenothe.org/,
http://www.wikidata.org/entity/Q3070540,Festival estival de Trélazé,,http://www.festival-estival.fr,
http://www.wikidata.org/entity/Q3070554,Festival international Albert-Roussel,,http://ciar.e-monsite.com/,
http://www.wikidata.org/entity/Q3070560,Festival international Jean-Sébastien Bach de Saint-Donat-sur-l'Herbasse,,http://www.cmi-bach.com,
http://www.wikidata.org/entity/Q3070576,Festival international d'opéra baroque de Beaune,,http://www.festivalbeaune.com,
http://www.wikidata.org/entity/Q3070606,Festival international de musique de Colmar,,http://www.festival-colmar.com,
http://www.wikidata.org/entity/Q3070612,Festival international de musique de Wissembourg,,http://www.wissembourg-festival.com,
http://www.wikidata.org/entity/Q3070615,Festival international de musique du Comminges,,http://www.festival-du-comminges.com,
http://www.wikidata.org/entity/Q3070616,Festival international de musique de Besançon Franche-Comté,,http://www.festival-besancon.com,
http://www.wikidata.org/entity/Q3070630,Festival international de quatuors à cordes du Luberon,,http://www.quatuors-luberon.org,
http://www.wikidata.org/entity/Q3074289,Florilèges,,,
http://www.wikidata.org/entity/Q3074653,Flâneries musicales de Reims,,http://www.flaneriesreims.com/,
http://www.wikidata.org/entity/Q3074832,Foire aux vins d'Alsace,,http://www.foire-colmar.com,
http://www.wikidata.org/entity/Q3077204,Foreztival,,https://www.foreztival.com/,
http://www.wikidata.org/entity/Q3078381,Fort en Jazz,,http://www.fortenjazz.fr,
http://www.wikidata.org/entity/Q3087296,Free music festival,,,
http://www.wikidata.org/entity/Q3091263,"Futura, festival international d'art acousmatique et des arts de support",,http://festivalfutura.fr,
http://www.wikidata.org/entity/Q3092888,Fête du bruit,90000,https://festival-fetedubruit.com/,4955
http://www.wikidata.org/entity/Q3095427,Garden Nef Party,,,
http://www.wikidata.org/entity/Q3095572,Gare aux Tympans,,http://gare-aux-tympans.fr,
http://www.wikidata.org/entity/Q3098433,Garorock,,http://www.garorock.com,
http://www.wikidata.org/entity/Q3122714,Gypsy Swing Festival,,,
http://www.wikidata.org/entity/Q3163343,Jazz dans le parc,,http://www.jazzdansleparc.com,
http://www.wikidata.org/entity/Q3163347,Jazz en Franche-Comté,,https://www.aspro-impro.fr/,
http://www.wikidata.org/entity/Q3163354,Jazz sous les pommiers,,http://www.jazzsouslespommiers.com/,
http://www.wikidata.org/entity/Q3163360,Jazz à Saint-Germain-des-Prés Paris,,http://www.festivaljazzsaintgermainparis.com,
http://www.wikidata.org/entity/Q3163363,Jazz à Vannes,,http://www.jazzavannes.fr,
http://www.wikidata.org/entity/Q3192546,Kan ar Bobl,,https://kan-ar-bobl.bzh/,
http://www.wikidata.org/entity/Q3211855,La Poule des Champs,,http://www.lapouledeschamps.com,
http://www.wikidata.org/entity/Q3212491,La Route du Rock,,https://www.laroutedurock.com/,117143
http://www.wikidata.org/entity/Q3220702,Le Cabaret Vert,,http://www.cabaretvert.com,16775
http://www.wikidata.org/entity/Q3221295,Le Chien à Plumes,,http://www.chienaplumes.fr/,1880
http://www.wikidata.org/entity/Q3223344,Le Grand Unisson,,,
http://www.wikidata.org/entity/Q3223561,Le Jardin du Michel,,http://www.jardin-du-michel.fr/,2293
http://www.wikidata.org/entity/Q3225831,Le Potager du Rock,,,
http://www.wikidata.org/entity/Q3226129,Le Père Noël est-il un Rocker ?,,https://www.leperenoelestilunrocker.com/,
http://www.wikidata.org/entity/Q3230337,Les 3 Éléphants,,https://www.les3elephants.com/,4561
http://www.wikidata.org/entity/Q3230438,Les Aires Libres,,http://www.aires-libres.com,
http://www.wikidata.org/entity/Q3232218,Les Déferlantes Sud de France,,https://www.festival-lesdeferlantes.com/fr,
http://www.wikidata.org/entity/Q3232461,Les Escales,,http://www.les-escales.com/festival-les-escales/festival_accueil.asp,
http://www.wikidata.org/entity/Q3232517,Les Fanfarons,,,
http://www.wikidata.org/entity/Q3233746,Les Massiliades,,http://www.massiliades.fr/,
http://www.wikidata.org/entity/Q3234287,Les Nuits de Nacre,,,
http://www.wikidata.org/entity/Q3234298,Les Nuits pianistiques,,https://www.lesnuitspianistiques.info,
http://www.wikidata.org/entity/Q3234761,Les Plages électroniques,,http://www.plages-electroniques.com/,
http://www.wikidata.org/entity/Q3235641,Les Suds,,http://www.suds-arles.com,
http://www.wikidata.org/entity/Q3235726,Les Terrasses du jeudi,,https://www.terrassesdujeudi.fr,
http://www.wikidata.org/entity/Q3235765,Les Tombées de la Nuit,,https://www.lestombeesdelanuit.com/,4387
http://www.wikidata.org/entity/Q3236146,Les Volcaniques de mars,,,
http://www.wikidata.org/entity/Q3236250,Les Z'éclectiques,,http://www.leszeclectiques.com/,
http://www.wikidata.org/entity/Q3285236,Manapany Surf Festival,,,
http://www.wikidata.org/entity/Q3294985,Marsatac,,https://marsatac.com,
http://www.wikidata.org/entity/Q3325250,Motocultor Festival,,https://www.motocultor-festival.com/,
http://www.wikidata.org/entity/Q3328557,Musik à Pile,,http://www.musikapile.fr/,
http://www.wikidata.org/entity/Q3328644,Musique de chambre à Giverny,,http://www.musicagiverny.com,
http://www.wikidata.org/entity/Q3328662,Musique des Lumières,,,
http://www.wikidata.org/entity/Q3328795,Musiques métisses,,http://www.musiques-metisses.com,
http://www.wikidata.org/entity/Q3328818,Musiques de Rues : Nouveau Territoire des Arts Sonores,,,
http://www.wikidata.org/entity/Q3335579,Nancy Jazz Pulsations,,http://www.nancyjazzpulsations.com,
http://www.wikidata.org/entity/Q3335617,Nancyphonies,,https://www.nancyphonies.com,
http://www.wikidata.org/entity/Q3339619,Nice Jazz Festival,,http://www.nicejazzfestival.fr,
http://www.wikidata.org/entity/Q3343596,Nordik Impakt,,https://nordik.org/,5260
http://www.wikidata.org/entity/Q3346171,Nuits sonores,,https://nuits-sonores.com/,32391
http://www.wikidata.org/entity/Q3346183,Nuits de Champagne,,http://www.nuitsdechampagne.com/,
http://www.wikidata.org/entity/Q3346192,Nuits de la Citadelle,,http://www.nuitsdelacitadelle.fr,
http://www.wikidata.org/entity/Q3346202,Nuits musicales du Suquet,,,
http://www.wikidata.org/entity/Q3354544,opéra d'Automne,,,
http://www.wikidata.org/entity/Q3355247,Orchestrades universelles,,,
http://www.wikidata.org/entity/Q3365260,Paris Hip Hop,,http://www.paris-hiphop.com,
http://www.wikidata.org/entity/Q3365985,Paroles et Musiques,,https://www.festivalpm.com/,
http://www.wikidata.org/entity/Q3377895,Peñas y Salsa,,,
http://www.wikidata.org/entity/Q3382187,Piano aux Jacobins,,http://www.pianojacobins.com,
http://www.wikidata.org/entity/Q3399825,Rencontres Trans Musicales,,https://www.lestrans.com/,50441
http://www.wikidata.org/entity/Q3406908,Prog'Sud,,http://www.progsudfestival.fr/,
http://www.wikidata.org/entity/Q3425158,Rencontres Lyriques de Luchon,,http://www.rencontreslyriquesluchon.fr/,
http://www.wikidata.org/entity/Q3425164,Rencontres artistiques de Bel-Air,,http://www.rencontresbelair.com,
http://www.wikidata.org/entity/Q3425167,Rencontres baroques rémoises,,,
http://www.wikidata.org/entity/Q3425171,Festival international de violoncelle de Beauvais,,,
http://www.wikidata.org/entity/Q3425182,Rencontres européennes de l'Adami à Cabourg,,,
http://www.wikidata.org/entity/Q1125644,Les Siestes électroniques,,http://www.les-siestes-electroniques.com/spip.php?lang=en,
http://www.wikidata.org/entity/Q1318994,La Folle Journée,,https://www.follejournee.fr/,
http://www.wikidata.org/entity/Q1408668,Festival international d'art lyrique d'Aix-en-Provence,,https://festival-aix.com/,
http://www.wikidata.org/entity/Q1442694,Francofolies,,http://www.francofolies.fr/,181078
http://www.wikidata.org/entity/Q1542720,Grand Prix de Chartres,,,
http://www.wikidata.org/entity/Q1546534,Les Rendez-vous de l'Erdre,,http://www.rendezvouserdre.com,
http://www.wikidata.org/entity/Q1655230,I Love Techno,,http://www.ilovetechno.be,22566
http://www.wikidata.org/entity/Q1946417,Festival Radio France Occitanie Montpellier,,http://lefestival.eu,2751
http://www.wikidata.org/entity/Q2066121,Eurockéennes de Belfort,,https://www.eurockeennes.fr/,96733
http://www.wikidata.org/entity/Q2143824,Rencontres internationales de luthiers et maîtres sonneurs,,https://www.lesoncontinu.fr/,
http://www.wikidata.org/entity/Q2179177,Main Square Festival,,https://www.mainsquarefestival.fr/,68569
http://www.wikidata.org/entity/Q2322517,festival interceltique de Lorient,,http://www.festival-interceltique.bzh,11100
http://www.wikidata.org/entity/Q2335684,Chorégies d'Orange,,https://www.choregies.fr/,
http://www.wikidata.org/entity/Q2367532,Skabazac,,http://www.skabazac.com,
http://www.wikidata.org/entity/Q2374449,Festival de Jazz de La Rochelle,,http://jazzentrelesdeuxtours.fr,
http://www.wikidata.org/entity/Q2385843,Festival de musique de La Chaise-Dieu,,https://www.chaise-dieu.com/,
http://www.wikidata.org/entity/Q2388633,Bogue d'or,,,
http://www.wikidata.org/entity/Q2394872,Festival de Poupet,,http://festival-poupet.com/,6647
http://www.wikidata.org/entity/Q2401542,Festival Saou chante Mozart,,http://www.saouchantemozart.com,
http://www.wikidata.org/entity/Q2411039,Festival de Sully et du Loiret,,http://www.festival-sully.com,
http://www.wikidata.org/entity/Q2699033,Q2699033,,,
http://www.wikidata.org/entity/Q2778797,Villette sonique,,http://www.villettesonique.com/,6796
http://www.wikidata.org/entity/Q2815254,24 heures de l'INSA de Lyon,,https://www.24heures.org,
http://www.wikidata.org/entity/Q2864561,Art Rock,,http://www.artrock.org/,7793
http://www.wikidata.org/entity/Q2868608,Astropolis,,http://www.astropolis.org/,
http://www.wikidata.org/entity/Q2870254,Au Foin de la Rue,,http://www.aufoindelarue.com/,3671
http://www.wikidata.org/entity/Q2870265,Au Pont du Rock,,http://www.aupontdurock.com,3507
http://www.wikidata.org/entity/Q2870653,Aucard de Tours,,https://aucard-tours.com/,
http://www.wikidata.org/entity/Q2872132,Austin Psych Fest,,http://www.austinpsychfest.com/,
http://www.wikidata.org/entity/Q2872654,Automne en Normandie,,http://www.automne-en-normandie.com/,
http://www.wikidata.org/entity/Q2901676,Bidache metal,,http://www.bidache-metal.fr.fm/,
http://www.wikidata.org/entity/Q2901924,Biennale Massenet,,,
http://www.wikidata.org/entity/Q2924372,Breizh Touch,,,
http://www.wikidata.org/entity/Q2925785,Brive Plage Festival,,http://brivefestival.com/,
http://www.wikidata.org/entity/Q2932263,Cabardièses,,http://cabardieses.amis.free.fr,
http://www.wikidata.org/entity/Q2934447,Calvadose de Rock,,http://www.mairie-bayeux.fr/index.php?id=calvadose,
http://www.wikidata.org/entity/Q2960862,Charlie Jazz Festival,,http://charliejazzfestival.com,
http://www.wikidata.org/entity/Q2961573,Chauffer dans la noirceur,,https://www.chaufferdanslanoirceur.org/,
http://www.wikidata.org/entity/Q2991923,Concerts de Vollore,,http://www.concertsdevollore.fr,
http://www.wikidata.org/entity/Q3001798,Couvre Feu,,,
http://www.wikidata.org/entity/Q3002473,Crescendo association,,http://www.festival-crescendo.com/,
http://www.wikidata.org/entity/Q3042634,Décibulles,,http://www.decibulles.com,
http://www.wikidata.org/entity/Q3050574,Electrobeach Music Festival,,http://www.electrobeach.com/,
http://www.wikidata.org/entity/Q3059015,Estivales des orgues du Jura,,http://www.estivales-des-orgues.fr,
http://www.wikidata.org/entity/Q3059020,Estivales en Puisaye,,http://www.estivales-puisaye.com,
http://www.wikidata.org/entity/Q3060705,Europa Jazz Festival,,http://www.europajazz.fr,
http://www.wikidata.org/entity/Q3060992,Euskal Herria Zuzenean,,https://ehz.eus,
http://www.wikidata.org/entity/Q3069834,Festival 1001 Notes,,https://festival1001notes.com,
http://www.wikidata.org/entity/Q3069835,Festival 38e Rugissants,,,
http://www.wikidata.org/entity/Q3069844,Festival Anuncio,,http://www.festival-anuncio.fr,
http://www.wikidata.org/entity/Q3069846,Festival Archéo Jazz,,http://archeojazz.com/index.html,
http://www.wikidata.org/entity/Q3069847,Festival Art Sonic,,http://www.festival-artsonic.com,4898
http://www.wikidata.org/entity/Q3069857,Festival Bach en Combrailles,,https://www.bachencombrailles.com,
http://www.wikidata.org/entity/Q3069858,Festival Bach à Pâques,,,
http://www.wikidata.org/entity/Q3069860,Festival Beauregard,,http://www.festivalbeauregard.com/,12234
http://www.wikidata.org/entity/Q3069861,Festival Bebop,,,
http://www.wikidata.org/entity/Q3069865,Festival Blues Passions de Cognac,,,
http://www.wikidata.org/entity/Q3069870,Festival Berlioz,,https://www.festivalberlioz.com,
http://www.wikidata.org/entity/Q3069902,Festival Jacques Brel,,,
http://www.wikidata.org/entity/Q3069906,Festival Jazz des Cinq Continents,,http://www.marseillejazz.com,
http://www.wikidata.org/entity/Q3069910,Festival Kann Al Loar,,https://www.kann-al-loar.bzh/,
http://www.wikidata.org/entity/Q3069914,Festival La Méditerranée de Portet,,,
http://www.wikidata.org/entity/Q3069917,Festival Le Petit Village,,http://www.festival-lepetitvillage.com,
http://www.wikidata.org/entity/Q3069920,Festival Les Amateurs !,,http://www.les-amateurs.org,
http://www.wikidata.org/entity/Q3069924,Festival Les Indisciplinées,,http://www.lesindisciplinees.com/,
http://www.wikidata.org/entity/Q3069940,Festival Musicacité,,,
http://www.wikidata.org/entity/Q3069943,Festival Musique en Brionnais,,http://www.musique-en-charolais-brionnais.com,
http://www.wikidata.org/entity/Q3069949,Festival O'les Chœurs,,,
http://www.wikidata.org/entity/Q3069950,Festival Off and Back,,,
http://www.wikidata.org/entity/Q3069955,Papillons de nuit,,http://www.papillonsdenuit.com/,11441
http://www.wikidata.org/entity/Q3069961,Festival Pause Guitare,,https://www.pauseguitare.net/,
http://www.wikidata.org/entity/Q3069975,Festival Présences,,http://sites.radiofrance.fr/chaines/orchestres/presences/accueil/,
http://www.wikidata.org/entity/Q3069977,Festival Présences électronique,,,
http://www.wikidata.org/entity/Q3069994,Festival Scopitone,,http://www.scopitone.org,
http://www.wikidata.org/entity/Q3069995,Festival Sim Copans,,https://www.souillacenjazz.fr,
http://www.wikidata.org/entity/Q3069997,Festival SOY,,http://www.festivalsoy.org,
http://www.wikidata.org/entity/Q3069998,Festival Sinfonia en Périgord,,http://www.sinfonia-en-perigord.com,
http://www.wikidata.org/entity/Q3069999,Festival Soirs au Village,,,
http://www.wikidata.org/entity/Q3070020,Festival Wazemmes l'Accordéon,,https://www.flonflons.eu/,
http://www.wikidata.org/entity/Q3070023,festival Yaouank,,http://www.yaouank.bzh,2314
http://www.wikidata.org/entity/Q3070032,Festival aux champs,,,
http://www.wikidata.org/entity/Q3070035,Festival country de Craponne-sur-Arzon,,,
http://www.wikidata.org/entity/Q3070048,Festival d'Ambronay,,http://www.ambronay.org/Festivals/,
http://www.wikidata.org/entity/Q3070110,Festival de Bobital,,https://www.bobital-festival.fr/,3328
http://www.wikidata.org/entity/Q3070112,Festival de Bonaguil,,,
http://www.wikidata.org/entity/Q3070127,Festival de Domaize,,http://www.festivaldedomaize.com,
http://www.wikidata.org/entity/Q3070132,Festival de Kertalg,,,
http://www.wikidata.org/entity/Q3070136,Festival de La Roque-d'Anthéron,,http://www.festival-piano.com/,
http://www.wikidata.org/entity/Q3070159,Festival de Montjoux,,http://www.montjouxfestival.com,
http://www.wikidata.org/entity/Q3070162,Festival de Nohant,,https://www.festivalnohant.com,
http://www.wikidata.org/entity/Q3070215,Festival de Sédières,,http://www.sedieres.fr/,
http://www.wikidata.org/entity/Q3070234,Festival de jazz d'Orléans,,http://jazzorjazz.fr/,
http://www.wikidata.org/entity/Q980278,Festival du film gay et lesbien Face à Face de Saint-Étienne,,http://www.festivalfaceaface.fr/,
http://www.wikidata.org/entity/Q3069986,Festival Reflets,,,
http://www.wikidata.org/entity/Q3149579,In&Out,,http://www.lesouvreurs.fr,
http://www.wikidata.org/entity/Q3563755,Vues d'en face,,http://www.vuesdenface.com,
http://www.wikidata.org/entity/Q115363801,D'un bord à l'autre,,http://www.festivaldunbordalautre.com/,
http://www.wikidata.org/entity/Q115363964,Cinépride,,http://www.festivalcinepride.com/,
http://www.wikidata.org/entity/Q122829512,Festival International du Banc Public,,,
http://www.wikidata.org/entity/Q123019553,OctoGônes,,https://octogones.org/,
http://www.wikidata.org/entity/Q123243366,Détours du Monde,,https://detoursdumonde.org/,
http://www.wikidata.org/entity/Q123243382,48ème de rue,,https://www.48emederue.org,
http://www.wikidata.org/entity/Q123243419,Festi'val d'Olt,,https://festivaldolt.org,
http://www.wikidata.org/entity/Q124616698,Maddy Keynote,5000,https://www.maddykeynote.com/fr,
http://www.wikidata.org/entity/Q126877099,"""Dans le jardin ou ailleurs (festival)""",,https://danslejardinouailleurs.fr/,
